,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,2410,1625,1329,1164,1211,6,1654,329,391,211,665,2233,64,1623,2188,253,1792,46,110,1492,86,1622,1273,2429,2177,9,2480,1695,2419,795,2402,841,2386,1228,259,2320,1322,1348,1489,2469,1255,630,1064,132,1634,1652,2375,413,535,990
1,1801,693,1789,475,1242,1007,185,1607,1883,2450,2312,1473,645,2089,899,1274,790,1391,168,2303,353,372,1239,115,2126,878,1068,2442,208,1409,1709,793,697,1891,2493,12,89,2358,1534,1588,2136,1232,2125,2271,31,368,348,1707,992,1465
2,1398,207,2277,1359,569,1907,2016,105,1407,622,911,540,1367,1745,1731,1524,2012,771,1626,1009,2169,1302,1819,392,45,184,98,833,2391,2224,2106,13,621,643,510,1436,1461,1421,1090,1101,894,343,1734,2465,2052,1901,750,1898,1389,2137
3,1358,1282,1884,2218,246,957,1580,1839,2352,2085,1408,1687,1630,590,1017,1811,2326,781,1306,1130,1442,1945,2172,854,138,191,186,1147,1808,963,1583,1104,786,183,2258,1142,596,2143,338,54,2445,844,215,616,2111,1756,2220,334,124,1340
4,2479,1863,1926,1428,2122,2231,1184,2367,2330,2364,886,291,2043,1366,995,515,1298,205,2366,2154,1877,1300,592,346,2361,379,200,483,1547,1916,2236,684,286,1513,655,272,402,1621,1822,1286,411,398,1543,209,1134,360,1152,1182,1875,70
5,2115,1161,879,300,1475,2199,2185,880,1582,1738,229,2336,1627,1006,751,446,2294,436,2028,543,913,106,791,1125,87,1096,2275,197,1502,780,452,1261,1452,1750,80,1467,1855,905,2092,1388,1238,1605,342,1224,1450,2417,1857,537,1694,2377
6,1643,677,1036,588,1455,1649,1956,1056,473,2356,481,151,1938,1424,2008,1364,675,512,958,460,652,529,2350,1533,2081,427,2317,1861,323,586,600,1768,2355,2167,2494,2061,166,1617,1698,377,371,2250,1998,2244,250,770,738,1350,1522,210
7,1760,2389,161,1122,2360,195,277,494,1561,1030,458,223,542,103,644,172,2354,2383,236,1887,1777,538,1851,1821,171,2298,2079,710,108,2207,37,1748,2039,1221,1324,2182,2279,389,606,248,2212,896,1845,1003,1679,2181,1296,1418,1854,2157
8,397,2478,416,1584,890,912,730,2404,1632,1102,41,1930,2067,1931,633,2130,269,1002,1039,1795,2074,102,604,2426,2346,1108,247,2239,1919,1741,2029,321,978,1598,256,2034,1472,1545,1511,759,1566,2484,683,181,1701,1342,295,201,68,1313
9,2466,1593,2158,2322,1774,1997,284,2232,1653,1357,2295,1170,688,2215,1258,306,1889,1515,2318,570,467,658,1158,352,245,302,2280,1784,192,1035,1222,1769,2329,785,2292,375,311,403,928,25,1309,788,610,1018,227,1495,1860,1188,907,2151
10,715,2219,937,623,685,1319,1910,1749,1765,700,1601,1457,1307,699,1383,1565,2306,1970,1137,1022,401,981,1253,2309,1074,2013,1259,1928,838,2027,174,2408,703,158,518,803,720,49,825,2321,449,2201,548,2102,505,2454,1126,1254,1241,814
11,1986,802,1448,1351,910,1301,263,691,495,1782,142,2390,2099,2213,1478,20,430,1870,1069,289,507,2149,2401,761,1640,1638,1841,2108,1775,1663,373,2222,32,1015,73,2425,260,1571,1440,2103,1177,1747,1231,727,951,2214,382,862,406,1802
12,887,1790,1023,859,719,361,1719,1704,732,1312,2396,1310,2058,462,1754,2307,432,955,1914,656,1659,1751,1712,674,797,40,356,1669,1088,2095,15,206,1949,111,26,954,2345,2007,1198,2446,1703,1894,2249,1941,1235,1657,242,167,2499,490
13,702,1517,1673,156,345,936,1112,2297,567,933,465,2002,2257,1509,906,1251,2051,97,1597,324,2272,159,1379,130,1311,541,689,969,1539,871,1207,2159,1633,1830,1209,1823,868,2107,1541,1441,1098,2487,2305,190,1803,789,1672,1127,1028,1651
14,1995,2328,486,2142,2127,1989,1434,2010,196,804,1160,1763,1362,8,2302,194,772,2155,1281,1191,2477,882,1197,1512,1486,71,551,500,313,1356,83,1967,836,1895,2025,1804,1433,55,1247,1220,1757,813,1551,821,525,1115,1496,2049,742,1047
15,1755,1518,1464,1454,744,1764,1295,827,470,1890,1532,2041,33,173,281,794,2284,1610,1952,748,270,898,1157,1978,1370,217,1721,274,62,1631,1713,226,701,828,2286,198,2005,2003,2324,2088,1592,1899,550,1129,1999,18,2017,69,2482,2191
16,893,120,2372,1816,1326,533,2179,925,445,1136,930,737,90,989,1742,2420,135,2462,146,1187,1049,1263,1586,1836,1806,740,566,2225,1844,1835,2223,2,2117,1234,1477,714,1143,1034,1165,1787,1033,1530,1390,1111,157,2464,499,904,1958,1250
17,1323,532,301,1546,1289,298,405,1267,162,187,2497,2120,1940,1969,1380,1054,1005,959,1482,889,626,1874,1483,1779,1983,1354,1044,1230,1783,2376,774,1334,673,1942,1521,848,2248,440,661,2263,1395,2038,690,293,1981,178,232,973,1449,2455
18,534,2473,1990,439,637,213,285,1826,1927,1031,768,805,2036,145,662,1167,1118,1686,234,1275,61,2380,304,2492,753,1681,1459,1700,559,116,902,960,824,2091,2194,659,2276,926,1793,1085,2431,448,2334,2267,1968,1642,1557,666,330,2416
19,1106,1373,2458,2042,784,2123,1116,2119,276,1392,163,14,455,266,1736,2289,1612,765,2260,81,36,2296,593,2162,1027,1256,809,255,1973,1923,1971,1770,547,122,835,1590,1935,2381,1550,856,2210,414,1233,1936,1852,918,434,466,2316,429
20,2221,2438,1470,1140,694,2369,707,921,1873,822,1781,1579,1016,1794,1103,2418,10,2242,60,1628,1525,1921,1057,1501,1552,468,787,119,798,42,1195,1445,1394,1417,1294,369,1727,760,1903,717,1180,1321,482,1279,1110,2428,1446,2187,651,164
21,2190,968,520,1762,2204,1683,153,1726,1046,603,1481,842,653,1980,1523,328,1909,964,1984,1937,2340,874,224,852,996,1480,1268,24,671,2217,1075,1885,1966,1759,605,1318,456,2483,830,327,1148,818,876,1717,526,1504,2160,1045,1205,1420
22,2311,233,1878,1327,1859,1985,1666,140,2341,99,2421,1401,1025,2023,635,546,1369,1062,2216,299,1693,1655,57,2015,480,447,109,2325,2498,1252,147,1432,527,1490,177,1139,1780,11,681,2037,1032,572,1933,840,2282,1805,1453,418,2319,1083
