,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,326,6221,1706,6069,6634,4220,7284,9989,2292,6521,2618,6242,5683,6490,2287,6278,8726,8694,5345,9945,7759,7580,1274,520,1857,1921,1875,2319,9714,5349,2625,6466,4419,2457,9597,7201,6794,8630,6323,3263,7242,9559,1759,4959,6607,4590,959,9556,6779,42,3026,952,9379,6346,372,7626,9332,2317,3718,2842,8079,7706,4759,5980,1442,7393,1842,9215,9331,3586,2136,1639,8442,2125,5963,8642,8817,4058,728,2588,6952,4456,7609,4719,2485,3900,6212,6075,6541,1042,5047,3559,4907,6851,772,1586,1600,562,1722,9507
1,2576,1423,7736,2852,6804,2777,5630,7166,6583,2534,6313,9724,1148,7710,7149,881,5829,7944,9452,9920,1052,7096,2528,9549,7937,2620,1424,4644,6947,5571,349,6354,8017,4359,31,4572,9134,3010,4161,7652,7775,4428,2074,5642,9241,3039,3367,932,4052,5172,3005,8195,3229,9148,4910,5749,2120,1149,8452,4381,5149,5459,233,3991,2926,7593,876,6781,9275,6949,3852,4610,5965,5893,689,1637,1619,8863,8323,4694,1281,6234,652,1456,1372,7971,1452,1667,9978,8210,9460,4497,5852,4435,6127,9149,4256,3252,8502,3652
2,4834,2273,6071,4033,5617,5122,8811,1750,671,6744,3261,3296,8661,4037,9174,7566,5808,7467,4224,7035,649,7983,7172,9247,2374,369,4584,8902,7892,5758,2227,7410,2789,7259,7066,23,2952,8679,9201,9042,2,9470,4047,392,8468,9150,5244,2305,2075,4832,3171,99,4932,1791,6146,5279,1088,5674,6524,8170,9113,968,8730,3402,6608,1919,1133,2689,1151,1487,4562,2614,1559,7240,6182,5350,5201,4938,3806,2370,2094,5698,7434,9535,9691,8853,8979,1438,983,910,9757,5670,4526,6863,2803,6245,7599,3864,6003,3191
3,66,922,5768,4822,6453,8918,8267,6531,3544,9683,718,6422,9785,3154,3050,474,9118,3295,5491,1534,1335,1365,9934,7327,4243,8901,537,8735,2775,2364,2159,1542,7272,9956,1642,8141,9731,2019,4466,6497,1468,4478,4190,1003,1918,1501,5081,1429,5600,7999,1246,9752,7749,9982,8571,2787,6141,427,4725,3830,2627,5565,9245,7958,9454,6831,6463,356,8223,3918,4966,4184,9784,4134,6846,5976,5886,6940,9776,346,2895,6882,8858,4200,5055,3598,775,3364,3535,2784,7164,5649,7323,1796,6319,1479,6637,7382,1907,4137
4,7345,6046,4223,3066,7175,5028,382,9922,5109,1377,1747,7814,4054,3578,1256,8499,3319,8883,8020,2856,5498,8314,4992,842,4625,9254,341,8148,6145,6291,5611,8345,5551,4332,1672,2392,3283,6856,5627,7725,7320,8696,6766,5922,5260,9345,6256,9373,2745,2345,1527,7723,1997,1079,6600,2178,2241,674,5037,9754,7753,1894,1284,2615,5745,7699,2657,9622,3696,4514,4296,4095,4559,7012,395,5917,74,2371,2209,6752,5342,4388,3406,7745,8885,9641,1945,903,9514,5456,1166,8945,4383,9007,3746,7256,252,1656,7024,5850
5,3975,8028,1217,1618,1458,1593,1389,5928,1752,7796,9972,5950,1868,8507,7857,3902,1185,3713,6180,6885,5901,2751,6577,949,8062,6738,5222,2593,6765,7458,5334,8743,2939,6919,4059,557,8272,5586,672,4836,2522,4433,8188,6047,7208,1802,9238,3821,2923,9307,2645,2860,1174,3786,2270,494,9391,4335,7763,1136,844,171,9190,9831,7038,4616,9296,5106,2102,5318,8041,4163,7989,3347,9365,8032,8024,6339,4361,7420,6824,4448,1976,2421,8143,5773,6420,580,9375,670,1662,7370,390,9740,7933,1272,4051,8850,2823,5687
6,8341,1977,7123,4636,2721,2169,5814,3490,1030,531,8746,3119,3400,6550,6930,9793,7119,82,7882,45,4327,3074,3129,3473,2250,8359,8915,5257,289,2491,7939,6211,4897,9661,4929,6237,7780,3403,4664,4737,2800,7295,6254,8201,3528,2016,49,8962,2490,3420,6591,5561,9106,4205,7513,157,8025,9664,2894,6698,9761,1201,6465,9943,2268,1564,4859,9407,7960,7940,3201,1732,5400,1007,9079,3397,662,596,7021,3072,6836,6054,2848,3373,9257,3933,8786,7350,4846,9051,2587,1474,1495,7013,6879,7128,2695,7844,4653,464
7,3895,8055,3593,4281,6809,5306,4518,8145,3035,9088,1941,9259,8419,6817,542,1444,8978,4029,9169,9823,7274,4646,3186,423,6342,9163,1157,1228,4280,4803,478,5945,6341,3164,1556,7356,4471,6158,4315,516,654,4352,2235,4461,3989,3514,361,3422,3459,3491,4622,2589,5362,6174,3448,5966,3668,4940,9632,4176,7294,8291,9218,5502,7625,9717,3735,378,9243,7089,6714,3912,2174,7564,6316,3097,7052,9881,8627,3725,2009,4287,7605,3477,3522,1580,7447,8056,4952,3173,1074,5606,543,738,2459,9037,9815,5672,2577,8804
8,1176,5536,8970,3848,9670,322,9139,4345,7258,2765,6679,6660,7602,5174,3796,2067,2722,1122,279,2223,7522,1357,5160,9811,2829,6181,2415,6277,4522,3349,3412,9679,3433,7563,8362,4503,2122,3432,4680,2776,7922,5679,7379,9120,3254,1922,6279,7865,8355,7147,8646,8122,3135,2058,4914,7588,2199,9544,5130,6059,5221,2079,3309,8474,6823,6442,4053,4299,522,667,2922,9322,2675,3281,122,3282,3322,2658,9997,3268,9479,9378,9609,2608,129,3841,8698,411,2295,8479,1498,679,4703,7159,2164,3910,9359,2186,8722,8950
9,5662,4119,739,7647,262,1439,2674,440,3699,2862,6068,7558,1862,5358,8500,5353,5323,2832,3486,1739,1341,9068,6640,803,62,9742,1939,2762,8994,6690,3062,5354,5913,3155,997,1699,7727,6768,1633,4277,7666,6595,7576,7539,9244,4943,5437,6251,4539,9327,2539,1994,8084,2277,5310,8739,5894,1757,5381,1062,9306,8911,3777,8820,5887,6020,2243,2201,9462,3334,7019,8111,9798,9001,1511,318,874,2815,7662,1139,4262,2197,9939,862,8779,8162,1547,5150,9739,3892,8110,7314,8778,3702,6601,1967,4309,8262,9616,251
