,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,7367,5700,9606,2954,3938,1772,4373,2063,7414,1813,7329,7973,1769,2665,5427,8774,4658,5567,2276,4709,1245,8985,8234,2774,2899,8446,5074,5602,8870,1440,9619,7381,2871,8235,4141,1239,5539,4885,7006,1956,7494,8455,4102,9528,2246,9414,453,8194,7004,1638,7523,1861,716,6097,3523,8762,8335,607,770,8673,3273,3196,6012,8182,4034,5093,9142,3780,8436,6375,4159,9117,3251,8959,1506,4293,1712,5229,1235,4718,2448,1983,3952,9601,1297,1897,385,1825,5379,3666,9316,1075,3973,2811,6376,8536,8409,8152,3207,4077
1,955,4717,6311,8325,1623,4020,6444,6492,1466,7421,4062,4997,1836,2932,5678,8682,3978,8238,2611,7728,849,9066,7419,2158,2642,8798,2659,4022,2704,9162,1483,2225,291,6641,2363,8108,4358,7509,6960,6933,4236,3314,2208,3553,9868,1901,1311,6506,6035,8105,3442,9728,7630,6827,3648,5133,4430,2628,8623,3269,7178,7875,7900,6849,5518,9191,5339,2352,2629,786,7401,3915,2410,9436,7376,9431,2686,259,6702,5309,1023,3470,2602,4469,7473,3908,3869,8756,3000,1880,8822,475,2533,6772,8872,1426,2048,7409,5357,8083
2,5404,9198,428,2916,9222,4693,6201,6807,5603,7446,504,4833,7499,7488,2654,3729,2385,5682,4278,7637,8927,1646,1126,2065,3292,5102,3860,9487,6355,2594,1581,7896,4670,4240,5892,7801,7838,9969,5359,3922,2123,1123,5889,6252,2029,4158,2664,6231,5276,4909,8640,604,9136,1476,3417,9716,2849,9435,1610,2869,6589,3122,487,2413,2245,9698,1663,4886,5953,1056,6876,7981,9932,6912,4048,6796,2185,394,9524,9223,912,6432,6728,5398,4056,1514,7945,1009,103,5654,34,7471,9320,234,5119,9807,9370,665,7867,9794
3,252,4332,1747,5260,1656,9641,8499,6291,5917,5922,395,9254,1079,2392,3319,9345,9622,5342,2209,1527,8345,7345,4514,2745,1945,9007,1672,3406,6600,1997,5109,8945,8696,4388,6856,4559,5456,4625,4095,9922,7745,2241,1256,4992,5611,7320,7725,674,6256,842,5745,6766,7012,6752,1894,1284,341,6046,7753,5498,2371,2345,3578,3746,2657,3283,9514,5551,7256,7814,7699,8885,3696,5850,1377,1166,8883,5037,7024,2615,2178,74,9754,6145,3066,7175,7723,9373,8148,903,5627,5028,2856,8314,4383,8020,382,4054,4223,4296
4,7680,3395,777,9588,1091,3149,3812,8771,4162,8226,5417,3172,6542,4349,885,6220,7189,4247,7079,4468,4858,1554,8674,9516,4629,6617,9988,6372,3399,4283,1877,5629,5283,9110,8934,9585,794,6842,6758,5169,8972,6984,426,6358,3831,4829,2153,2760,3216,4157,3248,3271,9172,7603,1829,3372,7825,8208,1616,2912,7874,5366,1848,1718,9384,9266,8577,2051,105,809,7114,2494,2320,7628,7184,1191,9658,1301,5871,7787,9911,1905,5508,2519,6258,2439,276,5690,8012,2004,4931,1603,3475,7253,5054,2863,6791,9195,179,1806
5,6454,1548,889,6946,5392,6306,2168,6502,883,8434,5624,4237,6010,6268,5360,1533,3639,5933,5566,2480,6868,5068,8328,7804,9076,6786,6445,7632,868,205,3243,1155,3733,2165,8897,4512,1590,4175,2918,8333,4924,3329,6247,5589,4668,1567,8300,4301,2130,9374,7792,9491,8003,3982,6009,5104,8733,1114,5877,3225,268,6892,3036,8340,9181,1178,1965,3467,1333,1668,432,9522,3144,9624,1691,421,5468,2622,933,9253,8933,189,8868,2468,9197,3380,3136,926,10000,2733,7278,8784,3882,668,7533,7592,9897,5961,8266,8189
6,2719,518,8709,4274,2003,6853,4273,7397,6913,4964,7902,4396,3547,3398,2634,6481,4268,2933,9252,8357,3507,4639,6166,5797,1762,2759,5341,4998,3854,2995,8957,1375,4734,3784,6645,8511,1064,6572,7574,6395,2429,527,584,2971,4586,5757,6525,1883,7185,5601,7163,6000,5906,793,6719,6028,7020,7612,6802,9186,553,7827,1473,3905,6147,9141,1433,1467,5230,6911,4233,5469,2289,9032,3419,7433,4528,2737,6460,5954,8840,9607,5671,4228,2503,2960,1454,1179,6568,5705,8941,4690,558,6627,2947,8814,244,3954,8573,9849
7,2334,5909,9914,5838,4806,6656,2078,6854,9210,3941,9467,1382,9161,4491,3502,1998,5577,6646,7064,6255,175,3194,192,9861,7214,6139,900,9444,5684,9734,6190,7209,5139,9123,642,7784,6222,3461,6904,6557,3125,134,9457,4873,7899,7218,5430,4899,7835,4533,4006,5333,8841,8428,4344,8832,3919,6948,2983,4793,1308,757,3285,1199,1856,4523,3546,3632,8092,9030,7091,1786,7575,3222,3341,4790,4981,6575,6713,9950,3489,3468,3408,4140,4805,12,5655,2023,4085,2218,4571,1278,3589,7546,161,2998,980,4569,5455,3667
8,9815,3164,1941,3989,5672,1580,1444,4803,3097,4461,6316,9163,6174,7356,8978,3514,378,2009,8627,4622,5945,3895,7089,3459,7447,738,1556,7605,3448,5362,3035,5606,4352,4287,6158,2174,3173,6342,3912,8145,3477,3668,542,3186,478,654,516,4940,361,423,7625,2235,7564,3725,8291,9218,1157,8055,7294,7274,9881,3491,6817,2459,3735,4471,4952,6341,9037,9259,9717,3522,9243,8804,9088,1074,4029,9632,2577,5502,5966,7052,4176,4280,4281,6809,2589,3422,1228,8056,4315,5306,9823,4646,543,9169,4518,8419,3593,6714
9,3221,9780,1401,5124,6953,166,3732,8180,8953,3984,928,9336,6754,7141,399,2314,1614,7627,2619,8719,4122,6902,1118,7507,4999,4561,5146,3332,2571,8404,5809,9297,7980,3063,821,2687,7346,5621,4982,1021,4221,8421,6638,722,7893,6257,1692,6980,8700,3588,5546,9021,1863,8598,8018,9980,2709,3093,180,9840,6421,6269,2969,1913,9669,6122,217,7987,6104,9097,1319,6979,2630,1262,8529,982,2039,7055,2163,1785,5572,1092,7836,6782,6580,3590,621,7641,8361,97,7934,680,8203,8185,4501,5195,8283,3600,1821,1771
