,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,9656,3924,1724,2262,818,1121,3846,9502,1137,3249,3464,8608,482,8221,7839,4079,2638,8450,2162,4689,8196,9877,4,707,2435,5021,8531,3956,1103,8243,3797,6137,6400,2974,6058,8337,6124,9735,7732,2783,1369,5242,2351,6747,450,1632,3650,4441,8993,4317,2809,8983,7597,5531,7464,3877,5064,4337,6416,9646,5036,4837,3188,5189,6489,3970,1419,2557,8064,762,737,3387,6943,8351,7472,2373,8256,7619,4537,2220,1585,3237,1047,9521,8537,5615,7062,7053,2889,1277,9027,2738,7834,9072,8903,2453,8164,4151,4279,5263
1,2800,4653,7960,4327,596,7940,2016,4205,8746,3403,9943,2491,7119,9664,1201,2587,82,9079,5814,8915,2268,157,2490,49,4929,8201,9106,3072,7350,3528,2250,662,6836,464,1564,7780,6465,8962,6550,6698,3400,2169,9793,4859,4846,2721,7844,1977,6254,7882,8025,3397,5257,3373,6879,1732,3119,6054,9761,9407,2848,3074,7123,289,4897,3129,1495,3420,5561,9661,8786,8341,3473,4636,7295,7013,7021,9257,1474,5400,2695,6930,8359,7513,3933,4737,1007,531,2894,9051,7939,45,6591,3201,1030,3490,6211,7128,4664,6237
2,9645,6605,9908,845,3842,7429,1693,4649,2397,2037,6759,2198,87,678,9411,9644,7331,1606,1727,2274,4985,7169,1949,7891,9232,9505,3843,6274,4045,1845,724,9451,6736,6320,9537,2293,556,8605,5861,3095,7227,9217,6826,3180,8986,9237,3906,3619,2742,156,8094,2590,2202,831,445,804,2874,5185,1725,3156,5156,8216,5039,8480,3932,9156,4365,971,8766,1356,9845,4445,4614,2756,8508,7435,756,5519,2135,4459,1784,4536,8156,7634,3396,9693,5846,2603,4075,5387,3845,7676,8956,6811,1408,3697,2870,4711,9170,8204
3,94,6581,9838,2790,2214,4989,7230,350,3099,1609,162,6956,7136,7106,4591,4451,7051,8550,1758,9595,5343,7192,4631,9643,2196,98,8864,7700,8996,7910,7105,8991,8780,951,1236,2403,3558,2551,7758,4011,9587,359,9433,8259,4918,3209,3008,6798,6861,9334,8736,4676,1358,618,4724,3235,6970,3339,8651,9087,3071,51,5097,8626,5217,7404,1144,6977,2956,9977,1094,8411,6832,2955,827,6135,7719,4181,3964,5438,7887,2483,2318,8545,2297,5211,1455,4127,8412,7107,4782,973,975,7529,1597,6906,3962,4957,850,374
4,3198,9954,9392,8921,592,8767,9647,393,6790,3437,7795,7233,1227,3047,8975,6412,6928,647,8882,9696,6704,2991,4410,1113,2308,2791,1145,9928,2847,3950,963,7430,6893,7799,221,814,2047,6722,8179,9418,8666,8896,7771,6561,4742,6447,3990,7154,4154,8754,8847,2456,989,4679,7553,2155,8439,2465,5429,327,159,7610,4710,1295,9350,9219,2632,2554,6554,5859,3505,8383,545,307,1726,2951,4738,1206,4447,1370,9466,3613,3876,9554,2873,236,6555,6116,4856,2343,4382,1447,9678,5840,5329,2309,733,7735,9887,3022
5,2,6003,1151,649,4938,1487,9150,1791,3261,8679,3402,5758,5808,5674,968,9757,7467,6182,8811,4584,6608,5279,2075,5244,7066,392,4932,2370,1438,8468,2374,5201,2094,3191,1919,2952,8730,2305,4037,8170,8661,5122,7566,1133,983,5617,3864,2273,4047,4224,1088,5350,8902,9535,2803,2614,3296,5698,9113,2689,7434,7983,6071,7892,2789,7172,4526,4832,99,7259,8979,4834,9247,4033,9470,6863,3806,9691,5670,1559,7599,9174,369,6146,8853,9042,7240,6744,6524,910,2227,7035,3171,4562,671,1750,7410,6245,9201,23
6,2772,81,5216,9164,4972,4000,3996,7881,9127,4862,4778,7082,4819,5289,5836,417,2337,8519,5224,1876,930,4364,4915,6,8924,9326,7587,2569,7466,2987,1399,9019,9710,1187,1038,5803,894,6360,3333,9129,6380,5356,384,5983,8752,5099,8236,9038,7926,4623,6045,5802,3928,579,7090,8044,8833,3424,3421,7269,8907,6246,9111,2930,1237,493,1627,4446,1115,3612,7978,8497,2597,1860,9864,7199,8976,7171,6155,455,21,4232,8824,5934,5920,8019,3819,3233,628,7915,2086,6430,9291,2752,7993,2024,2389,365,1436,4857
7,5938,7017,4354,5780,8892,4203,9495,5991,5574,9991,4762,4086,5639,4207,7222,2669,2052,8749,6296,5487,1932,7831,6207,6771,7394,52,2879,9843,6081,7694,1084,9486,7316,9865,1660,9281,1171,9987,2150,5499,4145,38,6197,332,5625,4732,1192,4350,1651,1035,2999,8091,5862,4238,2307,1552,2179,3663,3675,7063,2882,2425,2782,4044,2251,3640,3756,3001,6900,3987,5227,1768,8043,7349,3734,7403,4767,106,1170,6267,534,9511,4577,3634,8401,9906,1026,6061,8809,7965,9424,1655,3004,3375,3294,3331,3669,9057,8052,9750
8,9351,4901,7929,2520,363,1259,8965,3521,4171,4831,936,626,8465,1223,5853,7211,5152,6367,8699,6284,875,9799,5371,3914,5178,1814,712,10,4259,3197,6968,4660,866,8727,1971,2443,3363,8810,9122,8476,4988,807,7142,8193,6576,5722,9748,6693,7364,1446,3726,5985,1681,8491,3348,2556,1987,3340,1165,1190,4394,6712,8289,4551,7724,4804,8905,3690,2826,8621,7687,2428,4409,9520,8591,4594,2649,3379,2656,8426,3371,2082,7009,6493,6687,6800,4764,586,7355,7557,3192,3538,6565,253,4231,9617,7770,8038,6918,1059
9,5305,5709,214,5196,4465,3436,96,5151,8496,1934,2382,1097,7762,5696,7611,9576,9630,4096,2296,1173,1764,9005,4548,1229,9896,4416,5729,8783,8705,6505,6830,8096,6480,8324,168,1696,4991,5628,6881,1728,414,3497,2591,6483,2610,6896,4494,4896,2406,2934,3929,9096,4214,4573,6023,8818,7246,5948,7215,7207,9525,3134,4375,1005,2219,5821,8451,9489,4757,6501,8628,8995,9193,7998,5259,1329,3405,5445,7324,1505,1909,4443,7550,352,1496,2193,6105,5842,7366,2239,6397,7556,9310,1892,1305,7535,1096,5770,339,784
