,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,8673,7414,2899,6097,7006,7004,453,716,3523,7381,4293,4034,1075,8152,4373,4709,6012,8182,1506,1861,8959,770,5567,3973,5093,3251,1440,4077,2276,8234,6376,2246,4658,7329,7973,8455,3207,3273,5539,8870,1813,5074,1769,4102,8762,8235,4141,1638,1897,4159,2871,9316,1245,2954,3938,1983,8194,9414,9117,8335,4885,8436,5700,9619,9528,2811,8446,607,1825,1712,3666,9142,1956,8774,3780,1239,7367,5379,7523,2448,2665,3196,3952,7494,5229,385,1772,4718,2774,8409,5602,9606,6375,1235,2063,5427,9601,8536,1297,8985
1,5498,5917,1945,6752,4095,6256,7725,7012,1894,8945,1166,2657,5028,4054,8499,1527,3578,3746,1377,6766,5850,7753,5342,2856,3283,3696,1997,4296,2209,4514,4383,5611,9622,395,9254,2241,4223,2371,5456,6600,5922,1672,1079,1256,1284,4388,6856,842,7175,7699,8696,5627,8345,5260,1656,74,674,7320,8885,341,4625,7256,4332,5109,4992,8314,9007,6046,9373,8883,903,9514,9922,9345,5551,4559,252,8148,5745,2178,2392,2345,9754,7745,5037,7723,9641,2615,2745,382,3406,1747,7814,7024,6291,3319,6145,8020,3066,7345
2,7261,8350,6726,7675,2982,7765,3599,7238,9913,4321,4378,3879,1071,1550,7990,5659,6335,6532,8155,1172,572,9668,7045,5316,239,9575,5328,8047,9065,37,5958,9294,3563,546,1110,6590,2893,6398,2867,2171,2975,3515,5089,3105,41,7205,3765,5986,1317,6732,608,1677,8664,6289,1002,5382,2888,4995,2641,1670,8183,5416,1032,8418,2414,7672,6654,9869,3481,9314,5810,8899,1751,6475,2884,2685,8391,9856,6529,2917,4771,8579,3224,9100,8142,9827,3290,391,8460,5218,331,8394,3660,68,1244,3727,4761,3607,3601,6626
3,8035,466,4225,5775,8685,1694,8633,5750,5105,2166,4475,9805,8797,4758,1119,7717,1367,6151,5923,6281,3471,9851,5501,2858,1349,7396,101,9848,4271,3961,5634,5857,878,2730,3234,7779,9124,4390,4493,200,9058,9847,4626,4814,8228,3161,7586,4542,3169,9572,407,1046,7544,1405,587,4057,9049,2570,2279,5610,3537,1902,5040,7250,5470,3037,1579,6875,3426,5839,8192,5000,8115,7748,4015,1065,9069,5772,1522,8683,2496,3488,3865,1988,9415,5652,7309,2732,4142,3247,4123,3185,2447,5082,3384,9301,9398,9927,3517,3206
4,544,7310,6408,5190,612,6126,4406,1298,8405,6167,7359,7092,149,5593,5408,2792,7479,7554,4252,6588,4313,539,4607,5308,3847,2446,2129,8229,2242,4568,1800,9008,2592,2617,8187,7573,4423,6406,7389,133,3592,1321,5072,3716,5274,8890,6125,5926,5701,9733,9184,8438,8134,3715,589,3015,311,7065,5927,8007,8275,9765,1213,9674,5645,3127,669,7487,3705,2133,2501,9044,5138,3703,3193,2758,7129,7876,2621,2233,436,7072,3721,9013,4893,1685,6639,2008,3069,5990,4014,9860,5979,5181,5881,6895,6424,8690,2085,3803
5,6322,1520,2060,1205,9146,6070,1513,102,7244,697,3870,7517,5609,2450,5623,1343,9434,8838,6496,2513,7030,232,2671,198,1675,6518,1143,854,5117,8654,7014,3262,9354,6909,400,9067,3359,9446,9677,5992,8574,6546,4663,6333,2342,2878,7919,242,9224,4970,2092,3738,7363,91,5556,8081,7445,1557,2006,3030,5575,3075,1846,2132,3157,2321,8034,8772,8414,8732,6083,8225,3495,1200,8269,991,308,5436,7044,7338,3771,8949,6192,7930,5587,5875,4538,9234,8009,1634,5399,7954,5735,4756,8037,1188,7076,1509,7692,5744
6,6056,6379,6584,1788,6032,639,6962,5774,7231,7739,6439,7194,446,9213,1120,1196,9329,7536,8951,6889,3239,5286,7548,3346,5987,2578,9958,5325,967,9439,1195,7979,4933,7743,2015,3353,4529,8370,7496,2963,3704,3755,7629,6862,4120,7562,6168,7962,2069,3092,3939,5720,5467,1469,4132,6976,939,981,5466,3438,7785,6272,6477,8517,9839,342,6110,4760,4720,7967,1849,7702,220,3181,2958,2743,6843,1210,9026,1339,6449,7022,1294,7512,7383,8839,768,969,2901,3981,3139,6331,7633,5711,2550,2505,1039,2217,4112,8639
7,3225,883,9076,3982,2918,2130,8300,8003,6009,1155,421,9181,8784,5961,2168,2480,3036,8340,1691,9491,9624,5877,5933,3882,1178,3144,205,8189,5566,8328,7533,4668,3639,5624,4237,3329,8266,268,1590,868,8434,6445,6010,6247,5104,2165,8897,9374,3380,432,3733,7278,6868,6946,5392,189,4301,1567,9522,8733,4175,1333,1548,3243,5589,668,6786,1114,926,5468,2733,1965,8333,1533,3467,4512,6454,10000,7792,8933,6268,6892,8868,4924,2622,3136,6306,9253,7804,9897,7632,889,1668,933,6502,5360,2468,7592,9197,5068
8,7491,4671,3506,8344,5702,3947,719,2354,4508,3913,3856,3158,1252,8555,8656,3724,2280,6734,8430,5432,5528,1168,2903,1669,5233,2444,2950,1957,5061,8320,7810,853,2698,1354,8819,1615,8977,2434,3880,6593,9569,9813,3374,7263,3210,6491,6840,1330,7482,7840,170,3,9797,3143,4481,2512,472,9727,4250,706,6994,7036,8539,3844,9349,8388,4229,6961,1775,870,4156,7492,8139,4556,3133,8540,8239,9611,3446,6975,6845,6774,1630,9270,4385,3551,4830,4326,9874,6545,1238,2564,5005,7921,8510,4353,727,7139,891,3429
9,5205,9504,6403,4654,6393,1530,4063,6810,9343,8265,8023,4152,5897,5395,1107,163,5943,4343,8570,1049,9994,7752,798,6049,3694,7343,6822,452,8594,3621,152,4579,4879,5402,9031,655,3474,7152,8552,2247,425,8553,843,1755,8131,1430,6847,5148,970,7737,4198,9546,3649,3672,6528,8930,6724,4752,7422,8022,4455,7288,4913,977,5458,2387,4675,4477,219,4489,677,7112,6154,8926,4596,249,2449,5484,5919,7428,1152,3849,2291,6813,1968,5787,6533,2384,4128,473,2431,9552,9352,147,3776,9340,4881,9909,4462,9154
10,1052,1637,1452,4694,4610,3367,7652,5893,5459,4497,9460,876,2777,1148,881,3005,7710,6127,2534,2074,3652,5149,1281,9920,9134,9275,3229,3852,8323,6949,5852,349,6781,689,2620,2120,7736,8863,8210,4910,5642,31,9148,7149,233,6234,3010,9549,6804,7593,4428,4161,6354,9241,3252,1619,1149,7775,1372,1424,7937,9149,4359,6583,2528,7096,4435,1423,932,7944,1667,9978,7166,3039,8017,5965,4256,4644,2926,5749,4572,5172,4381,1456,8452,8195,7971,3991,4052,5630,652,6313,9724,8502,5571,5829,6947,9452,2852,2576
11,2262,8983,737,3956,3877,707,5615,7062,7839,4537,4079,6747,5242,1369,2351,7834,7732,7464,7053,8993,2974,6416,6400,2738,8337,1724,8531,9072,8256,1121,1419,9027,9646,8450,1047,2809,3188,818,1277,9521,5021,2435,9502,3237,6124,4337,3249,6943,1632,6058,7472,4279,8164,8243,3650,6137,8221,9656,7619,4689,3797,4151,762,8903,3970,4837,2373,4441,9735,2638,1103,450,2453,3846,6489,2220,1585,7597,8196,9877,5263,2557,2783,5531,2889,8064,8537,3464,4,2162,5036,1137,5064,3924,8608,482,5189,4317,8351,3387
12,5994,3963,1573,8971,8336,4852,8992,5228,9695,4882,28,1161,2302,2981,1879,366,3773,2499,1754,9628,1719,8074,9573,1532,9228,8138,4485,4678,838,4821,8837,6308,2154,9584,8974,2607,9944,3085,228,7880,7033,5516,1353,78,4770,1896,7607,4812,5035,533,9273,2725,4848,1899,6643,238,9758,9179,896,8554,7594,7228,3820,2988,2315,4434,8066,9773,1647,9428,7646,4065,7794,9763,6573,2846,4900,6204,4973,7828,186,2542,5805,4499,1569,6373,269,9828,6459,8202,773,7579,3873,9882,2525,8755,203,1851,3178,1624
13,3550,6706,872,9337,5373,7608,6670,4736,723,2104,2495,2666,4165,1524,9898,362,4060,5784,6063,6455,8458,8453,9054,4554,6691,7623,5271,6751,6527,789,9036,2111,1100,6249,5754,7873,9899,3056,4325,9720,7156,8008,7001,1709,3577,1266,2906,5795,923,3079,852,4877,3411,8317,5521,8669,1833,4549,2827,1882,4892,3805,8392,9478,2433,3145,5782,1331,1193,2438,4329,2655,4185,6594,9390,8346,7923,9523,5535,3868,267,6418,6655,8403,8606,4641,606,6603,5767,6330,2626,460,5972,3245,6109,6343,8877,2487,2875,2920
14,3045,4264,9539,6552,2454,8816,2041,3078,6776,8532,3032,610,4869,8583,6042,114,2124,4432,1746,938,6040,9788,6997,321,1085,1016,274,6695,7060,5479,1437,8177,6389,257,9153,9313,6730,769,320,8745,76,8568,734,9759,1952,3389,3024,9103,8072,1588,8981,6468,1673,1871,6410,6484,5503,6103,8212,5751,4645,9830,7774,4189,6899,5723,9358,4702,8925,4050,9623,2707,9542,3208,5027,295,3445,8805,9990,6044,4484,8085,5024,6504,1138,7798,5736,7486,871,5043,355,8486,5070,627,2646,2482,8475,726,5664,1216
15,1933,6598,6880,2259,5121,663,6675,8004,11,4705,7713,9566,7292,2332,4452,3114,348,3799,9995,9377,380,721,7778,9829,3096,916,8893,3971,4040,4068,4713,1131,8039,3450,7285,9342,6448,7601,5071,925,6998,4179,2523,6710,8343,8523,861,8237,4429,2398,3815,9629,7281,8940,1418,1562,6382,9590,7400,9262,5390,319,6616,2380,3430,8751,3883,3414,7011,5883,5914,6011,2583,2600,7497,4174,597,1793,1629,1167,7961,6369,3383,9812,1536,2964,288,7251,9867,4474,7518,7985,765,1611,6803,1518,1622,9325,5031,5911
16,2238,43,4555,1024,5488,8527,4036,5727,2794,8360,8521,9916,5849,5706,5558,3478,6578,3121,8186,9221,2022,6203,435,3749,4422,3117,6553,5207,1798,5464,6624,1959,4513,9300,7670,2395,7977,5266,4276,5171,735,4621,1492,7567,3404,4845,1832,302,2366,3624,5777,1312,9766,7224,577,837,526,4648,2089,4977,9429,860,3046,8676,7525,8697,2819,3575,6642,5597,6065,8564,7148,6030,6987,9383,8647,3370,6013,5582,5131,9167,5321,1577,6067,6238,2935,224,5967,1794,6816,9073,4785,256,6014,4946,2281,6727,9777,8731
17,5788,2333,5278,2616,7352,3451,581,3110,7334,6473,4246,468,7691,172,3301,9820,4811,2311,1241,6374,1328,6805,573,9092,5878,6560,1415,2866,9132,2581,4202,9894,5163,6170,4257,2560,602,4712,9634,9708,2568,9789,9774,7581,3822,3217,3365,9681,6419,7659,3594,1742,5981,4840,7820,7942,506,7477,684,5904,6321,5748,5011,6285,370,8601,7898,376,4692,6636,5080,5673,7821,2492,4979,1132,7202,8011,5014,2472,8104,1689,9029,6440,143,2367,3611,2788,2143,7862,3665,9440,8268,5017,9579,2151,8961,5826,880,2025
