,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,4594,3197,2520,8905,7929,626,3192,1190,1987,6565,1059,3538,6493,936,10,3379,7687,586,3521,4259,4988,8465,4901,8426,7009,5371,1681,6800,4660,8965,8591,6693,3371,8699,866,3348,4231,1259,5722,4551,7355,3690,6576,8289,9748,5152,2443,8621,1223,6284,8476,6687,3726,8810,4394,7557,363,7142,4409,8193,7364,1165,6918,7724,3914,6367,1446,1814,3340,9799,6712,2826,8038,5985,253,2556,2082,2649,4831,5853,4764,3363,9122,1971,2428,875,8491,2656,8727,9617,9520,5178,4804,4171,9351,712,807,7770,6968,7211
1,1265,6353,7174,6214,3443,7848,167,6431,4948,8588,6228,9284,8603,2812,9130,2702,1561,1393,8378,8082,8515,3048,8575,5686,8112,6299,4213,8176,6760,8966,5804,7195,9082,2660,2531,1687,188,2835,9638,405,9962,4560,2489,1517,3018,7747,3226,8848,3530,7442,5388,4360,2839,2388,9675,4961,7884,4234,17,7413,865,6405,1792,7505,9095,1974,1521,3043,7399,8759,2936,2727,79,9485,316,3203,1613,3760,3816,3073,3980,35,5394,1058,9787,7474,4169,8773,8714,4042,6055,4585,8382,1708,835,4425,4269,5825,2980,5717
2,2373,8243,2262,1419,1724,8608,9027,9646,5064,7834,5263,2738,9521,3464,3956,7619,737,7053,9502,1103,1369,482,3924,2220,1047,4,7597,5615,6137,3846,7472,4441,1585,2162,6400,7464,8903,1121,1632,5189,2889,2557,450,3188,3650,2638,8337,762,8221,4689,2783,8537,2809,9735,5036,1277,818,2351,6943,6747,8993,6416,4279,6489,707,8450,4317,5021,4337,9877,4837,8064,4151,8983,9072,3877,3237,8256,3249,7839,7062,6124,7732,6058,3387,8196,5531,4537,2974,2453,8351,2435,3970,1137,9656,8531,5242,8164,3797,4079
3,1329,6505,5196,8451,214,1097,6397,7207,7246,9310,784,7556,352,2382,8783,5445,8628,5842,5151,8705,414,7762,5709,1505,7550,4548,4214,2193,8096,96,5259,4896,1909,2296,6480,6023,1305,3436,6896,1005,7366,9489,2610,4375,4494,9630,1696,6501,5696,1173,1728,1496,3929,5628,9525,2239,4465,2591,9193,6483,2406,7215,339,2219,1229,4096,2934,4416,5948,9005,3134,4757,5770,9096,1892,8818,4443,3405,1934,7611,6105,4991,6881,168,8995,1764,4573,7324,8324,7535,7998,9896,5821,8496,5305,5729,3497,1096,6830,9576
4,3336,3840,6508,9417,4303,3021,4715,3706,3014,3920,9339,6564,4129,347,6265,7023,4582,7788,2509,749,7057,2678,551,7018,9604,5486,5646,8982,1535,3003,4945,2948,5401,5581,8076,4083,7866,5866,8846,1219,2521,5666,782,9996,6350,6931,115,7069,19,2536,1858,3935,5819,9666,711,4611,9448,7750,2635,5252,5419,3770,9182,3310,4413,9483,6402,6019,3483,764,5813,1890,1935,4167,986,6066,8161,999,4420,463,7636,7918,7616,6198,767,9480,7153,535,9694,2714,8938,6230,8467,1371,6165,7543,3582,4617,1799,9346
5,864,5971,4684,1470,8217,8303,211,2785,9912,3741,9801,6263,2226,6090,5995,6850,2924,4765,1368,3019,8309,9443,5159,8492,8785,1661,5660,229,4865,7098,1234,4955,2264,5288,3416,4701,5899,8290,5553,245,4650,7604,5033,569,4923,27,6995,7134,8813,9884,5550,4412,890,1804,2441,7663,2741,5442,1475,2379,5297,388,6874,4615,2144,1881,6391,169,8214,5007,3651,6530,1041,7498,5681,8823,7503,8299,3972,6700,6018,2976,6993,8213,1197,884,5140,5136,9705,2717,6476,8478,9311,1604,6866,9360,4958,5275,1276,9355
6,3641,2504,2977,7191,3925,4791,7988,136,4800,4817,9064,2148,698,8939,1912,1080,9859,8649,6387,5644,2152,7764,6742,8399,2604,6488,3456,4239,8578,5607,635,7135,9915,1028,2612,2361,7465,7417,4954,139,7081,437,3163,1025,6114,2462,7992,6835,9791,3352,6992,3561,9937,7688,2726,5078,154,3659,7661,3212,1838,2744,9121,2236,5569,5079,6982,9930,2288,6750,8408,8604,6855,8327,6462,3482,1448,83,3730,4106,9023,8390,4657,1189,6563,6314,7916,377,8121,8955,1888,513,2278,8737,1571,9052,1184,4486,3631,5403
7,1777,5307,7047,5912,5182,7489,6381,3712,1287,9112,6300,5384,1289,4438,8312,6120,2544,9889,1582,1658,2300,4339,9648,5573,3176,4226,6689,7925,9605,5489,2275,4751,3112,5032,25,1089,8753,9721,1077,29,1958,20,1112,9562,7920,6649,9667,1018,4312,2399,4798,3689,4177,3889,312,5753,6312,1889,8946,8998,4839,1843,5932,9481,5799,3493,8489,8619,8963,140,9938,4115,7889,2240,3655,4149,7335,5407,5807,112,1346,4334,9269,9089,1355,2312,6223,9712,893,796,9144,6486,2112,7312,781,623,8861,5112,8689,8420
8,8446,2954,8673,6376,3251,2063,2246,4658,6375,4709,2665,3973,8870,4718,6097,9117,2899,1506,1769,3666,8152,5427,1235,1239,7973,2774,5379,453,1983,8774,2871,607,7367,8409,5567,8182,9619,8234,1897,9601,5229,3196,9142,3207,3938,1712,5093,5700,8194,8335,3952,1772,8455,1825,5602,5539,3273,4373,1638,4034,1861,770,9316,3780,7004,7329,8536,1813,8235,2448,2811,385,8436,7414,4077,7006,4102,2276,4141,3523,716,8762,6012,4159,8985,7523,7494,7381,8959,1956,1297,5074,9528,9606,9414,1440,1075,1245,4885,4293
9,6748,9263,3316,7398,2938,8620,7583,5168,9474,2793,6963,1824,4216,6188,6443,6959,3435,60,5841,2032,7408,2712,9706,4032,3585,6385,978,2552,1636,8410,6872,8655,8171,5691,7551,9230,4069,4091,2978,5111,1268,690,5903,4935,6629,8534,6763,6901,1130,9529,5977,9684,6632,5461,5145,484,8069,5669,470,5245,2341,1425,1208,8332,8670,9901,2688,9344,1678,6914,1066,2419,6048,7373,632,7339,6401,5812,1251,3485,1607,8803,741,841,5066,6038,8284,2876,5616,3532,1412,5454,1714,9697,298,5115,8224,4400,840,2962
