,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,6517,3241,2517,8123,5962,8645,9063,2949,4884,8422,7520,9917,4851,8717,8734,2322,6219,8393,9206,7186,6684,6240,3242,5718,9386,117,9317,5493,469,1324,1391,9979,5524,4743,2548,7305,1731,2808,6084,3123,1704,448,3049,917,792,2828,7279,1916,3916,717,7213,2021,4392,6844,5847,284,3772,8548,987,5284,3462,5517,6362,3917,1729,8227,9506,3187,5009,3025,5792,5525,779,8525,2944,4389,410,5854,1531,3596,8117,3350,3930,1117,7858,8429,8782,6164,6359,8190,8592,8865,3966,5728,7084,7841,3692,4019,2484,825
1,7035,6524,1487,9042,5617,9470,649,5758,3296,1151,1919,1438,983,4037,4562,3191,6182,4938,8979,99,7410,392,9535,7892,2614,8661,8811,7172,5244,5808,9174,3261,2689,6744,1133,8679,2305,9113,7066,6608,2370,9201,3171,4224,5279,2227,8730,4033,4932,6003,2952,369,4584,968,6863,2075,1750,7983,7259,7434,9691,2803,6071,9247,671,7566,7467,910,2789,4047,3806,5350,2273,9757,3402,2,4832,1088,5670,5201,8170,8468,2374,5122,8853,4526,1791,8902,5674,23,6245,7599,9150,5698,4834,1559,6146,7240,2094,3864
2,7618,3603,3813,6838,7859,3850,4677,6368,5157,4643,8233,1575,657,3968,8876,6614,5370,9919,3510,7524,1063,752,9045,8585,2996,3934,8702,292,709,9423,1493,5633,5448,6434,5968,9468,5730,3855,8090,433,3736,6091,2833,9968,5910,2682,1664,8854,7283,7684,2546,6072,9633,8707,4604,3102,5618,3775,5743,5441,5465,4976,1966,548,5500,8776,3536,2119,3498,9004,5890,2000,7293,6503,404,1688,6635,5239,9903,3867,458,3168,3827,547,2633,2362,5368,6280,3701,5389,1366,3256,4788,3633,1859,8270,3866,6883,8168,8747
3,558,2737,6166,6525,2960,4734,9186,7397,6911,2289,4233,5705,1433,1473,9849,9032,7902,553,1762,1454,3507,4964,2429,4228,7574,3954,244,2971,7185,2634,584,8709,4268,3419,6147,6645,1179,6802,5341,7163,793,8941,8357,8814,8840,4586,6028,2503,2995,6460,9141,4396,7020,6719,2759,5797,6395,6627,518,4998,5469,3905,8573,5601,8957,4273,4528,1064,1467,6000,9252,6913,7612,7433,5954,5757,7827,527,1375,9607,5671,4274,6572,4690,6853,2947,3547,6568,1883,3398,5230,2719,6481,3784,4639,8511,3854,5906,2933,2003
4,5308,4893,4568,4406,5701,9184,544,5881,5979,2446,9733,2501,9044,7479,8229,4313,2617,6406,6408,1685,8134,3592,9013,6424,612,5593,5990,5645,6126,6895,3716,9860,2592,4252,7092,6125,3705,539,1321,2621,5190,8438,2792,8690,2233,9008,5274,2085,2129,5181,3847,8187,8007,8405,669,3069,5138,3127,1213,4014,5927,7554,4423,5926,9674,5408,2133,7389,3193,6588,2242,7310,7487,7359,2008,7065,7072,7573,6167,3015,3721,3715,8275,149,6639,1800,5072,7876,311,436,9765,7129,3703,8890,3803,2758,133,1298,4607,589
5,9933,7697,5269,8889,3232,8107,4272,72,7303,2994,6769,867,9924,7145,766,7722,1938,3946,1181,9608,8624,9499,7313,9099,8459,7643,1316,1347,1490,511,6025,1336,7957,1962,8618,2946,1400,7432,5294,8366,1033,3526,8454,2290,9866,9335,6512,4606,3581,5557,3787,2356,6457,3357,4889,681,9380,2442,4530,9299,8672,873,9935,7219,4439,720,7793,613,3447,2979,902,2575,5460,6887,1745,4745,1576,6510,2294,2724,6383,6435,1920,5885,3304,624,6674,5930,3944,5336,8381,9561,33,954,199,5657,4387,7475,9637,9014
6,6885,7763,5318,4836,1458,4433,5901,7458,5950,2102,4616,580,9375,8507,8041,5687,9365,6339,6420,2860,8743,6047,2421,6765,4163,1868,1389,6577,9238,1185,7857,9972,5106,7796,9296,5586,3821,844,4059,7038,7420,672,2645,6180,494,5334,9190,1618,1174,2823,8272,6738,5222,171,9740,2923,5928,2751,6919,1976,8143,7933,1217,949,1752,3902,3713,670,2939,8188,4361,8032,8028,1662,9831,2522,9307,9391,7370,8024,1136,7208,8062,1593,5773,390,3786,2593,4335,557,1272,4051,1802,4448,3975,7989,2270,3347,6824,8850
7,2223,5130,667,2776,9670,5679,7522,3349,6660,522,6442,411,2295,5174,2922,8950,122,2658,8698,8122,9679,9120,2608,4522,9322,7602,9139,5160,6279,2722,3796,6679,4299,2765,4053,3432,7865,5221,8362,6823,3268,4680,8646,279,7588,3412,3309,3848,3135,8722,2122,6181,2415,2079,7159,8355,4345,1357,7563,9609,129,2164,8970,9811,7258,2067,1122,8479,3433,7379,9997,3282,5536,1498,8474,7922,7147,2199,679,3322,6059,3254,2829,322,3841,4703,2058,6277,9544,4503,3910,9359,1922,9378,1176,2675,4914,3281,9479,2186
8,6317,2599,6470,8384,5420,2881,8584,6540,2087,6111,7027,9568,2890,9091,897,754,8742,715,5485,1459,304,3007,5006,8331,5127,3391,1209,2253,4661,5656,207,54,7049,4531,5993,9729,2857,7318,7483,771,8704,9304,8906,1392,8792,439,9981,8875,4074,9578,3888,3626,1282,3126,7813,1211,4697,9493,1240,4620,7644,8398,2191,9599,5969,8095,2088,8119,6631,8089,5653,5916,2778,904,2681,1837,8046,300,8304,659,8881,3945,9510,7034,6520,3205,2237,2173,4698,9891,601,430,1767,7031,7059,6008,645,8352,4362,3801
9,1314,6951,8016,3719,1887,4367,5694,7454,1098,2471,6923,4101,7802,8427,4290,1776,7768,3557,8437,7526,2854,4125,16,3757,1175,1325,7547,70,8396,8174,5385,4405,6877,3218,9547,9347,9747,5069,3828,7883,8242,2892,9947,4107,9235,1980,9833,9033,9025,1249,2796,7046,5547,7132,8912,2473,2547,2914,7709,7266,7966,8253,2699,3539,1855,9654,9854,3132,797,1207,8031,7924,4302,1617,1125,2673,7122,7755,178,4983,7444,9287,4870,5747,1364,1076,3131,3059,2347,1649,1378,4110,4347,8282,5141,3458,3231,477,3431,5347
