,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1396,718,2763,1205,2153,141,315,1819,2868,3061,1394,393,1794,3022,2431,2307,3234,1311,830,2011,587,1899,2143,1232,2960,1368,800,501,1812,2258,3402,3371,788,85,1408,2812,859,1294,3464,876,3315,2094,576,1783,3152,95,3114,1415,2074,223,604,2378,3144,3140,3441,1158,1458,2525,2994,262
1,1526,2398,3012,1018,579,1213,1916,3400,1133,2978,3189,855,2698,3053,2776,2167,2816,2954,255,867,1222,3157,2450,681,1982,3360,2440,222,3539,3269,69,2587,633,463,2052,1057,494,402,3050,900,955,2679,3177,1873,1948,1194,2308,489,826,436,3074,956,660,22,460,615,3517,2769,1711,3529
2,1675,2904,23,558,2683,1776,161,309,395,2445,2834,3396,3228,997,149,3023,3231,1602,2384,1548,1797,2484,2612,1411,389,2112,1850,1119,3519,2298,3205,2182,2636,1271,3425,765,480,3403,1392,553,2119,1905,1283,3467,994,1358,1818,1769,3537,2175,1169,1291,1422,2197,331,2531,1821,376,569,1674
3,1889,3285,1574,2404,1501,351,914,476,1915,2077,3304,3214,1442,3208,2574,3334,1992,73,2457,435,280,1699,52,72,760,1609,761,3486,512,2364,829,1740,3559,3376,2357,2865,1913,2795,2365,500,513,2900,585,184,2887,2027,3047,314,597,2914,3480,1541,952,1517,2540,3380,3387,154,2619,179
4,303,1460,2252,2138,2438,1798,445,1165,2244,409,1830,897,903,1693,2390,1775,3389,1480,2129,2621,2659,605,57,130,1694,3458,2341,1030,2019,2097,2817,2218,3141,2079,3499,3251,3159,612,727,1204,915,1884,763,453,780,3130,3132,2321,2629,1319,68,2512,304,2943,2396,2442,3149,1778,957,1599
5,811,789,176,239,2906,2140,2349,1858,1974,2826,1243,1491,629,1733,2643,2958,676,3568,942,1729,969,1809,717,836,3021,328,3502,3553,2922,2400,193,1479,3561,2050,1896,2234,2353,2268,1492,2790,2877,1836,2276,1643,1233,738,1022,839,48,2957,1581,1313,483,2229,796,2468,2151,1476,3025,2986
6,2045,519,1309,3549,3462,847,1107,1388,164,686,1419,33,1932,2072,2099,2927,664,1957,2740,2471,2867,119,882,2051,1362,242,3551,785,3412,535,1438,140,2735,2216,593,2275,2890,742,1404,196,3316,2299,1853,2717,2516,3218,286,1482,397,2796,2067,2578,1026,3299,3358,904,2423,1892,3161,2617
7,1248,1615,1868,3084,132,1019,1737,1172,2950,3484,1865,931,808,2228,2752,2775,484,3300,292,124,1566,3534,419,2078,2370,3434,1398,2849,739,3116,3031,2327,3571,2811,1784,667,2942,990,99,2517,1950,2675,1003,852,3428,2441,1498,2880,1300,1882,313,2158,827,1588,1603,13,2780,559,1162,1008
8,59,1677,2416,2653,3478,1697,363,2363,748,1955,3118,1007,1719,1090,1726,226,1434,693,2514,3599,2732,2963,3162,2941,91,1646,3523,2405,3378,699,3324,1059,325,506,2787,3120,2330,2088,283,2104,3465,831,1478,3282,74,2280,1587,529,65,710,100,770,2354,1734,790,2830,666,2969,2710,2805
9,972,2178,2026,2269,1918,2974,3243,358,3600,812,3125,2080,2142,3566,2601,470,2762,437,2631,549,719,2714,1833,2165,3445,471,3224,1474,206,1125,3313,3105,1095,490,388,2305,2968,1841,258,466,3000,1903,299,3035,2236,3142,916,2579,580,1835,3039,1511,2554,670,2966,1131,240,365,1400,311
10,1530,1420,1156,1968,1058,1589,2120,2884,1037,590,2801,650,2030,1961,3342,2465,3312,3136,776,2379,3002,1033,3338,1832,2915,2983,544,114,209,2107,2938,3328,185,1464,2692,2831,996,2985,2713,276,2084,2611,655,962,563,157,3325,1758,405,2401,94,768,3413,1990,928,17,2134,2461,3470,1145
11,329,845,1244,3131,199,400,1105,3250,747,2610,1980,2682,2035,3336,169,375,2538,560,3320,1276,581,485,3010,109,2162,3262,772,1562,1752,2319,2872,2662,3036,2828,244,2394,2002,2064,2164,2665,367,3394,1431,1989,1179,2841,2668,2866,1696,799,205,1993,1334,1472,1612,695,2103,3535,2253,2522
12,3491,2479,3219,834,342,2902,1198,10,824,3065,1012,1598,1874,1035,1336,2886,1500,339,858,2646,890,2247,2585,2663,63,688,2917,2746,198,1569,2205,111,3468,2651,1167,1397,1888,1200,2952,3165,288,1231,1527,46,28,2707,2015,2821,1347,2999,3268,3026,3284,2742,1820,439,2723,2397,2422,682
13,1851,591,362,41,1092,945,1227,3301,1688,3362,866,19,754,1083,1590,1712,30,3066,683,3220,2183,3145,1149,1619,2696,976,1348,1178,139,1550,680,3350,562,3409,2209,2918,54,457,1625,2017,2669,944,1662,3343,1150,2544,2990,3164,2198,3574,2993,122,3497,1272,2195,3011,3038,1180,2784,2953
14,2507,802,2807,1416,3383,3352,2462,1660,238,2883,2092,1261,3173,2650,284,2733,1214,2592,243,1970,3272,3245,978,2219,2065,2248,229,893,1735,2559,1049,1949,475,237,3261,753,1987,3112,3538,1148,3509,841,1801,1423,1998,366,2087,289,1706,1452,511,2371,1487,1847,1710,3192,3193,1252,61,260
15,2637,1930,1245,1876,3522,2565,2822,2133,542,1218,1506,2049,2903,1225,2136,2320,2737,2054,1843,2678,1330,1690,1856,2274,2006,263,1644,502,653,44,977,1576,172,1042,1878,1723,415,1967,2939,3080,722,386,3215,2196,2673,1175,3309,2910,1490,1945,2508,2032,1898,675,1592,1761,1351,1074,2788,2358
