,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,370,1926,2487,892,3087,1017,2706,2513,1220,3247,2739,1193,2781,832,308,2065,3555,2444,2431,3403,3518,2804,401,2620,1592,527,1979,414,507,1998,809,3164,3311,3320,1727,1335,2908,679,518,2301,189,3037,1814,600,1627,1686,784,2724,455,1382,2407,2594,24,2978,1707,1485,1835,220,2792,42
1,1158,2022,2873,2432,2163,450,2037,974,1522,1429,2094,3355,2472,2494,3410,244,1763,298,2235,751,1089,16,1436,3469,628,3427,2810,745,2539,3405,1532,1709,1018,2394,2351,3446,1721,612,2936,3317,1328,885,1765,211,269,905,1838,1537,2204,80,1455,2023,2566,806,1384,2336,1508,2592,3156,2406
2,2085,2252,1304,2006,917,3150,289,483,133,1396,790,2838,2088,2721,342,3589,3254,1062,2603,1879,1670,3314,1450,2900,2268,3172,303,2743,2346,1977,3521,1816,2625,374,2039,121,1065,1829,523,1052,759,1722,1697,2773,2357,1066,2527,3106,891,1041,2348,1347,2775,2042,3116,626,2054,598,143,2753
3,2463,2554,2784,17,2251,3352,3447,2555,2321,226,2468,2344,413,1317,3484,2619,208,2461,2191,1255,3409,1539,1647,2267,3578,1698,2563,266,109,690,356,3203,287,2538,537,1641,2139,960,165,1013,792,93,2733,3253,3468,2325,1291,545,1272,2050,172,2309,2824,646,2181,2443,862,1743,2398,3295
4,1237,415,2260,776,740,169,999,2430,3600,2714,3204,810,987,3029,81,2556,3517,3227,1693,1990,64,1053,2350,2995,3573,3002,350,1748,2249,3245,478,1802,2488,21,1028,1567,3306,3287,615,331,3008,1276,1140,1520,65,3033,1329,2119,2295,2770,2298,3104,203,994,1514,1357,568,2133,3044,2274
5,1769,1457,1619,1711,2255,132,3062,1480,866,1587,577,1629,706,439,222,2761,2496,1792,2676,1852,3523,988,2589,1672,1478,2606,2726,3582,1580,2863,3401,648,2391,945,192,3234,127,1299,1749,972,962,1428,733,1600,1758,2944,2003,3344,984,2912,2586,2985,2530,2818,1637,2223,7,841,622,3460
6,1244,2559,1245,3550,1301,2026,261,1891,2451,1190,3102,1813,3286,500,155,1,2352,513,1786,3197,3511,1313,3015,1321,2381,2871,1461,2387,748,1941,3515,1263,1776,1824,2469,2490,496,2816,1762,677,3538,671,1099,3381,2341,3071,1955,1559,924,485,535,1780,50,773,1386,2060,2950,1703,926,2383
7,2000,1333,3493,3277,1168,2248,1650,1912,916,1084,1594,2680,804,1451,2953,2289,2340,1217,3195,823,2799,2880,437,1908,2001,1975,219,3483,1713,2907,760,576,1844,1746,524,1144,2558,2234,1497,521,2817,2782,1026,1726,32,3265,1163,2229,2263,816,2208,2789,2548,449,1731,2707,956,1064,76,3230
8,2522,2175,3078,981,2195,2988,928,894,739,1442,2717,351,2807,1209,721,1354,737,1560,3273,3559,101,510,1660,1120,1293,1318,2306,3392,2150,1494,3539,2484,1015,1667,2562,2868,1134,2867,2390,1923,2793,827,1784,764,1948,1310,3324,2655,976,1735,394,558,2103,180,3351,2949,58,1633,2187,2478
9,1513,1223,1050,124,262,2624,3115,1886,901,2216,2652,2290,2155,1380,3067,1116,656,1288,1512,2279,223,2837,506,68,3577,1668,1210,2938,2270,2956,383,1322,2519,2349,1278,428,3548,3242,2419,151,982,2532,2044,3188,2917,3527,252,1452,1946,1493,2791,2078,3169,3504,803,493,1924,3418,43,273
