,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1644,2400,3188,507,1694,50,1783,2705,3403,648,1872,74,692,2572,2653,1800,1907,1312,3408,2167,3491,2485,3495,765,1041,815,2617,2212,1362,3566,3000,212,3250,1159,541,2575,1605,2414,1917,1434,289,741,1174,2439,2848,1957,109,2560,625,2681,957,906,2926,3167,21,551,2264,1488,3088,804
1,1571,1322,2500,3558,3334,320,724,60,361,78,1026,1285,516,1360,3023,2154,514,1635,15,1587,1517,2567,3318,1477,284,1640,1249,3537,3045,2139,1409,1035,3363,3327,3463,1313,1243,3485,1297,420,88,59,2465,2766,3337,1673,2081,3229,3038,779,2954,2832,3078,1566,630,547,3076,1366,2267,2128
2,3478,1268,297,1025,143,2383,704,230,2183,3035,2647,3427,2680,3552,1088,1275,1627,2866,3246,221,3128,3469,1864,1197,1393,178,2608,2758,392,572,2734,1825,1177,2526,382,2049,2871,712,3079,1253,2250,652,191,1112,720,1489,3400,3319,1740,1933,1125,855,43,3579,2123,3355,2245,498,654,3205
3,2645,1334,1681,433,832,1189,1288,2945,645,786,1326,1310,764,441,3326,611,325,278,2177,3289,2861,3533,1211,3233,1457,2152,2378,2362,2966,691,467,2168,1666,2252,1097,1865,3164,1353,1515,3311,914,1961,1660,3036,1631,1960,2028,2548,980,1113,2753,1884,3442,1855,121,2555,598,2552,1940,3172
4,2391,2978,1971,2558,1667,3511,2587,1967,1011,358,1568,1316,142,3441,2468,3368,3237,339,3170,1479,295,3016,485,862,3204,135,58,137,1123,2079,3218,830,622,1445,1842,1452,755,2223,3125,3529,1816,813,53,2881,2697,1320,1233,2620,2969,2017,3501,103,96,989,3022,2762,331,1563,1770,3512
5,1658,2104,2593,2744,1720,436,566,2655,3418,1926,1023,2549,2577,2105,3258,3270,642,330,489,1595,3377,3198,1323,307,355,2346,941,1441,351,188,789,831,1375,427,91,322,1834,3210,2782,1171,3174,3530,2642,984,2355,1307,1049,1013,3084,2683,2241,2834,1332,942,243,3581,2694,3434,3155,1436
6,410,3136,2263,2256,395,3444,100,684,1974,3203,393,2809,2397,1009,1520,2075,2747,1852,2394,1497,1264,649,2786,3588,662,67,2307,455,3455,404,3450,1451,3149,3003,2890,1463,2513,101,1229,3303,1656,2746,3446,1558,1763,1604,1724,520,2922,18,1502,1018,1808,2423,2723,829,1358,2259,493,913
7,972,470,3043,1998,435,811,3474,3148,665,932,2564,666,773,257,1767,2888,1081,2322,3069,3554,1117,2878,1871,2279,2490,2794,1216,189,3323,535,864,215,296,2367,1104,3248,3388,1954,2977,2348,265,3265,823,743,1761,1674,1099,2502,3161,784,2772,1641,742,2161,1279,3163,2891,1886,2310,766
8,3510,791,3430,2384,1698,2233,1858,2418,1507,1782,2900,3448,1141,1209,2153,286,917,1569,1695,2133,1945,1784,1331,110,1662,2691,2760,1621,1286,2576,2059,2009,2034,1381,2482,434,1148,2031,1653,1528,1214,515,1411,264,3315,1934,2537,2788,3196,879,1911,1577,3424,1450,2275,61,626,2206,2778,82
9,1592,3538,708,2862,463,3522,629,279,2459,1357,2845,690,69,54,1007,3358,419,2950,2949,2169,1352,461,2846,1052,1218,492,2873,3340,3004,3514,2175,723,2377,2149,2484,935,2305,3235,2709,2185,305,1632,3212,2198,1894,2244,835,262,33,2818,147,3483,2025,1732,2721,643,288,2155,985,3070
10,2814,1880,1140,394,363,1377,2976,671,2342,3275,2639,3134,754,321,384,1040,309,2520,1985,428,1265,1682,2536,3505,2433,452,1423,3281,2276,1818,3192,2924,3193,2501,1565,590,2509,2013,503,2114,3507,2181,497,368,3138,563,585,2750,271,943,176,2476,448,3012,2436,3570,3433,1896,1918,1341
11,2531,3228,2207,653,130,3380,158,1077,1966,3437,2619,1758,2938,55,2662,354,31,353,3055,2901,1780,500,2203,1408,3502,1853,2813,2053,1042,3549,3435,1487,2968,81,1594,2498,904,3175,359,1771,98,1553,111,2864,2960,3338,3456,2220,752,1772,152,2774,290,2717,2150,51,1716,1272,1262,2054
