,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,3468,3133,3415,2701,496,1879,2688,555,198,811,1984,540,343,1494,775,3402,3259,3018,1004,1752,2130,333,2760,757,1182,3165,2592,2907,1330,3543,662,294,788,2745,1795,3389,28,409,687,211,3182,1868,1583,1642,1609,1086,1321,383,1988,2108,2967,1547,1260,3360,2731,1175,2143,1937,3394,2124
1,501,2260,1406,3384,2759,2535,2376,1289,2832,3055,3453,754,1825,791,26,4,1294,1219,1787,1270,122,1596,3167,2309,2770,1276,926,213,3269,49,2185,1248,550,1864,3359,1939,2283,2743,1929,482,3181,850,2216,2198,2113,2787,1430,2997,670,2530,264,2826,1468,3554,2714,3192,1228,986,1314,413
2,2271,1589,2139,2906,627,1208,576,636,1495,958,1400,3510,1447,484,3319,696,3223,678,2236,717,2043,2224,1554,2767,835,1125,1726,2012,2009,184,2867,1664,3514,451,3053,1640,3084,782,53,3539,830,807,3598,3419,188,1396,1132,3203,2628,2560,1465,2452,1769,1033,518,2764,3416,964,3014,1633
3,763,2327,1375,528,799,2590,2919,2279,724,2742,3363,790,1367,1381,1655,2988,2975,3083,1413,2581,559,2093,470,778,1398,2691,1595,703,2878,1203,3150,1831,255,1625,2636,2402,132,3235,68,308,988,1536,2644,1261,3323,1994,1329,819,2911,381,1735,1179,3118,2915,1861,2934,2637,2459,367,2987
4,666,315,323,358,2801,2775,3560,680,2030,2169,2781,2601,1698,1598,1957,547,2798,824,3390,136,1624,3430,1678,1385,2016,1845,116,906,1271,1718,3515,2783,1073,125,1137,3000,2836,1577,3120,1822,2990,378,1371,2087,3314,1798,2358,530,2464,190,2173,1770,1164,146,3559,3126,2983,1941,920,1784
5,3044,1383,2102,571,170,1235,2298,97,798,3339,2576,2786,2076,3098,1843,1238,1632,1882,361,656,891,1204,1304,619,846,1898,1493,2258,429,1933,2605,2457,1502,1021,2399,11,3523,2863,2449,3299,932,1765,1540,3306,2343,3565,2144,527,2152,1764,3009,2204,2312,997,2159,2916,2181,1015,280,2730
6,2931,275,1078,1891,2390,2851,2522,3048,3488,1372,956,1437,2455,1023,1207,1111,3345,2623,2230,3102,1161,1826,797,2023,761,3594,2212,766,364,121,2135,2893,3191,3243,923,2966,3540,1553,623,954,600,2335,1301,18,1010,221,1663,1538,2419,2027,3054,2978,1144,2559,578,1549,747,156,3119,2033
7,3025,3019,2561,290,1434,2932,417,91,2738,1328,2675,3239,2418,1709,3144,3233,1761,1890,553,3082,1869,2676,2732,1586,377,526,327,2134,321,1987,3291,2147,1149,2620,1055,1645,1948,387,1352,483,193,339,389,2408,2538,2400,1440,406,2217,1165,3039,1239,3455,2392,2866,615,1614,1940,2050,3174
8,254,1532,516,3368,1560,2663,2660,1672,1809,430,2203,570,1745,2186,866,3485,2192,2007,1028,1886,862,2127,342,436,1951,1616,2615,452,2574,2438,3145,3178,3079,1876,439,1258,1537,944,1671,2526,2843,1395,1855,1992,2649,3372,2517,1089,2042,1679,2307,1572,1902,276,2161,1209,2549,109,2375,2439
9,1599,641,719,2068,3020,3132,272,2145,3544,2163,424,3547,2254,3241,3085,3224,166,1683,3401,3478,2333,2534,474,3521,2856,2405,371,3437,2624,839,1762,2871,801,286,297,3495,130,1008,2428,1782,1412,2970,225,1345,607,1240,3591,1740,1002,2210,205,2372,852,1562,1386,108,1654,3228,163,98
