,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1326,1659,3360,1671,1072,2324,2587,2379,2488,1365,645,3545,2452,159,2564,1947,2602,1433,793,2473,2161,2424,2436,493,3276,2196,174,717,270,224,1694,1051,2202,1802,1344,2736,1556,2323,344,3210,276,2663,521,3444,2873,150,334,3121,3323,2322,1036,864,2838,214,2024,3394,3597,2266,267,1026
1,3243,3502,2963,1622,2863,3164,2226,1496,1195,2499,1570,1427,1975,1369,275,1033,983,1499,1724,3402,2851,2916,2768,2140,678,582,186,1291,3500,555,1348,2741,874,297,2315,1328,1818,3414,3428,3486,659,558,500,1416,438,2383,2973,851,2347,1759,1124,395,60,1968,1038,2180,953,2086,3452,2344
2,3229,3095,426,51,1787,2830,915,2524,823,3089,1234,1015,1595,2867,482,1932,1425,636,1740,2890,1063,249,405,195,1879,2743,3132,3072,118,407,1990,2841,3522,925,2432,642,1290,1374,2631,1235,2420,543,74,1043,1661,1002,3318,1945,3550,825,1849,3141,3173,1739,3320,2886,2975,2010,976,2850
3,2312,1811,3519,2962,3244,1529,612,757,2512,3214,503,87,2661,2842,59,2803,2047,78,789,1652,3302,110,2399,2775,2701,2609,259,563,1621,1624,666,1133,2206,3488,42,3126,1798,3153,3529,533,260,705,1821,2664,2437,188,2189,3196,1187,2117,1158,443,1042,3586,1732,1177,2003,2739,3231,525
4,745,3417,1016,2495,781,1985,3565,3547,1424,201,2334,1501,2036,3330,2811,1101,1237,2309,3116,454,1278,3087,109,367,1439,774,1617,3222,882,1435,1597,2200,951,2020,361,2212,67,3387,535,544,1757,1090,2612,2108,3055,2845,1375,1449,3226,560,1024,2274,3203,296,3404,1500,3252,382,2050,3079
5,1049,384,1059,1340,2559,1712,3104,424,1014,226,3042,1670,1698,3267,381,3326,3425,2551,1614,1721,573,2731,2247,1281,1149,2259,2833,3491,1327,1639,363,2805,1032,3569,1047,1162,1922,709,891,826,234,3454,3098,1806,2134,1697,3236,1786,1859,2223,3118,1238,875,1749,1924,365,2812,1793,2480,727
6,2025,2446,2623,1918,3559,2536,1479,973,1151,2517,1691,485,658,579,1708,1147,2810,2177,400,160,2,1631,1780,1209,1534,2287,1800,996,744,1678,1618,1257,3138,1270,1183,2434,2412,1160,2949,2507,3167,2509,2657,923,611,1288,2754,1736,3160,1188,1034,3539,2619,2939,731,2917,1964,1006,1145,3512
7,815,734,2971,1480,3268,2028,3106,471,2392,863,21,2785,290,3068,945,3352,2935,2089,105,1039,878,2083,1083,850,2802,2227,3078,2122,3503,1942,2599,2458,287,3357,468,2464,1142,2513,1333,2185,2272,291,1883,187,968,537,3371,2915,1035,2496,1517,1193,1112,3084,1230,3012,2751,1566,2341,138
8,2384,788,587,609,3496,1731,2456,2677,278,92,1768,852,1440,2088,1220,342,1669,981,1454,3008,1502,3186,2929,529,3438,3135,1664,929,374,794,2588,696,1660,761,2265,592,2074,3112,2906,2276,3551,1174,784,651,3061,3490,3082,799,1366,1553,1214,3450,3423,2232,3059,898,2881,1227,2376,429
9,360,2611,2389,289,1845,754,2590,3520,1170,3513,2992,285,2794,1023,2031,2553,2598,2712,3369,2990,243,583,3380,2445,3521,1280,58,415,435,1320,3537,941,47,303,2197,2670,378,830,848,1110,2798,1482,2809,3596,2639,2649,1451,1919,1877,714,3322,2255,1192,1218,398,3183,3023,372,366,1838
