,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,2690,1117,2557,313,2027,2502,189,1845,3534,1141,497,1941,125,2728,82,1742,3327,2543,980,151,603,1686,1681,3241,57,3239,1535,2160,2803,677,2967,994,2242,1541,2536,876,621,2125,187,605,2520,2686,1602,2853,2406,1519,1624,849,2950,583,32,1795,2413,1887,3443,3396,1636,2750,3332,3347
1,2021,1238,1842,3166,2143,823,743,3522,3393,1438,3434,2867,2297,577,907,2745,435,3567,2644,1206,3302,1365,713,1999,1143,2298,2688,3274,3531,36,517,83,2387,3137,614,2286,3288,1512,3461,1406,2810,139,1367,2251,667,297,105,2741,1131,806,1741,336,2040,2210,3011,2194,477,961,831,1867
2,507,2086,3464,2621,2751,839,3554,1722,1860,1756,1401,2676,2469,1342,3020,2053,582,2383,317,2894,628,2155,55,391,706,2096,1621,2304,1755,1595,1695,2828,1061,2619,29,3547,930,1404,2161,358,679,3170,2274,824,772,2965,2410,2538,2832,3324,562,2996,1863,3436,868,98,1155,2804,1337,888
3,893,3582,584,2094,186,1746,1425,279,2424,2908,175,885,3034,983,3351,3238,1975,2748,1876,555,1898,1377,947,1570,2269,2716,1004,3255,1408,1576,1642,2344,1802,1807,2430,680,3163,1662,1663,1733,2124,2225,1015,1854,3069,2408,899,1184,3053,807,2978,536,130,355,1156,3454,2497,1084,2000,3315
4,3468,544,2181,394,3353,619,2921,1435,2890,1698,2001,103,3525,377,255,1709,2675,1520,933,2873,3045,890,300,1776,1357,3520,3062,705,2082,3100,462,261,1424,3213,3112,1654,1273,2552,488,1995,2305,1901,1753,1933,3329,2531,3300,1790,1150,2215,1784,639,891,622,1765,2682,1671,2054,1815,155
5,1194,971,2301,1390,565,1696,1620,1070,432,2020,75,3378,445,3044,2046,2003,2501,3182,3493,2281,232,2730,3060,2678,854,1716,6,323,3094,2321,3303,364,1608,369,1373,691,2575,2168,2058,3423,1260,2192,2057,153,848,3191,1503,2693,1445,221,1600,1353,3457,665,3316,3344,2151,3439,1739,750
6,2592,2645,543,1481,2584,3508,3294,3584,2211,801,2129,2834,384,3259,2617,530,1592,3051,922,2766,604,2597,1470,124,1838,1226,1363,3569,327,3333,205,469,1583,2050,857,636,2183,387,1949,869,3037,3248,351,3114,1533,1185,3579,2435,630,2958,1701,2079,1645,2616,470,2034,2539,349,328,1233
7,2011,1037,3080,2308,1213,2123,2056,505,311,2250,2939,1175,1049,2266,2865,335,3106,1268,2767,3376,3004,3304,2303,2822,3202,547,1786,117,1126,1146,1615,1835,1166,766,690,2122,1724,502,525,2791,912,2316,939,953,1606,489,2696,2734,3566,753,2754,1477,1252,2415,2757,2240,1382,72,3036,2548
8,3301,1062,2679,2606,1412,2800,404,2887,2235,3290,2668,3352,2207,1472,2243,1302,209,2974,1540,1360,799,460,3126,1437,2006,808,937,1461,1565,1550,2261,2604,3387,548,1892,2422,509,1278,2595,802,985,226,2201,2119,2259,116,1943,2909,921,2535,1729,278,2221,1836,1149,1703,3596,2029,1195,1630
9,671,1159,1643,3046,53,769,926,1205,1749,2770,528,2968,2983,48,2234,7,931,2203,2349,2024,2330,1210,2998,618,631,2367,2062,2951,757,2202,1800,2824,154,2871,3214,846,447,2209,2184,2362,1318,2889,1463,533,2863,90,1118,1110,2826,2796,2721,920,3544,3218,3169,3287,2579,340,385,3558
10,3400,1441,2206,1423,2441,1294,1791,695,3451,1956,1109,1058,3410,2510,2735,3570,2357,1179,2521,3543,950,3289,1400,3035,2554,796,1300,786,344,461,2733,720,880,2957,2466,1511,745,1500,2512,607,2564,1781,1355,1644,1787,3,3556,339,2625,1705,418,3580,52,1676,2157,1081,1035,1244,1507,2285
11,270,465,2910,2906,714,1978,3127,3014,1767,197,1450,1227,1702,512,995,3366,3453,1163,163,3144,147,3098,1920,2412,2585,2471,1502,1523,1682,2341,152,2615,2392,3469,2970,1639,446,1409,942,2162,2405,397,2489,3216,1986,560,2449,1093,200,3510,3013,1659,625,1942,3010,1984,1024,2088,1345,635
12,217,3306,1139,2394,3459,318,2558,1908,1285,649,2830,2204,3367,3458,2448,670,3058,513,3470,725,2154,1245,1985,3025,1010,2948,834,1504,2496,3237,170,578,2401,2463,2324,1258,1820,290,3021,1086,354,2148,2216,886,277,2178,795,3392,12,2660,301,2043,2220,248,2838,1811,159,1571,3585,2511
13,2841,1945,1459,591,2099,678,25,86,100,254,3310,2229,1410,1369,3530,3233,2541,94,1416,3473,2467,1805,2923,1036,866,2698,1622,2426,207,140,1316,1097,2009,3027,1782,1384,3001,181,2045,1138,2494,3338,392,3349,2715,2913,1660,1813,3560,1277,459,3295,487,2525,976,2742,503,2895,3240,1544
14,2827,292,3331,1719,2254,1066,2694,3125,2801,478,1881,595,114,3568,2542,2654,1584,1284,1079,958,2707,663,3559,2835,738,1387,2332,438,2131,1697,1691,1388,2808,2987,2580,3079,1555,363,566,1214,2928,910,2091,1366,145,1852,3040,740,283,2874,2964,1911,2945,719,1426,202,1814,1488,1223,3545
15,2368,959,2238,3357,109,366,2284,3408,2713,2,1019,3586,236,945,658,2938,1474,1789,1970,2432,1047,819,2188,1929,1587,119,2456,442,1514,235,2600,1231,674,1735,372,1720,3359,1927,2479,1579,2241,2037,2447,3245,2774,2310,767,1936,2560,2755,1082,2232,2717,3549,3377,389,1539,2904,308,1998
16,3552,2875,2103,224,265,3535,466,3422,2075,2687,3555,431,3342,3308,1457,1247,1169,832,406,3048,3023,1129,333,2400,2509,2933,2712,316,42,193,1536,1190,1634,1078,2465,1088,3095,1778,1103,3404,1586,2635,2519,411,1325,851,1403,3047,1580,1914,2711,833,576,632,3101,1589,2118,1632,1822,1785
17,2038,3292,2813,2480,624,860,800,964,3499,2354,1176,1299,3519,1330,2326,1568,751,1414,2643,3009,1265,3562,527,1726,557,1964,371,1495,2516,2139,657,1362,2015,643,70,2369,2068,3084,1484,2142,1130,2437,1912,296,2346,194,3474,2802,282,3401,2039,1967,1670,803,1891,1939,3168,378,2658,2468
18,3277,500,623,1181,2623,1196,951,768,1757,2940,1844,2026,2191,80,580,2012,2962,495,2903,171,3153,1267,2622,872,3345,2662,1173,1153,852,220,2293,3017,1677,3000,386,3506,1060,2419,3337,1758,2756,1030,2230,3430,3254,1458,734,2753,526,1973,681,956,1324,410,1980,2855,1257,2295,2163,3113
