,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,2137,1626,1391,2314,2679,718,2552,3017,1292,2441,3129,686,735,2739,1869,3414,3099,2078,2995,3345,2031,1017,1977,255,1433,3481,935,106,196,1049,1905,1526,120,1201,1805,2840,2409,3300,28,1737,3284,1513,1853,1133,2955,885,1338,3399,368,737,198,2911,2361,1089,2096,3120,900,872,2663,748
1,2788,353,1589,3511,2693,1417,981,1083,1924,2799,1659,2425,33,1031,1535,2593,2330,1112,867,1484,3118,154,3170,793,1407,1178,2363,2192,70,2933,3113,1573,104,724,2597,62,3238,3599,2547,1411,1386,2158,2289,1570,2215,1910,924,976,3295,1345,3255,1195,1160,2854,1788,3343,1343,3362,1037,72
2,989,3060,1014,1817,2263,2606,3028,1285,501,974,1740,966,2786,1795,470,1282,2901,3564,1336,3428,3173,1413,3164,2718,407,610,2068,2531,680,424,2408,2274,1669,2689,764,2292,20,2030,3054,244,266,1821,2019,833,609,3376,300,1169,2841,2032,2747,1442,1103,1470,1246,2715,2581,607,3418,2998
3,971,2559,330,115,2458,128,3251,2863,2483,2804,296,2116,3469,1961,3100,2761,3013,560,1358,1245,1449,1045,878,1101,76,601,2816,1130,309,358,1862,3572,2870,478,3479,2431,27,333,554,3162,89,3470,3076,299,3442,1916,3483,2203,3014,2057,1444,2201,1696,3501,508,3386,2,2743,654,2474
4,2029,943,3122,1047,2759,250,103,1023,1469,3443,2260,873,1722,3452,3105,1907,541,2156,2205,3338,2088,3195,246,2835,1794,2549,80,1310,3316,1517,1639,2204,604,795,3098,1623,2161,1529,1625,986,890,595,1879,1498,861,2334,127,1745,185,3233,2975,1002,467,2751,2961,2576,2281,2880,2960,889
5,3186,866,1928,1968,1935,3155,52,2202,469,2095,1555,2435,3574,3260,576,1872,308,389,425,2733,722,124,477,3188,492,1032,952,1638,2365,1248,1852,687,2360,3582,1861,3317,2522,2654,3311,1202,1706,3245,2092,511,1088,2448,1941,2009,776,1838,1016,997,3315,1650,621,1936,3525,2810,1319,2618
6,555,3557,236,683,133,1175,1895,2771,3436,896,3289,2993,3243,1818,3174,67,2572,2997,1457,2735,870,3126,929,679,2690,2728,1241,901,3486,475,3429,988,578,831,177,3523,2398,42,252,1185,1602,321,1238,1579,1362,483,3534,1912,2855,1139,3021,2421,2123,3373,628,2119,1396,2556,3230,928
7,3194,774,3361,54,2655,2636,3221,2683,2341,1001,1793,1158,727,899,3598,2957,1982,849,2384,2898,2345,2047,256,1516,2932,2645,3597,1994,1247,1003,1959,583,2928,2510,167,233,2970,930,671,3018,787,2378,2232,2104,1465,1448,1808,772,1714,334,1564,1792,547,2574,2343,888,738,2383,73,3370
8,418,2437,2637,2496,1124,1300,622,690,543,3158,1890,1571,3296,1165,2079,1582,527,2926,2850,1764,2446,1322,221,846,2609,1379,2082,1765,829,1965,3356,447,631,1725,3403,810,3334,2430,323,1720,2814,1501,3555,3512,3453,1432,1380,697,1332,3346,880,618,229,3001,1306,1090,2947,3059,2703,457
9,14,3360,569,851,12,1857,1323,2862,139,3049,1155,713,2650,1212,1723,39,2291,2338,2994,1135,216,1244,3545,2172,875,2180,841,877,2699,307,2777,1125,3,3301,3226,821,2414,753,1824,2516,439,1120,3471,2456,2807,2507,2833,3294,2588,1423,2709,2704,3409,649,2596,476,3010,979,2567,1991
10,2155,1187,3053,3449,1111,2602,91,3135,2323,1048,1152,3263,93,1542,970,2138,3513,1330,1652,1798,572,1834,1198,440,495,2966,411,723,273,852,374,3540,2469,3533,1281,3498,517,2742,1848,1065,2626,2041,2157,536,1655,2282,1881,2386,3322,883,1840,1157,3179,2558,2117,2752,546,1893,519,3464
11,640,2906,957,369,3091,2249,1909,1534,31,3040,3490,1996,1883,394,650,2401,585,1530,694,3007,876,982,2367,2171,1239,1055,832,3231,135,2686,2627,220,2764,3551,1253,3542,2784,2279,3382,3474,1519,2883,2077,2450,365,174,3209,682,1921,1920,1550,1102,946,762,61,3197,3461,1911,2010,1024
12,897,590,1159,3587,2532,3270,2127,1091,1033,1575,2904,159,3137,1119,1295,1058,2213,2194,1420,2320,777,1969,3378,405,3516,1537,3071,3280,1503,1082,1915,1908,2660,192,1265,1995,3412,2181,92,1841,2043,2219,1219,2680,2820,1071,2717,1140,2159,209,2324,1572,1509,1598,1823,2359,87,2165,238,2419
13,3293,978,2948,3509,2247,1270,853,3290,1243,2351,573,3459,2834,1750,155,1531,1280,3480,820,3336,3145,1463,1761,1398,2884,153,1989,148,3559,203,1309,2776,768,345,1372,2992,2696,150,1839,504,2016,961,2623,2818,940,310,98,3190,1320,2629,911,3495,2625,208,1621,1493,1951,2662,3292,213
14,606,3390,1093,2072,471,490,2866,1649,2319,1863,2042,3546,1208,2867,1186,113,2842,3074,1462,731,3309,1541,262,2208,840,2191,375,941,1812,454,2878,1113,2428,1668,2008,163,951,1780,3482,385,741,1311,906,1095,3499,859,2741,2135,3203,3393,2931,2702,815,1917,2936,605,1690,2779,3466,1627
15,1511,1377,1804,947,703,1826,3286,2244,2321,648,704,459,3478,1134,2540,2980,3163,2266,3026,2278,1454,1196,373,2977,868,3196,1184,48,1252,2268,170,825,802,807,2770,1128,1680,3072,360,1262,2806,276,3257,564,2258,3027,937,3314,3166,1563,2797,1628,1559,2134,2983,507,2695,3150,1717,1305
16,253,3037,3264,2026,634,659,2228,348,642,2706,3051,2090,3224,1352,1200,584,1394,283,2217,3093,1162,1901,925,1421,1166,667,2793,1803,948,1661,2035,3446,1450,1227,3070,3487,2635,264,1211,1673,1316,2545,3485,2590,2299,45,2290,3101,2212,114,231,3240,2937,2922,1596,2621,1549,597,2896,214
17,2622,801,2020,949,2791,1315,3406,2223,1035,2397,1066,548,1099,1363,464,3421,552,1275,272,2261,2665,3006,1084,3281,1269,2315,277,1647,2476,3377,845,503,732,995,2537,480,1974,2868,3384,765,1997,1822,675,3489,646,3588,570,3109,2533,864,2684,3228,434,317,2392,1214,2349,2372,2923,2464
18,2058,271,2821,580,2141,3095,531,747,2160,1518,2760,809,2608,2968,234,3411,2276,1713,3107,2310,393,2105,2912,2722,2687,1144,3420,1586,2827,2838,1242,520,1308,2006,1697,2065,2481,2837,431,118,484,402,306,2979,1902,1744,1728,1524,2091,2150,763,3261,2495,2439,2071,1645,696,1646,1029,1218
19,882,3594,178,3285,1180,2805,836,2858,2935,2438,2145,2122,1748,540,2871,500,556,1286,3106,2847,66,3108,3032,1390,212,630,1641,350,2415,1018,199,3111,3397,10,2298,270,702,808,2084,1597,2839,2316,542,1426,3500,3318,356,1141,1644,473,1267,1874,3561,3531,3330,157,1604,1203,3503,3395
20,3079,2675,1998,2381,892,3303,927,355,2598,919,638,751,51,3327,2737,725,2518,959,992,3159,811,2514,2785,2285,1735,1768,2716,2045,1176,3132,623,717,662,2541,3381,2254,2037,1475,624,3398,166,1480,1614,2220,1536,3149,1683,1699,2775,1816,378,789,1378,2903,615,3205,862,1784,1173,3142
21,3580,1356,3560,1588,1056,1197,1351,934,3544,134,2294,2738,2348,1042,3535,3475,977,850,708,1618,3235,1558,1719,1694,1565,1855,3477,1359,1688,2666,2487,1583,619,2459,1495,1339,953,2561,1259,2335,1147,1587,1758,1163,1980,398,1538,1584,674,2364,2486,893,1070,3558,1560,559,1672,2093,2535,1620
22,3522,614,206,562,3410,2017,58,1736,3086,1225,2808,666,2986,143,2879,3250,2938,2815,1922,481,2624,509,1653,698,295,2674,2238,325,2886,2544,1738,1301,2800,523,1317,1918,340,824,3319,3067,386,2400,2555,21,1734,3570,2657,1551,2634,1889,2794,3547,539,2140,3011,281,794,47,2098,2465
23,237,571,245,288,2517,1637,3075,1375,1971,2405,2454,2705,3229,3593,533,2570,939,2146,1365,2607,2056,259,2987,1387,3351,3081,771,1361,74,2004,907,2144,3110,3241,381,1757,2484,2845,1939,781,2899,742,3592,2007,2479,3600,2062,2018,417,1882,164,1580,1756,388,2543,1381,1663,335,3030,110
24,3025,1154,557,544,449,632,2154,1545,2812,1981,1019,944,1261,2178,1263,1815,905,399,275,1837,1611,1832,3069,2388,2723,538,3172,2416,2562,3114,3232,1687,1279,3267,1585,1957,2601,2342,1759,1096,2224,3248,2825,2012,260,1429,1885,3217,975,2905,223,2003,1716,2036,149,2631,3073,302,672,3266
25,1632,146,691,2389,1594,754,1654,1026,232,2462,2336,891,3341,3548,3529,1742,518,145,1477,2175,1127,1903,2121,3116,3472,2826,1497,461,1064,2700,1341,985,629,3510,1466,1656,205,1878,2005,1705,1318,2583,1992,770,1789,3455,3035,1963,1050,1409,3047,1207,797,2750,2151,1258,2347,2529,1865,2766
