,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,31,469,1311,69,243,347,1116,1517,765,440,906,1321,474,599,596,456,500,563,348,1269,1046,1119,963,954,666,1340,257,1176,397,936,1072,1541,944,1081,1507,740,728,1581,61,571
1,1282,911,1138,399,54,769,978,779,1357,1062,197,670,1263,628,555,787,4,817,413,166,997,1433,544,139,1367,783,341,383,107,1420,649,1506,1432,1596,1455,178,418,569,1287,1187
2,1097,493,1398,9,1221,24,1373,1403,716,720,1497,104,998,719,537,1083,881,942,975,1349,1457,57,672,1304,269,219,1107,1260,1106,608,786,217,377,307,742,523,565,754,697,1454
3,564,591,778,937,510,1402,933,267,941,1283,809,1014,487,338,610,1250,415,992,351,334,1192,1520,1170,1240,634,428,530,627,391,1298,130,689,340,204,1309,1419,1382,1151,898,662
4,1545,729,297,33,1483,923,715,1544,587,1103,88,258,1224,1158,441,198,363,598,1120,578,1253,1003,1438,1558,701,43,1499,422,968,605,1243,889,893,872,1537,1257,56,180,443,175
5,1205,853,985,1391,1036,1542,559,1318,603,793,648,1220,45,843,557,1089,1125,1204,1143,38,646,1490,696,384,1556,496,138,268,459,1050,956,235,1159,847,644,236,448,790,842,483
6,1492,299,470,316,1268,768,600,930,612,1001,242,488,91,520,82,449,479,713,112,1471,705,1272,561,1377,502,841,1369,1022,593,802,585,173,1200,882,1587,535,1569,1531,1279,1232
7,444,1101,615,1580,1577,1329,899,436,808,887,717,1197,533,1084,1096,946,165,67,62,1585,366,884,757,77,378,1380,247,290,581,1514,1388,1501,508,1444,712,873,343,1564,25,60
8,1291,771,1512,328,151,1406,1126,1502,886,676,704,227,1052,871,1523,647,135,78,1110,1041,752,1185,46,1005,636,390,1178,211,472,1130,1518,96,803,498,199,922,1000,635,709,1598
9,818,708,1027,943,99,480,124,669,938,959,485,90,478,1372,1201,346,270,1206,1593,353,694,1245,423,829,1035,814,1461,904,1511,484,1589,1422,604,1211,849,224,962,292,125,1183
10,759,226,39,251,89,621,639,568,1358,137,657,1295,1353,1368,160,324,1464,1408,1207,1093,1274,623,1354,1595,202,323,820,37,1262,359,673,118,1345,747,838,1584,1184,19,1324,1323
11,93,176,64,2,1562,840,614,317,1034,1002,1588,28,1495,253,641,435,860,1068,693,1118,1241,773,1058,1299,950,1196,1334,315,1228,1148,209,228,181,1308,293,119,1384,1289,1044,1540
12,1105,229,981,556,207,294,1017,1306,586,1095,1314,215,1129,1285,826,394,1098,733,1288,100,1491,727,241,807,467,584,408,688,1508,1575,1067,935,606,1335,304,1016,995,412,830,266
13,159,870,331,1361,731,491,1061,547,259,339,579,540,979,222,1181,1390,692,1351,261,451,862,538,410,1350,210,1522,349,246,835,490,260,1431,1459,1515,103,940,1539,1137,1447,1582
14,234,920,382,1446,431,194,116,1371,191,193,611,152,1233,900,1548,161,952,1560,392,497,869,75,1599,655,1561,664,131,580,1427,1418,1392,1090,1312,1278,651,640,155,1339,1487,213
15,1300,987,355,301,1047,464,1341,154,1516,1486,1056,1410,370,1040,302,980,725,1215,861,1065,221,141,1573,421,801,1460,977,225,20,1401,1139,1440,200,120,1112,203,461,1100,678,352
16,1195,142,128,513,1437,1186,993,492,1313,626,868,1073,800,668,972,1297,218,1172,426,1266,1153,388,457,414,1547,1393,1396,506,322,1140,1264,645,775,381,753,208,240,707,751,795
17,1152,1166,1188,206,1225,1566,400,1320,1315,781,675,1475,263,858,66,264,1246,376,1155,780,501,195,1386,114,515,115,361,275,1441,926,380,1113,55,687,1326,1400,1546,185,947,1075
18,1174,1064,1347,123,1249,1213,746,157,244,654,879,455,1210,332,1478,549,105,1226,907,984,1231,12,13,1552,566,855,1473,1276,1015,1222,172,1496,891,1132,305,92,1479,186,545,411
19,735,1007,1252,663,594,1,216,169,367,912,1343,1021,839,1443,432,1115,311,420,369,1549,466,760,281,35,1375,372,1337,1586,744,15,618,1229,766,1503,306,1458,529,1527,970,1385
20,1114,700,767,285,63,844,460,117,929,1180,575,905,517,447,1413,1404,1244,164,1462,915,619,1301,1381,1177,574,277,1484,1344,764,671,524,1164,1055,831,256,34,917,1356,736,50
21,1087,1436,364,994,1135,1182,1006,1342,95,274,47,1364,877,527,1223,1154,805,1352,127,298,1424,1474,1131,386,554,1554,1579,607,144,499,890,914,146,182,284,437,14,344,1190,1578
22,329,1389,989,1251,1259,1037,1365,1469,1378,303,132,852,189,429,1477,1535,622,642,321,1383,250,1149,1412,896,824,546,419,1079,29,52,42,528,991,974,1160,932,212,1237,27,910
23,821,551,810,1162,761,271,1026,73,763,597,961,948,1366,583,489,931,1482,362,632,885,237,832,819,170,1157,1063,519,1453,1563,927,1218,1111,863,837,957,174,883,570,866,327
24,658,924,1123,1536,973,804,971,1500,1127,416,326,153,1216,1597,1043,1277,1451,1208,630,452,230,1077,72,703,312,637,407,867,695,300,748,908,21,772,1553,330,543,613,1442,405
25,80,1421,395,1494,660,16,1448,541,252,1290,558,1425,1203,1248,1280,453,806,714,1057,1557,287,734,955,1008,1583,865,1054,560,1399,534,149,314,74,122,313,505,1529,113,833,1191
26,41,7,1060,1370,1325,1236,1452,354,68,1069,1509,1031,468,1023,148,1348,308,1029,1533,631,333,289,845,18,1167,1316,433,1293,1212,792,1134,192,650,925,163,1168,573,1136,1053,318
27,23,643,1254,495,336,875,232,638,811,758,1198,823,595,526,1234,722,1258,1147,406,788,698,462,550,1543,101,1414,874,1018,1331,245,680,190,1238,988,179,813,620,1409,1338,1567
28,1189,430,1550,1572,592,691,97,183,320,1332,6,1122,168,76,1171,782,965,749,1417,721,1175,1310,1070,1470,30,51,49,799,1463,1011,1411,58,503,371,784,1150,1571,876,1146,589
29,659,345,477,425,755,1305,1426,1423,859,463,856,1405,1214,1416,901,143,789,846,964,562,1145,136,797,677,724,1360,665,1576,265,156,710,812,1256,296,1465,1519,129,255,220,624
30,1302,679,360,1594,81,828,532,286,681,653,582,167,601,1161,1568,201,1080,1071,1480,40,126,1165,706,1467,1468,521,1395,682,1109,617,777,1481,913,162,187,1528,65,1303,1121,280
31,553,1445,1273,1209,393,588,976,385,1296,1169,918,1505,365,850,1030,1574,827,424,358,966,325,718,848,409,1449,511,396,1042,404,894,248,357,656,238,1591,486,1333,531,796,684
32,1163,1434,1099,539,909,1275,939,816,616,536,450,59,902,239,699,231,609,514,750,1179,949,822,102,133,465,1472,87,1085,726,892,1202,1217,982,1327,1092,1551,438,262,1019,1239
33,928,815,475,1294,1271,337,567,84,249,723,983,999,1284,417,471,342,1504,272,1526,48,1538,1199,507,22,1088,878,951,572,921,1456,1247,1524,350,481,1525,145,1521,686,446,374
34,1128,1407,552,1530,106,945,86,953,990,1466,1307,1117,1141,121,283,375,834,79,702,1600,1142,504,1359,745,10,1032,319,602,1010,1028,958,134,1379,70,690,683,1355,919,373,986
35,254,482,1013,1004,188,1039,794,177,770,53,1173,1322,32,791,282,1592,1330,1091,1450,1559,1319,1051,439,279,711,442,1270,109,743,864,1012,522,1265,1124,403,1493,762,774,17,1025
