,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1192,338,627,898,778,564,591,809,415,1250,391,1151,1419,1283,530,1402,487,1014,1170,937,204,610,662,689,351,1298,510,933,334,941,267,130,1382,1520,340,634,1240,428,992,1309
1,694,1372,904,125,1027,818,708,485,270,346,1511,292,224,959,1461,480,478,90,423,943,1211,1201,1183,1422,1593,484,99,124,353,938,669,1589,962,1245,604,1035,829,814,1206,849
2,325,850,1042,796,1273,553,1445,918,827,1574,404,531,486,1169,257,588,365,1505,848,1209,238,1030,684,357,358,894,393,976,966,1296,385,248,1333,718,656,1449,409,511,563,1591
3,466,1443,1586,970,1252,735,1007,1343,311,1115,744,1527,1458,912,1337,1,839,1021,281,663,1503,432,1385,1229,369,15,594,216,1549,367,169,618,529,760,766,1375,35,372,420,306
4,1145,1416,1576,220,477,659,345,856,789,143,265,255,1519,463,665,1305,1214,1405,797,425,296,901,624,812,964,156,755,1426,562,859,1423,710,129,136,1256,724,677,1360,846,1465
5,619,447,1344,736,767,1114,700,575,1244,1404,764,1356,34,1180,1484,844,517,905,1381,285,831,1413,50,1164,1462,671,63,460,915,929,117,524,917,1301,1055,574,1177,277,164,256
6,862,222,246,1447,331,159,870,579,692,1390,835,1137,940,339,349,491,979,540,410,1361,1515,1181,1582,1431,261,490,731,1061,451,259,547,260,1539,538,1459,210,1350,1522,1351,103
7,1153,668,506,751,128,1195,142,868,218,1297,322,707,208,626,1396,1186,800,1073,457,513,381,972,795,645,426,1140,1437,993,1266,1313,492,1264,240,388,775,1547,414,1393,1172,753
8,1231,332,1276,545,1347,1174,1064,879,105,549,1015,186,92,654,1473,1213,1210,455,13,123,1132,1478,411,1496,907,1222,1249,746,984,244,157,172,1479,12,891,566,1552,855,1226,305
9,1274,1368,37,1324,39,759,226,657,1464,324,1262,19,1584,137,820,621,1353,1295,1354,251,747,160,1323,118,1207,359,89,639,1093,1358,568,673,1184,623,1345,202,1595,323,1408,838
10,752,871,211,709,1512,1291,771,704,135,647,472,635,922,676,1178,1406,1052,227,46,328,498,1523,1598,96,1110,1130,151,1126,1041,886,1502,1518,1000,1185,803,636,1005,390,78,199
11,501,858,275,947,1188,1152,1166,675,1246,264,1441,185,1400,781,361,1566,263,1475,1386,206,687,66,1075,1113,1155,926,1225,400,780,1315,1320,380,1546,195,55,515,114,115,376,1326
12,869,900,580,1487,382,234,920,611,952,161,1427,1339,640,193,131,194,1233,152,1599,1446,1278,1548,213,1090,392,1418,431,116,497,191,1371,1392,155,75,1312,1561,655,664,1560,651
13,250,429,1079,27,989,329,1389,132,622,1535,29,1237,932,303,419,1037,189,852,1412,1251,974,1477,910,528,321,52,1259,1365,1383,1378,1469,42,212,1149,991,824,896,546,642,1160
14,1175,76,799,1146,1550,1189,430,6,965,782,1463,876,1150,1332,49,691,168,1122,1070,1572,371,1171,589,58,1417,1011,592,97,721,320,183,1411,1571,1310,503,30,1470,51,749,784
15,287,1248,560,833,395,80,1421,558,806,453,1399,113,505,1290,1054,16,1203,1425,955,1494,122,1280,1191,314,1057,534,660,1448,1557,252,541,149,1529,734,74,1583,1008,865,714,313
16,171,969,1590,1255,888,1235,1038,458,1020,476,158,233,1086,1435,1193,387,897,518,674,402,1513,401,8,1555,368,473,1363,1242,3,661,1045,278,1074,880,1328,1024,1292,150,85,1194
17,230,1597,867,1442,1123,658,924,326,1451,1277,695,613,330,416,407,804,1216,153,72,1536,772,1043,405,908,630,300,973,971,452,1127,1500,748,543,1077,21,312,703,637,1208,1553
18,646,843,268,842,985,1205,853,648,1125,1089,459,790,236,793,138,1542,45,1220,696,1391,847,557,483,235,1143,1050,1036,559,38,603,1318,956,448,1490,1159,1556,384,496,1204,644
19,1253,1158,422,443,297,1545,729,88,363,198,968,180,1257,1103,1499,923,1224,258,1438,33,872,441,175,889,1120,605,1483,715,578,587,1544,1243,56,1003,893,701,1558,43,598,1537
20,333,1023,1293,1053,1060,41,7,1509,308,1348,1212,1136,1168,1069,433,1236,468,1031,845,1370,925,148,318,192,1533,792,1325,1452,631,68,354,1134,573,289,650,1167,18,1316,1029,163
21,1009,732,1219,509,625,94,1144,1227,548,741,1394,1156,785,1376,1430,5,1439,576,798,629,542,83,1049,494,512,108,1286,1397,11,1374,967,1267,389,288,577,1082,1362,71,379,1346
