,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,457,388,753,868,1437,1172,795,626,1186,993,381,128,668,972,1264,1073,492,800,1313,322,513,218,775,645,1297,1266,1396,1195,142,414,208,1393,426,1153,506,240,1547,707,751,1140
1,1131,1474,284,47,1135,1352,1578,274,1182,1006,182,364,527,1223,890,1364,1342,877,95,144,994,805,146,914,1154,298,1579,1087,1436,386,437,1554,127,1424,607,14,554,344,1190,499
2,13,12,305,879,1249,1226,411,654,1213,746,1132,1347,332,1478,172,455,157,1210,244,1015,123,105,891,1496,549,984,1473,1174,1064,1552,92,855,907,1231,1276,1479,566,186,545,1222
3,561,1272,1587,242,1268,713,1232,1001,768,600,882,470,520,82,585,488,930,91,612,593,316,479,1200,173,449,1471,1369,1492,299,1377,535,841,112,705,1022,1569,502,1531,1279,802
4,696,1490,644,648,1036,1204,483,793,1542,559,847,985,843,557,956,1220,1318,45,603,459,1391,1125,1159,235,1089,38,138,1205,853,384,236,496,1143,646,268,448,1556,790,842,1050
5,848,718,1591,918,393,424,684,1169,588,976,238,1273,850,1030,248,1505,385,365,1296,404,1209,827,656,357,1574,966,396,553,1445,409,486,511,358,325,1042,1333,1449,531,796,894
6,550,462,179,1198,336,1147,1567,758,875,232,988,1254,526,1234,680,823,638,595,811,1331,495,1258,1238,190,722,788,874,23,643,1543,813,1414,406,698,1018,620,101,1409,1338,245
7,1261,854,310,1415,1317,1498,273,667,1066,291,184,903,1510,1387,295,737,1336,454,1104,98,730,960,1489,26,1094,1059,427,851,590,398,1532,1534,309,110,1488,214,934,223,1048,44
8,1354,623,838,657,89,1408,1323,137,621,639,747,39,1368,160,673,1295,568,1353,1358,1262,251,1464,1345,118,324,1093,820,759,226,1595,1584,323,1207,1274,37,1184,202,19,1324,359
9,1170,1520,1309,809,510,992,662,1283,1402,933,204,778,338,610,130,1014,267,487,941,391,937,415,340,689,1250,334,530,564,591,1240,1419,428,351,1192,627,1382,634,1151,898,1298
10,1381,1301,256,575,63,164,50,1180,844,460,831,767,447,1413,524,905,117,517,929,764,285,1244,1055,1164,1404,915,1484,1114,700,1177,34,277,1462,619,1344,917,574,1356,736,671
11,1412,1149,1160,132,1259,642,910,303,1037,1365,974,989,429,1477,42,852,1469,189,1378,29,1251,622,991,528,1535,1383,419,329,1389,896,932,546,321,250,1079,212,824,1237,27,52
12,1573,141,1112,1056,1047,1215,352,1486,464,1341,120,355,1040,302,1139,1410,154,370,1516,20,301,725,200,1440,980,1065,977,1300,987,421,203,1460,861,221,225,461,801,1100,678,1401
