,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1072,1541,1581,1311,469,740,347,500,61,596,944,31,243,1116,666,1517,257,1321,456,440,936,563,69,599,348,1269,1340,954,1507,1046,765,1119,963,906,728,1081,1176,397,474,571
1,1589,1422,292,1027,708,224,480,270,125,1201,604,818,99,124,1035,669,1461,90,346,959,484,1206,943,1372,1593,353,814,829,849,694,938,1245,423,485,962,1211,904,1511,478,1183
2,710,812,255,477,345,1519,1305,789,220,901,1256,659,755,1426,724,1423,665,1405,143,463,156,846,425,1416,964,562,1360,677,1465,1145,859,136,797,856,129,296,1576,265,1214,624
3,1218,1111,570,810,551,174,271,1482,866,489,863,821,761,1026,1157,73,519,948,931,597,927,362,1162,583,632,885,1063,170,957,237,763,832,819,961,883,837,1453,1563,1366,327
4,1067,935,412,981,229,1016,294,1098,830,826,606,1105,207,1017,467,1306,408,215,394,1095,1575,733,556,1285,1288,100,584,807,304,1491,586,727,241,1314,995,1335,688,1508,1129,266
5,248,357,531,1273,1445,486,588,827,796,1030,656,553,393,976,1449,385,396,1505,1574,1169,894,424,1209,850,358,966,511,409,1591,325,1296,718,848,918,1333,238,1042,404,365,684
6,585,173,1531,470,299,535,768,479,1279,82,1200,1492,1268,600,502,930,1369,488,449,1001,802,713,316,520,112,1471,841,1377,1587,705,612,1272,561,242,1569,882,1022,593,91,1232
7,1392,1090,1339,382,920,640,194,952,1487,1548,1312,234,431,116,1561,1371,131,152,161,193,1418,1560,1446,900,392,497,664,655,651,869,191,75,1599,611,155,1278,580,1427,1233,213
8,1411,58,876,1550,430,1150,691,965,1146,1171,503,1189,592,97,30,183,49,1122,782,1332,1011,749,1572,76,1417,721,51,1470,784,1175,320,1310,1070,6,1571,371,799,1463,168,589
9,260,1431,1137,331,870,940,491,692,1447,1181,1459,159,731,1061,210,547,349,540,1390,339,490,1351,1361,222,261,451,1522,1350,103,862,259,538,410,579,1539,1515,246,835,979,1582
10,1247,1524,686,475,815,145,337,1504,446,471,350,928,1271,567,1088,84,951,999,342,723,1456,272,1294,417,1526,48,878,22,1525,1538,249,1199,507,983,1521,481,572,921,1284,374
11,140,525,1076,445,1428,1102,1429,1570,196,633,434,836,1033,147,825,1565,356,739,1485,111,916,685,1078,857,1230,276,1108,756,36,516,1281,335,652,1476,895,1133,738,205,776,996
12,748,908,613,1123,924,330,804,1451,1442,1043,21,658,973,971,312,1500,407,153,1277,416,300,1208,1536,1597,630,452,637,703,1553,230,1127,1077,72,326,543,772,867,695,1216,405
13,380,1113,185,1188,1166,1400,1566,1246,947,66,55,1152,1225,400,515,1320,361,1475,264,781,926,376,206,858,1155,780,115,114,1326,501,1315,195,1386,675,1546,687,275,1441,263,1075
14,786,217,754,1398,493,523,24,881,697,537,377,1097,1221,1373,269,1403,1107,104,1083,720,608,942,9,719,975,1349,219,1304,742,1457,716,57,672,1497,565,307,1260,1106,998,1454
15,1388,1501,1564,615,1101,873,1329,165,25,1096,508,444,1577,899,378,436,247,1197,946,887,1514,67,1580,1084,62,1585,1380,77,712,366,808,884,757,717,343,1444,290,581,533,60
16,1134,192,1136,1060,7,1168,1236,308,1053,148,650,41,1325,1452,1167,354,433,1031,1348,1069,792,1029,1370,1023,1533,631,1316,18,163,333,68,289,845,1509,573,925,1293,1212,468,318
17,680,190,1409,1254,643,813,875,1258,1338,1234,1238,23,336,232,101,638,874,823,722,758,245,1147,495,526,406,788,1414,1543,179,698,811,462,550,1198,620,988,1018,1331,595,1567
18,42,528,1237,989,1389,932,1037,622,27,1477,991,329,1259,1365,824,1469,419,852,1535,303,52,642,1251,429,321,1383,546,896,1160,250,1378,1149,1412,132,212,974,1079,29,189,910
19,130,689,1151,778,591,1419,1402,415,898,610,340,564,510,933,634,267,530,1014,1250,1283,1298,992,937,338,351,334,428,1240,1309,1192,941,1520,1170,809,1382,204,627,391,487,662
20,172,1496,186,1347,1064,92,1213,105,545,1478,891,1174,1249,746,566,157,1473,455,549,654,1222,1226,123,332,907,984,855,1552,305,1231,244,12,13,879,1479,1132,1276,1015,1210,411
21,1264,645,707,128,142,208,1186,218,751,972,775,1195,1437,993,1547,492,1396,1073,1297,626,1140,1172,513,668,426,1266,1393,414,753,1153,1313,388,457,868,240,381,506,322,800,795
22,1267,494,1156,625,1144,785,5,548,509,83,577,94,1286,1397,1082,967,1430,576,741,1376,108,379,629,732,512,11,71,1362,1346,1009,1374,288,798,1227,389,542,1219,1394,1439,1049
23,209,228,1289,64,176,119,840,860,1044,641,181,93,1562,614,950,317,1334,28,435,1002,1148,1068,2,253,693,1118,1196,1299,293,1241,1034,773,1058,1588,1384,1308,315,1228,1495,1540
24,1518,96,635,1512,771,922,1406,135,709,1523,803,1291,151,1126,636,1502,1178,227,647,676,1130,78,328,871,1110,1041,390,1005,199,752,886,1185,46,704,1000,498,211,472,1052,1598
25,958,134,919,552,1407,683,945,834,373,283,1379,1128,106,86,10,953,319,1117,375,1466,1028,79,1530,121,702,1600,1032,745,690,1142,990,504,1359,1307,1355,70,602,1010,1141,986
26,1012,522,774,1013,482,1493,1039,1330,17,282,1265,254,188,794,711,177,1270,1322,1592,53,864,1091,1004,791,1450,1559,442,279,403,1319,770,1051,439,1173,762,1124,109,743,32,1025
27,673,118,19,39,226,1584,621,1464,1324,160,1345,759,89,639,202,568,820,1295,324,137,359,1408,251,1368,1207,1093,323,1595,838,1274,1358,623,1354,657,1184,747,37,1262,1353,1323
