,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,659,789,129,677,156,859,1405,797,856,1519,1416,220,425,1423,901,755,1465,964,255,846,136,1576,265,463,724,1256,665,562,477,710,345,1214,1145,1305,296,1426,624,1360,812,143
1,1302,1080,65,1467,617,681,167,706,582,1528,1161,1121,1594,286,1568,81,187,1480,1303,1071,1165,682,1109,653,1468,913,1395,40,360,777,679,601,126,828,162,532,280,521,1481,201
2,1097,881,565,1304,608,716,104,672,1497,523,719,697,9,1403,537,1221,742,975,754,942,57,1260,1106,720,269,377,1107,1349,1398,786,493,998,1457,24,307,1373,1454,219,217,1083
3,759,1464,1184,1595,359,1358,1295,1354,657,1584,1368,1324,251,568,160,89,838,1207,19,1408,623,37,1262,137,202,1345,820,1093,39,673,226,1353,1274,621,747,639,1323,323,118,324
4,1174,105,1479,1552,1222,244,455,13,879,92,332,545,123,157,1478,1249,305,907,186,1226,12,1276,1015,654,566,891,1473,984,1347,172,1064,1210,1231,1213,1132,746,411,855,1496,549
5,1545,363,56,1558,605,587,258,1438,88,1257,1158,443,33,1544,441,1483,1537,1120,180,598,1003,422,968,1103,701,893,1499,578,297,1243,729,1224,1253,923,872,715,175,43,889,198
6,234,952,155,655,1418,191,152,1599,611,640,900,1487,1446,1371,1548,431,651,392,1339,1560,75,580,1427,193,1561,1312,131,497,382,1392,920,1233,869,194,1278,116,213,664,1090,161
7,23,1258,620,1543,245,811,823,550,1198,813,526,1338,495,638,1234,336,179,406,1409,1147,462,1018,1331,758,101,1238,874,788,1254,680,643,595,698,875,988,232,1567,1414,190,722
8,41,308,573,18,792,68,1031,845,1509,1168,1023,1053,1370,354,148,1325,163,1533,1136,1029,289,1293,1212,1069,1167,650,433,631,1060,1134,7,468,333,1236,925,1452,318,1316,192,1348
9,1235,1020,1074,1292,473,661,518,674,458,1086,969,1255,402,1045,401,1363,1194,368,233,85,880,1590,158,1435,1024,1328,1193,3,888,278,1038,897,171,387,1513,1242,8,150,1555,476
10,94,548,389,1362,108,1374,576,798,1227,785,732,509,629,967,83,1286,1346,512,1156,379,288,1219,1394,1376,1082,577,1430,11,625,1267,1144,1439,1009,5,542,1397,1049,71,494,741
