,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,254,1493,53,794,188,109,1322,32,1051,770,1012,1124,17,1039,791,1173,1330,1559,403,743,1025,762,864,1004,1265,774,1450,482,522,279,711,177,1013,442,439,282,1319,1592,1091,1270
1,1205,236,793,559,1036,268,1220,45,1490,603,956,847,842,1542,843,648,1125,38,644,459,483,448,1050,1391,1159,790,1143,853,235,384,1556,1318,985,496,696,557,646,1089,1204,138
2,821,174,597,1026,761,1453,948,1366,832,763,1218,837,866,271,583,961,1482,885,957,1563,327,883,927,1162,863,570,632,551,1111,170,1157,73,810,1063,819,489,237,931,362,519
3,1163,1551,536,939,909,1085,59,902,822,616,1202,1327,1019,1275,239,450,609,1179,1092,726,1239,438,892,539,982,262,750,1434,1217,133,465,816,1099,1472,102,699,949,231,514,87
4,659,1519,463,1426,755,1576,1405,1214,136,859,710,296,220,1305,1416,856,789,562,1465,265,624,129,156,425,1256,255,964,345,812,677,724,1423,477,1360,797,901,1145,143,846,665
5,1195,208,626,993,1437,506,1073,800,388,1313,1264,381,751,1186,668,868,218,1266,753,322,795,240,1140,513,775,707,426,142,645,414,1547,492,128,1393,457,972,1153,1297,1172,1396
6,1152,1400,781,400,1225,275,1475,263,195,1315,380,687,947,1566,858,675,1246,780,1326,1441,1075,1546,926,206,55,185,1155,1166,1113,114,515,1320,1188,115,1386,66,501,264,376,361
7,818,224,959,124,99,904,90,478,1245,938,1589,1211,125,480,1372,485,270,353,849,1511,1183,962,484,943,604,292,1593,708,1422,829,1035,669,1027,814,423,1201,694,346,1206,1461
8,735,1458,912,216,594,1586,1021,839,760,367,618,1503,970,1,1443,1343,311,1549,306,744,1385,529,15,663,766,1527,369,1007,1229,35,1375,169,1252,372,281,432,466,1115,420,1337
9,234,640,193,116,431,580,152,1233,75,191,1392,1278,1487,194,900,611,952,497,651,1427,213,155,1418,1446,1312,1339,392,920,1090,655,1561,1371,382,664,1599,1548,869,161,1560,131
