,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1499,968,598,1558,441,88,1103,56,889,1544,180,923,872,729,1243,578,1253,1120,587,33,422,1158,1537,258,43,1545,715,1257,363,893,443,1003,701,1224,198,605,297,1438,1483,175
1,1396,322,1172,414,972,868,626,240,645,492,707,1186,381,142,1264,1266,1153,426,1313,513,506,668,753,1073,1393,1195,993,208,218,775,751,388,1547,800,1297,1140,128,457,1437,795
2,820,1262,1408,1595,160,657,137,1184,118,568,19,621,747,226,673,1093,1274,1207,1358,251,37,1368,838,1295,323,759,639,1584,1464,1345,1324,623,202,1353,324,359,39,1354,89,1323
3,1193,158,85,1292,401,458,1435,1074,1555,1045,233,387,1513,1038,278,3,171,368,661,402,1590,969,1194,518,150,1235,1242,1086,1020,1328,1255,880,1024,897,476,473,888,674,1363,8
4,951,921,272,22,471,983,723,1521,1524,84,686,337,481,815,1247,48,1538,1526,249,1294,572,417,1525,999,878,928,567,145,1504,350,446,1199,1088,1284,342,1456,475,507,1271,374
5,1395,1109,1071,1467,1568,582,653,65,1481,286,1303,828,162,679,777,40,126,1480,681,1594,682,1161,187,167,521,1302,532,1528,1080,913,1121,1165,1468,601,201,617,360,706,81,280
6,427,98,1498,398,1387,1415,667,214,26,1336,223,1066,184,590,295,1059,110,309,1104,730,1488,1510,310,737,1534,851,291,1532,960,1489,1048,854,934,454,1094,44,903,1261,1317,273
7,408,1508,733,807,826,1314,1095,995,935,1306,412,294,1335,229,1067,100,1491,1288,586,556,688,1285,304,215,584,1105,1017,1016,1098,606,830,727,467,1129,394,1575,981,241,207,266
8,874,1331,1147,1543,1234,1198,758,620,190,638,1409,875,988,643,680,788,698,406,811,495,1018,526,179,823,1414,23,232,813,1258,1238,1338,462,101,595,722,245,1254,550,336,1567
9,1337,744,420,35,432,1343,912,529,1229,169,1527,1,1503,1007,618,1549,466,369,367,663,1586,1443,306,1021,372,735,216,1458,311,766,970,760,1375,839,1115,15,1252,281,594,1385
10,1270,743,1091,279,282,1173,53,762,522,177,774,1039,1124,482,1012,1559,1319,1450,770,1004,109,791,403,1322,442,254,794,1493,1330,1265,17,1051,711,32,1592,864,1013,439,188,1025
11,433,1212,1029,18,148,1509,1069,573,192,354,1136,1236,925,7,1134,631,333,1533,68,1370,1293,1023,163,1031,1316,41,1452,1168,308,650,1053,289,1167,468,1348,792,1060,845,1325,318
12,1579,144,1352,386,1223,47,274,14,914,1342,344,1182,182,1436,890,298,1424,127,95,994,607,527,284,1364,1554,1087,1006,437,805,146,1190,1474,554,877,1154,499,364,1131,1135,1578
13,49,1463,749,1470,1171,6,1332,1571,58,183,876,691,371,430,1411,721,1175,1417,320,1572,799,76,784,1122,51,1189,97,1150,965,503,1146,1310,30,168,782,1011,1550,1070,592,589
14,87,726,514,133,699,450,536,438,1217,816,262,1275,1327,1434,1202,1179,949,750,616,539,1085,239,1092,59,1472,1163,939,1551,609,982,1019,822,465,902,231,892,1099,102,909,1239
15,1054,1399,714,1008,1280,558,1290,1529,314,541,113,16,122,1421,149,1557,287,1057,252,1494,560,1248,313,1425,865,80,1448,505,806,74,833,734,1583,1203,453,534,395,955,660,1191
16,1107,1106,942,1304,537,1497,720,565,217,1403,754,24,307,493,786,1349,1457,975,716,9,1260,719,742,104,219,1097,1373,523,881,377,697,57,269,998,1083,608,1398,672,1221,1454
17,257,397,563,954,596,906,440,728,1541,1517,1581,347,1081,469,1072,1269,1046,348,765,69,1176,599,1507,1321,1340,31,1116,740,500,944,61,1119,666,474,456,936,1311,963,243,571
18,138,459,1204,384,557,648,793,448,235,1318,790,1542,847,853,956,38,646,1143,603,1391,268,843,644,1220,496,1205,559,236,1125,1159,842,1490,1556,45,1089,1050,985,696,1036,483
19,361,1441,376,114,66,675,781,1546,1113,1320,185,1566,687,1166,380,780,501,1155,1315,206,275,858,1326,1475,115,1152,400,1400,1246,55,947,195,515,263,264,926,1188,1386,1225,1075
20,349,835,1351,1350,1181,579,339,1539,1431,547,1137,491,1515,870,260,451,862,261,259,1361,246,222,103,540,1522,159,1061,940,692,1459,1447,538,210,979,1390,490,331,410,731,1582
21,519,1563,362,170,489,961,597,883,1111,73,570,271,837,551,1218,885,237,632,763,1162,1453,583,957,948,1063,821,1026,174,1482,863,866,832,1157,1366,931,927,810,819,761,327
22,319,1010,79,745,283,1307,1466,1355,134,953,919,945,70,1407,958,1600,1142,702,990,1530,602,121,690,1117,1032,1128,86,683,834,1379,373,504,10,1141,375,1028,552,1359,106,986
23,665,265,846,677,901,856,463,129,812,1423,255,1305,296,345,710,562,1145,964,859,425,1576,1416,1465,1405,1360,659,1426,1519,789,1256,220,136,724,1214,143,156,477,797,755,624
24,247,581,67,77,1096,717,887,343,1501,436,1564,1329,1444,1101,1388,1585,366,62,808,1580,290,1084,712,1197,1380,444,899,873,165,508,25,884,378,533,946,1514,615,757,1577,60
25,356,205,685,756,633,1476,111,895,525,1565,1076,1429,1133,1428,140,276,516,1230,1281,1078,738,857,36,739,1108,836,147,1102,1570,434,196,335,825,776,1485,916,445,652,1033,996
26,1430,1394,379,1362,83,1227,1376,389,494,967,1156,5,542,1144,1267,11,1009,512,1374,629,1219,732,1346,576,71,94,1397,785,548,577,509,288,1082,1439,741,108,625,798,1286,1049
27,530,391,992,1240,610,809,1283,1382,689,267,1151,1402,204,591,130,334,1192,351,941,937,627,338,1309,1014,428,564,933,1419,415,340,898,1520,634,487,1250,1298,778,1170,510,662
28,977,20,1215,421,302,1056,1486,461,1440,154,1100,464,120,987,1139,1065,221,861,1516,301,225,1040,1112,1410,1460,1300,1341,203,725,200,678,141,801,370,980,1401,355,1573,1047,352
29,1369,593,713,1377,82,242,1001,1569,173,930,1531,768,882,299,585,1471,705,112,612,316,1022,520,1587,488,841,1492,600,535,479,1200,1279,1272,502,91,449,802,470,561,1268,1232
30,1461,1511,1206,829,1201,485,959,962,1422,669,292,480,1211,708,1589,353,694,1593,938,943,904,1372,849,90,814,818,124,224,270,604,125,1245,1035,478,346,484,1027,423,99,1183
