,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,164,1381,1462,1413,1484,517,50,1114,844,447,34,831,1177,736,285,1344,917,1164,574,1180,700,460,929,767,619,256,117,277,1356,63,575,915,524,905,671,764,1244,1404,1301,1055
1,362,819,632,489,519,1366,327,821,271,583,174,837,170,866,1162,1453,883,1111,1157,597,551,1026,763,810,237,957,73,1063,570,761,961,885,1218,948,927,1563,1482,931,832,863
2,67,757,62,1096,247,533,60,444,1329,1084,873,1444,77,25,1580,290,343,1501,378,887,1101,899,808,615,366,712,436,1380,1564,1577,717,1585,1388,1197,1514,581,165,946,884,508
3,514,102,750,699,87,902,1239,1163,1275,239,1551,1327,133,1019,539,1085,438,1217,465,536,1434,939,616,1099,949,1092,816,1472,262,909,450,1179,1202,59,892,726,609,231,822,982
4,85,674,368,401,1193,897,8,1235,387,969,1086,1513,1292,1255,402,1590,1074,1555,1024,1435,1038,1242,661,888,171,1194,1045,150,233,1363,458,3,278,518,473,158,1020,476,880,1328
5,1352,1131,127,1223,1579,877,1578,1087,1182,527,437,182,386,1190,994,607,14,914,554,274,1436,1006,95,364,1424,284,1342,1554,344,1135,47,298,890,1364,499,144,805,1154,1474,146
6,1560,1599,392,1548,131,1233,213,234,194,900,640,1278,655,1487,1446,580,155,1090,1561,193,920,116,191,382,869,651,1371,664,1339,431,611,497,1392,152,1418,1427,952,161,75,1312
7,379,798,512,83,1430,1439,1049,94,5,732,785,542,1362,509,629,1219,389,494,1082,1376,1144,1397,1374,625,1009,1346,967,71,1156,1286,1227,11,1267,576,108,1394,548,741,288,577
8,1091,439,1450,282,1270,32,1025,254,1039,791,1493,1124,279,17,1004,109,762,522,711,53,482,794,770,1013,1319,403,177,442,774,188,1173,1559,1012,1322,864,743,1330,1592,1051,1265
9,1226,13,907,1478,1473,1210,411,1174,1213,332,92,1132,1552,545,123,1276,1479,1496,566,654,1064,746,244,1347,1231,305,157,855,186,1249,879,984,172,455,1222,1015,105,549,12,891
10,1071,706,1480,1568,1395,601,280,1302,828,1161,1528,162,1467,1121,1594,682,65,1481,1468,653,679,532,681,360,126,187,286,521,1303,81,582,40,777,167,617,1109,1080,201,1165,913
11,1204,696,1155,557,138,45,483,1205,1542,843,236,847,384,842,1391,268,448,235,1556,781,853,559,603,985,646,644,1318,496,790,1036,648,38,956,1220,1050,459,1125,1089,1490,1159
12,642,1412,321,1477,419,189,910,329,1037,429,932,974,896,27,1251,1079,212,528,824,303,1389,1365,1378,989,250,1160,1469,546,1237,1259,132,1383,42,852,52,29,622,1535,1149,991
13,563,963,348,596,257,474,571,31,347,599,740,1081,954,61,69,1176,728,1541,666,440,469,1116,765,1311,1046,1507,1517,1340,1581,243,906,1269,1072,1321,936,397,500,456,1119,944
14,598,1438,1120,441,1499,1224,175,1545,923,1158,1257,872,1558,443,33,422,56,889,701,1103,729,715,587,297,1253,1537,1544,43,180,1483,88,578,1243,258,605,968,363,198,1003,893
15,1208,72,630,1043,407,1216,405,658,804,1597,330,772,703,1442,1536,867,543,908,312,416,924,971,1127,1123,230,1553,1500,637,613,973,326,452,748,153,300,695,1451,1277,1077,21
16,733,241,1288,826,408,1129,266,1105,294,1285,1016,1335,807,830,556,688,995,935,467,1095,229,1017,586,981,1491,304,1306,584,412,207,1314,100,1067,215,1575,1508,1098,394,727,606
17,78,46,1110,1523,1178,1052,1598,1291,1406,871,922,498,1005,709,328,211,1000,96,636,676,771,1126,886,1512,752,199,1502,390,635,151,704,1041,1518,227,1130,472,135,647,1185,803
18,420,281,369,432,1337,839,1385,735,1,1443,1458,1503,35,970,663,1586,529,1229,1375,912,1007,216,367,1252,466,306,169,372,1527,594,1343,1549,618,1021,15,744,311,1115,760,766
19,749,1070,1417,1171,49,168,589,1189,691,76,1150,371,1470,1146,1572,799,1571,58,30,1332,430,97,320,1550,1175,784,183,51,876,592,6,721,1411,1122,1011,1463,965,782,1310,503
