,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,6777,9486,9261,7570,9365,7078,5481,8511,3051,4779,2555,3569,4739,3699,5853,5721,7986,5035,6287,1653,4565,4047,8115,8473,890,1558,2061,6523,6326,9314,4389,8611,7408,1454,986,8049,3650,7481,3522,4452,459,500,7956,5176,4967,2313,3776,4600,7587,3323,7135,6835,7915,7634,93,4515,355,2532,1421,6167,4928,6937,2124,9972,2297,713,3909,8224,8009,8643,5883,8422,9237,4089,3412,536,3745,6392,390,3336,5043,8438,57,1760,2979,1633,5459,660,5833,6377,1351,7858,394,1305,8620,7151,5536,9572,8504,4733
1,6946,5825,6827,9359,4899,4548,9083,8685,4364,8139,9943,8958,7482,2427,6983,5387,7367,6038,4877,9770,1528,5748,3629,4060,3733,2726,7592,4223,6150,5249,5621,7614,2357,5452,9221,6197,4117,7511,1237,9571,2912,53,3970,7418,5041,907,8431,8596,3182,155,1232,343,2818,5480,8140,293,6009,3874,7558,8707,1475,4641,523,2594,4301,9738,3601,1303,9503,2034,4021,443,5069,5425,30,5187,3195,2230,6372,9232,2429,1998,5799,1485,875,1458,8094,9872,3915,6244,5140,6309,3218,5116,7756,2322,3868,5633,5879,5161
2,2870,5641,2310,3704,6049,910,3436,1607,2469,2768,8885,1713,3360,107,658,6475,7666,8836,6438,3020,4426,8095,4054,8180,4872,9281,2896,7519,1586,4957,1561,7969,9494,8942,1511,4183,3865,5318,2467,4312,9951,7259,2012,4538,5059,464,5264,497,7734,190,6113,9184,1338,3110,1393,6502,7702,200,4836,3992,9916,5558,5255,9153,1564,3714,3072,7954,7496,853,3244,8773,2459,9603,4858,9609,8500,2155,9652,6698,1465,5339,9670,4788,4076,6437,4164,5975,6228,8719,645,3925,7024,9908,9380,5858,3352,6860,4273,130
3,8259,3248,7113,2550,9888,8734,2540,1562,4934,4250,8273,3987,1637,9470,747,2721,8889,1005,6712,1733,5892,7676,5047,426,2564,1956,5806,5743,7680,6922,2610,5291,13,5752,1313,5615,8392,3186,5761,7041,1356,4388,2720,3211,9619,2519,3371,2668,8050,7970,2890,9882,1942,123,6857,4952,6618,2612,1021,3812,8702,8327,7887,1495,872,9125,1748,4793,2162,9188,751,9675,2773,9426,1341,7438,9790,6066,9864,9204,5162,1478,8817,6200,4609,1592,6226,620,4570,9773,691,6222,5542,7423,966,3046,2538,7437,7571,9421
4,4867,1477,6562,7723,7428,1771,8615,8365,9648,7444,1378,7550,7176,6570,1832,2451,5258,501,8542,1595,4374,58,4212,6723,3424,3717,9655,8338,5283,4855,6619,941,9848,8212,824,4524,4864,3877,6317,1183,7077,1384,9812,5757,2265,8234,9760,734,1321,8403,845,9166,4509,8853,6632,863,400,7118,2687,1767,6183,821,8230,610,4504,7356,663,6709,1086,8626,6815,6842,6649,6657,2956,3884,9446,9442,9610,5151,7443,4405,9778,1165,1593,2051,8323,5037,5293,5913,795,6689,829,168,5990,6415,2318,5844,5022,551
5,615,3143,2480,8654,8219,2081,5781,8599,735,1903,8287,9651,256,8378,7058,1597,8897,2421,1988,1508,7769,9547,5570,2616,5329,6131,1721,4709,976,6492,7354,6266,2847,1806,3036,6986,7544,1362,3286,1692,3734,4390,3950,1649,6322,5970,6412,7119,5995,533,1405,4446,6275,5694,8628,8948,5736,3429,973,1904,3821,8593,362,7976,1974,5414,3129,8296,4563,8564,8742,9718,9781,294,7503,3570,7960,4211,7498,4102,6206,2753,699,1107,2327,9351,3852,5666,8826,7072,556,527,7295,7951,8809,3700,5091,7929,8439,7021
6,1120,4119,7116,2961,9640,9284,6231,2972,7267,9697,3953,2546,9877,3711,191,6420,2383,877,6727,4259,1803,4134,7159,2130,8663,2808,5765,2192,1512,3676,8349,9548,7515,5647,9786,5397,4513,6373,5517,7625,2916,6833,5496,8925,148,3092,9542,3904,4945,1867,3342,2850,3612,1596,8781,5333,6342,8445,3016,1857,296,6634,2875,2398,3120,9945,9727,1699,6962,3740,9800,3065,4589,2790,7831,677,2249,8907,9007,1724,5767,171,5734,5665,8984,8444,846,3940,8363,1823,2854,5289,4813,1206,7457,8185,3114,4767,3278,7010
7,4800,9696,8648,924,6577,1428,7439,3349,9708,2410,3771,3560,858,6832,4432,6959,6409,8340,2091,4228,8588,1933,3782,5510,9333,7992,1784,3085,5540,1442,5920,5632,9512,1471,580,9520,136,931,7445,837,2023,6900,5597,9084,6440,865,116,8203,2796,2317,2880,9912,4783,7036,4036,410,2005,530,9992,8548,1346,5115,2419,2100,6681,4311,3217,1925,7115,3694,7806,8167,299,4385,9909,8021,5302,8441,1689,8330,8402,4980,2071,7566,5553,7816,5861,2003,789,3347,8675,4143,8982,8838,6356,8371,5524,2887,6116,3593
8,2641,6859,1029,7811,1640,8737,5448,3633,4221,3169,9433,8729,1065,1807,6542,1455,5676,7262,3502,5859,6053,841,7851,4080,6082,4174,3345,9559,9489,1707,8576,262,5308,8280,9309,3905,1236,6622,4303,1180,6376,5033,9279,3024,3184,4756,1759,4463,1546,965,3000,6892,6761,1178,7844,1927,8232,4041,62,3779,23,1563,9391,9927,9645,2913,9946,3175,2735,588,9905,3468,8924,7400,7779,5786,9762,3253,9413,3639,4180,1130,8990,5500,8249,2286,4902,6902,3791,4473,3327,2843,9873,3133,5332,2443,2268,8878,3722,5812
9,5991,4236,2969,5521,4528,9231,5442,8262,8266,6271,1415,1074,7817,9601,3783,8031,1400,9501,7804,1690,2871,3312,7363,1977,4173,5696,295,8540,1976,4644,2353,7073,6998,4005,5319,2665,8443,2244,5792,2468,2739,2954,6978,7417,4111,9816,3597,5245,1147,3737,1851,6925,8813,5392,6600,6852,2375,8096,8071,7535,6297,7168,7468,1125,6480,539,482,4234,7589,42,892,3180,6735,2786,4315,4186,6792,5072,6081,6702,9278,3594,8404,2809,2792,765,7240,8892,1883,693,8029,3321,2745,4963,6844,6349,6535,3069,3039,9350
