,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,6824,4004,2979,6526,9299,126,9263,9200,6914,9716,322,253,8285,498,4898,696,8426,8100,9256,3080,4747,4414,2099,3755,9315,1918,884,2584,1957,1461,6500,4545,3950,7634,8807,6885,1267,4216,9249,7235,8609,3647,5652,9075,1567,5705,8597,6746,2757,7246,1647,4843,811,889,8166,5986,999,962,2659,6241,9419,4032,2076,5192,2845,2294,6893,3751,7018,221,7876,6815,54,7334,4722,4496,8157,1581,1725,2488,6730,6306,570,6696,5442,9858,5554,9846,7496,4874,698,9916,8231,3571,5482,2851,3016,4460,9167,5406
1,9429,6240,4547,2199,1994,5088,3179,2291,3886,5697,9046,8803,6840,9110,225,5400,3640,8912,2610,4071,4053,373,732,3946,966,3623,138,2034,4314,6787,8324,9243,1832,694,2777,3410,5881,3425,4775,2553,129,7204,6436,918,3178,2863,7968,7537,5787,9188,2357,3735,8186,89,3226,2094,1591,8245,5330,9841,6255,1751,304,9597,7884,2844,9964,9409,8789,3356,9040,2130,9037,2421,9349,1942,8202,8130,8199,2293,5470,2632,9098,7940,3354,3793,7756,7874,4175,2731,8993,3111,1777,8392,6327,6792,1499,8761,3331,6359
2,7595,5617,7386,3801,9663,8136,3102,2644,1944,100,273,1153,7357,708,4256,9384,5926,151,9055,2224,8471,2943,3457,5049,6698,9570,164,5864,2322,8354,8618,8074,7641,8287,641,741,2109,4751,3582,5066,8675,1799,4754,3308,4327,4169,7722,547,6186,8805,2641,6639,9462,7875,7437,7363,6813,3419,8511,1550,3574,8634,2255,735,7638,1917,6749,4338,3022,3869,2201,5762,9778,1833,5163,5863,7578,6260,7015,8192,8919,9923,8742,5801,1686,4350,1142,4955,1376,6984,714,3769,6293,5541,2067,3233,5120,7180,116,4884
3,4029,3532,4895,7545,2133,6378,495,9754,6250,3851,4447,3733,9538,7472,8213,5082,7762,1407,4890,6634,816,3702,6868,8898,8972,3844,5349,3655,3462,2678,3007,6418,8262,6744,5984,8066,8393,744,9910,3795,7869,5641,4069,7071,3984,1140,4276,365,439,6866,8062,3291,132,8487,5898,5375,9277,7676,8160,2511,4846,356,9056,9527,9547,3191,3376,1588,9448,7521,2274,181,4791,9496,9224,108,2617,526,3576,5587,2911,6234,5160,1951,5696,5560,3119,109,4910,5901,7243,2496,320,6098,4719,1025,6912,6987,2150,5517
4,8854,4776,6979,4646,833,1010,9863,8423,5826,2725,807,9325,5228,3995,1370,6402,8819,3392,8582,7678,2766,8005,4300,1219,7230,8833,2198,4046,9719,3107,3749,1802,1553,2976,4428,4480,9178,6794,1361,5564,2157,5514,5643,2065,2936,2557,2302,9572,43,5474,8874,3261,8641,233,9070,2922,3948,6930,2550,8818,4281,6435,2010,5325,3537,5547,4949,2772,6438,7403,6013,1796,184,7862,2272,4899,9001,9560,8986,1149,9950,2000,8210,1510,4663,1633,5797,9067,4834,9707,6869,1740,5965,7747,3441,2925,7888,6539,2362,433
5,1792,4935,2168,6833,2517,3064,7579,2928,1746,938,2545,7346,1879,2961,6243,2098,3811,9069,2028,9512,9606,4697,7663,5508,5121,7962,7223,1940,2107,7543,8598,2771,4562,6326,9488,6448,4036,3001,8504,1723,2278,5893,9305,7655,497,3810,6608,9951,4520,7903,4827,4931,9609,1350,4971,642,9943,8119,3285,9103,353,6201,6571,2123,77,3123,4030,6298,458,8381,8806,9322,2212,3952,1048,9714,4007,1569,4417,4020,7380,7451,7171,8518,5460,5623,5591,2032,9073,1579,4958,3585,3660,9711,3195,4291,915,3512,2903,4741
6,2569,4473,1237,7795,4082,8966,2598,8650,7336,7573,7069,7609,9565,9045,5793,5170,2403,3907,7658,514,4674,1250,5695,2061,2621,5328,8744,5303,5688,8994,6903,287,5509,3568,983,7419,2016,1586,3100,537,2411,1095,6835,3314,4293,8799,8194,8349,5773,6341,8288,6902,2169,2464,207,8301,5661,7870,1655,3649,4576,5574,2992,4632,7358,2218,743,827,6546,9209,3194,4887,9207,6352,8809,64,8442,3382,9134,602,4095,7897,1352,2887,6459,2137,4862,9501,4607,5979,7415,8445,5894,4109,3713,3561,6301,2122,4415,6703
7,853,9388,3126,3278,3998,7303,842,6360,4665,7142,7438,5711,6957,2290,4936,1738,6527,6081,6605,1571,1863,2606,8252,6249,5158,4084,9401,1592,5077,8014,4494,1004,9903,5660,599,5604,1896,590,4366,896,2158,2185,2840,6322,6346,8766,288,8725,8697,9902,8639,4946,6511,7616,6946,1099,8027,4872,9107,5408,8325,6837,3670,5828,3355,6958,8603,2836,1565,8096,6776,8431,5389,7164,4258,5715,3142,5993,3385,2975,2276,1008,5963,1964,2070,4432,124,9730,671,8286,4320,7954,4220,1393,8201,9450,7078,2523,4464,1105
8,8613,409,6003,9684,1391,7929,3263,6464,1442,6750,3084,10,4969,674,5511,4968,2134,8886,5732,7683,5085,7302,9953,2544,6344,5037,1190,1280,8612,3758,375,6899,6652,2427,6209,8246,949,8376,3033,6000,8488,4865,3437,4592,3999,8666,4379,3866,3828,6076,4918,3029,9874,6368,2027,3132,1694,8223,84,8652,3359,1771,6516,5839,4204,2449,3551,6017,2839,162,3318,5959,3494,6656,914,2756,3139,6001,2719,3352,9385,6111,5855,7815,5653,7147,9145,5902,1379,9469,8961,8962,4017,2153,9297,3831,4920,4904,9852,4210
9,4905,3723,6768,4911,9741,4267,167,7564,9631,9710,1600,9154,319,9574,312,9717,1831,218,724,3155,9672,2230,5955,9790,3550,2031,6283,5243,2358,8559,8459,9639,9986,354,6795,7498,4588,7789,5078,5563,3915,1541,1055,7037,8311,5996,904,4341,4040,7686,4238,8914,8061,1072,146,9377,3105,669,65,9898,9875,5403,4459,1268,961,2647,1702,9671,1484,2127,2183,1907,9092,6790,1816,6559,9464,3149,5206,9272,8980,7567,890,5299,8688,2804,522,3874,2140,74,5853,3579,8075,4705,6857,1866,4511,9632,1232,8085
10,6067,470,4401,9146,4052,6641,2304,3592,448,3101,4136,1151,6223,4248,3439,9157,6061,977,5105,1296,9353,577,7510,4878,4304,6989,6452,516,6376,578,9555,403,94,8221,3347,2548,6180,9389,5899,8703,525,7759,6048,6609,8537,2219,400,1880,7042,764,8305,5896,4989,5109,4628,9850,8271,8204,9737,9137,9144,9592,5922,5291,4573,3591,9798,1315,652,7087,2882,8773,951,8596,2835,1508,9094,7492,638,7217,3721,2401,8390,1714,2190,6745,3893,3104,6917,5165,5199,9919,5934,7036,6021,3315,2685,2978,4584,1392
11,7852,7111,9335,6679,8564,821,7226,6907,180,1525,6253,2136,9357,2295,3041,9753,8187,9303,8359,9972,6830,3988,2314,5841,8698,7659,5578,9766,4325,6931,561,8127,9897,2552,626,1416,2753,9990,7951,2211,2155,9211,7489,5607,3932,5777,6610,5135,4081,2868,7272,3806,412,4299,1175,6020,2093,2718,1756,7450,3442,7995,1887,1322,6204,9909,6388,7411,839,418,7767,4659,4963,4147,636,4429,3602,7971,40,6686,5779,8984,6349,170,771,1587,6217,927,3500,4985,3351,606,1092,7008,8198,5786,4620,623,9563,6483
12,113,5714,9761,1886,4090,6189,1506,5167,6788,8918,8281,9635,7242,7240,8267,6508,1842,2416,5741,9156,6439,6450,9895,3578,4077,4394,8617,8003,383,1821,2260,3545,1329,3301,2448,5373,6802,3511,9746,9980,2048,947,3165,9411,3687,4430,9241,2191,1665,1254,5581,9756,2651,8927,795,783,7513,6818,8300,574,2888,3858,5178,3682,1457,6971,16,2837,5338,4590,1054,5462,479,5103,5568,4643,9414,18,1763,2633,8331,3527,469,9557,2682,1431,8700,2974,5260,5149,6757,7556,7559,5530,7062,6482,9548,4553,8967,6855
13,4828,3770,1007,8829,4645,6221,9966,5754,214,5940,9337,5235,313,1222,7316,2821,9967,2160,4094,8837,9887,7947,8053,6419,4080,4028,6159,4129,4324,6096,2533,7259,7317,4387,3428,2865,8399,2289,6537,3013,9194,1852,2966,5113,2895,9442,3229,2216,3979,9575,3783,8538,5186,9088,3864,3461,941,8137,5980,8770,1207,4624,461,3605,1284,7109,8672,2306,746,3011,1354,7308,8614,6626,91,9422,5614,1538,8794,1424,2714,8884,8951,4202,7651,4034,2087,8403,4675,8351,4954,1823,3588,2370,5266,3246,1257,9214,4295,441
14,9477,9615,9699,7066,2332,7466,5477,6890,1988,5593,144,3791,9831,2694,688,1163,3509,5242,7587,5545,557,6808,928,4241,8394,7128,8035,8644,6363,9805,1839,3363,3616,3776,4826,5069,9478,6417,631,7364,7599,1122,7342,389,1281,7073,6406,23,3871,1235,9291,9191,8583,5798,1862,7165,2490,7614,2151,3621,3286,6782,9490,1698,8071,9510,4749,348,2456,1081,6042,9979,7864,2164,3440,4742,3706,5415,8052,3334,6177,256,8227,1359,7172,5719,683,861,6865,5008,5834,4724,7743,8141,521,6927,6783,3854,396,3405
15,9567,8897,1923,8318,2696,6202,4999,4618,2368,845,5456,3934,5970,9946,7771,5102,7656,5981,4871,269,2995,7312,1031,3850,9612,3748,4014,2580,5599,4940,5767,7945,7397,5727,1274,6901,2643,1253,2733,8050,1451,1058,11,2990,1519,715,9816,7621,3017,7553,5486,7328,2917,3502,1806,6107,7416,2658,3501,34,8735,6391,1706,2656,4185,2760,6303,8599,1554,9016,8125,8891,7775,8506,112,9438,9731,1429,8649,3010,8546,1782,8904,1659,1501,125,3736,8968,5790,9593,6781,7460,945,2471,4334,9652,5185,6320,2066,7395
16,4786,6697,1977,2309,505,5067,9835,7603,633,5820,327,1184,3062,3985,1156,6870,4671,572,9359,681,4149,7637,4009,591,8164,3808,2817,8635,1734,7766,6690,7511,5648,4135,8622,8257,4062,7639,5795,8180,2754,5298,8510,8727,8608,4008,1752,2740,4743,6085,921,8822,193,3065,4737,3716,3894,4767,9115,3432,5347,4484,7757,575,5626,428,394,8377,6404,7544,5830,4395,6503,9662,2017,4672,7406,153,7941,4816,5237,9390,7788,1409,3657,519,8588,9085,1351,782,8260,1760,9467,9250,9008,1914,3517,6325,7091,6486
17,6208,2741,3940,4183,6801,7195,7377,4399,4434,9983,7388,3272,1297,3800,6786,6962,2489,520,5027,6935,4253,8745,2131,9657,8619,5247,628,794,7098,3216,5041,6820,840,1524,6758,6908,5613,1677,246,8661,9082,7650,6557,398,6259,8309,5991,2484,3628,2121,9119,8509,3167,1780,7514,3158,4561,776,6211,6182,1626,4392,9532,3231,4504,6521,6125,9268,1408,4403,9767,1919,3666,6514,4849,9618,8253,5527,5838,9536,8522,7822,27,6082,5950,1183,3267,5605,1345,1844,1346,8256,8714,7343,3690,3583,338,3779,3279,1909
