,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,7561,1016,7011,7007,692,8094,3122,50,7890,9585,5133,2116,8298,3424,5320,1198,7399,8279,8779,7418,6367,2612,1713,9828,327,7106,3819,3467,6389,7648,2288,5889,5136,1214,7059,9421,1600,9678,4162,166,7822,9279,3027,6904,2693,9848,3553,2439,8607,1609,7747,3897,8452,651,5177,8345,1642,9015,2999,5542,1606,2234,2046,4835,7925,9206,3108,2488,2034,3778,4212,3698,2973,5071,4099,9531,7977,2667,5446,8320,6171,5632,7050,2848,9882,3982,7310,4037,4438,3303,6263,8035,958,677,8430,2244,644,2303,4179,3881
1,6872,7863,4442,7486,4939,1281,339,8273,1576,3935,8417,6573,8146,7941,8725,635,5356,287,784,2561,7303,9298,1393,80,3021,3332,2055,887,1431,7013,8063,2370,9469,1614,6911,8341,2827,9149,8919,792,3327,1773,9288,4219,3264,8160,5745,5155,7343,7330,350,7709,5612,6359,8944,1675,9159,4454,7807,6319,9994,7990,3009,8820,5702,1930,2600,2045,8828,905,4716,1929,70,4528,205,4196,8818,4581,7123,8923,522,2762,7650,6879,4220,7116,6934,6667,1562,4683,6184,2650,4714,3073,3156,7204,8754,7445,3465,2807
2,2902,9349,2455,8672,2251,9244,9086,5019,4258,4104,3787,9454,6443,570,1449,873,3216,1065,3201,3260,6814,6051,5474,9650,3378,6185,8011,9320,7672,3629,6374,7815,3628,1737,8855,4758,9345,5028,8395,7314,8797,8479,7623,558,1612,1587,2955,6631,7468,6997,6285,7606,2098,5534,5993,3977,261,5870,5897,2454,8486,1824,9348,5590,2584,2544,9795,4522,2387,347,9954,922,9147,902,3209,1473,1738,1898,3421,3699,1643,6577,5131,2090,3292,762,4526,5265,5343,8766,9708,4693,3188,5633,2367,5505,9460,3388,835,9315
3,108,4507,7413,4230,7979,4628,216,89,9002,3992,8752,8210,2017,8441,2269,8846,3928,684,398,7533,8617,3592,4863,7818,8022,4357,5826,4563,9734,9484,4283,8959,9402,9570,386,2957,5351,4705,7980,7102,111,8411,9657,4093,3616,760,8527,7965,6929,6032,8023,9923,7692,4476,7801,1413,7962,8427,8950,5589,9478,2018,3456,3053,1006,1832,9669,9456,710,3503,7351,291,2187,424,9964,214,4704,3984,2680,2074,7964,203,9248,7422,520,4468,1395,756,9449,3060,920,3916,709,3820,8285,2920,55,6820,1201,1695
4,31,7875,6197,4665,9572,315,2651,6830,3184,9079,3889,1385,8457,1047,9021,5009,4735,3504,3430,8277,1590,7469,769,2845,1437,7112,6117,8428,7392,1983,8388,2415,9338,3147,6892,6339,9042,7676,1971,1306,5146,528,9227,6720,8401,6436,1089,6809,6250,6611,4077,9302,8318,6937,4516,2915,9554,2121,8203,1272,6983,1286,1344,4940,3001,9269,1426,1986,8433,4052,6145,1252,3925,467,6908,2413,967,1982,470,6759,9560,8547,8061,3873,355,6474,3293,3377,9819,1228,6472,3170,7037,4739,4825,8054,7065,6602,2850,5400
5,1581,830,5879,4111,1455,7558,8228,7603,5673,7374,1880,6441,45,9629,6871,4987,1909,7530,576,9525,4947,2249,3241,4564,4206,3762,2118,9007,7633,52,4071,2442,4640,2969,8384,4585,8132,2443,400,9714,512,5995,4515,6248,7919,8932,6705,142,9211,3695,3996,7846,6355,7268,9873,743,5012,8687,8442,8005,554,8219,8328,4677,6640,4094,4551,6024,1623,2536,6256,4992,7985,2471,220,9891,8519,5963,7912,1777,5908,1133,1199,9415,1148,8260,7506,4736,7594,7592,594,2216,4016,2776,685,6739,1111,7791,832,6222
6,1086,9316,5517,1329,5231,6165,7991,2058,9565,7289,3394,3384,432,4096,9076,9128,1690,3624,4450,5894,2550,9026,5282,6107,9261,5822,986,6785,5097,8954,8191,7299,4997,1775,9051,3462,2594,2545,5890,6044,6744,6063,1780,3328,6952,7471,1328,9012,3750,7661,3540,3834,2579,8792,7235,9822,5175,1053,7852,4953,5196,5023,8964,2464,3399,15,3278,309,2268,9750,1699,7810,6292,9509,2388,4190,4051,5206,382,7092,2301,3630,9916,3774,3459,2659,4240,9985,3901,2291,1604,93,5298,3157,6606,2904,9087,2148,6354,6001
7,9851,4577,5706,8131,372,1207,2741,8962,1477,7715,4257,1877,2278,4201,8367,6196,4407,6203,5057,3396,9803,6368,9913,1847,412,5753,9170,5278,9781,1262,4101,9774,1156,1555,919,433,7957,7922,2043,6619,7547,3172,6721,7053,2113,5138,9192,1384,2988,1958,5696,8105,8981,7260,4435,8895,3435,7489,1918,1064,9569,5977,9512,7535,3764,7657,1680,6622,72,47,3457,8015,5381,3661,3491,2417,518,3320,2879,9939,6660,1239,8531,6039,8448,9911,9234,3185,7660,1837,9499,6972,260,6237,1045,2699,6018,297,3198,1980
8,8400,3575,8734,3177,5576,679,2823,1742,6265,8155,8267,4894,1766,7288,6136,5222,8743,780,9993,2473,2005,7195,171,5688,4761,5657,952,9840,7602,880,2467,5083,8765,3115,3161,6494,2308,4657,2895,7293,1416,2452,2738,7385,2037,1182,298,488,4008,8523,3659,6535,8421,772,8627,8987,7436,8983,8097,4930,5054,4354,2549,8031,9378,1285,5293,4022,3968,4035,708,3581,9504,6420,3972,1159,3072,4436,3558,5391,5284,5252,8111,6556,5791,2012,3882,3038,9524,4288,1950,8822,3755,9953,3565,8988,8152,650,9310,8746
9,3829,8958,2519,1771,1849,2275,427,6356,3921,9176,8762,996,8211,4803,5713,8610,1098,3912,7186,6071,3816,2868,6341,737,8028,6692,7521,1470,4510,4711,1522,7585,6162,5484,8705,6244,4282,6273,5596,8492,1299,3537,8208,3168,4021,4237,6416,311,8906,9153,2951,1021,2517,4712,638,5299,2866,7814,7865,8658,7466,8928,7652,104,6653,9190,9196,5178,2127,9721,1544,6579,3690,1119,1412,8776,2634,3323,6896,5435,4215,6924,5490,4570,4050,9326,4482,6531,6134,2922,7038,2082,1965,3676,2966,1840,7876,5600,4805,2856
10,2867,7355,4057,663,6296,5983,4666,9847,1754,7520,3354,5477,965,168,3913,316,5336,5413,5044,174,7819,4904,7748,8736,2019,9688,7498,2138,2447,7225,1192,4588,8948,6404,2392,4346,9794,9773,1405,4295,7641,9908,9862,6460,5149,5388,2481,4112,3551,8006,6463,5845,1445,1316,9698,4786,5307,8744,7972,4076,7712,5100,5232,7145,127,3075,6435,4365,4475,1391,1457,7345,2081,3180,962,6722,6710,657,8708,8710,9626,1594,4135,3305,3893,59,2954,25,3502,2470,9621,8290,2992,3534,9433,2930,9757,8646,8690,268
11,6854,3848,7589,4524,6940,1835,7429,2944,1591,9130,6708,6889,3197,5321,3345,1146,981,5213,3620,9422,3389,8761,5483,6838,6625,6201,5704,5628,7236,6921,2928,1960,4449,4238,1923,4421,8549,2057,3697,5309,707,4512,9107,4492,5026,5592,4075,7811,2274,6094,6969,5489,6224,9442,8735,3493,7926,6345,69,1284,2322,7198,3404,8991,5253,7369,1961,1080,7403,1818,1241,3906,9283,1782,1484,6795,2000,1194,3431,1325,2804,6530,5376,5405,1811,8066,9439,9555,7544,8543,3568,3930,2305,9416,5852,7973,4232,2515,5508,3929
12,7365,9191,6164,4339,4958,8416,5981,1017,3555,5416,8500,8573,8723,7478,3372,6239,1270,49,4593,2828,9140,6741,9031,727,6954,1134,5078,4752,2198,8860,8214,3094,8447,2925,8873,1110,3518,6912,141,1104,6994,7103,7117,8312,3899,7401,4790,1975,1170,2751,2478,6208,541,5276,2129,9123,833,2091,9327,6418,8955,7896,3173,8642,3476,2007,7408,7570,1862,5303,6396,3597,8700,7666,8387,2705,9965,8450,1071,8487,1191,5944,3154,1572,7845,8268,1794,1966,9703,803,2571,3310,8485,114,5705,1168,3867,3174,4631,153
13,290,7074,4416,7271,6179,5513,3461,2496,3725,1355,660,1353,672,2726,2935,4204,9072,3308,3065,6365,4764,6833,6399,765,5450,332,2180,9071,5611,9514,6186,3098,7377,9729,5300,4139,5160,9296,3902,8558,8883,6990,6202,5459,3806,2564,3978,9120,4645,8118,913,5999,8830,4502,6149,3655,628,4809,9226,8848,6424,4231,498,3640,5795,3706,1108,6628,7440,2779,5419,1044,2846,3268,8742,2170,6449,5525,7529,3944,540,6175,6627,9363,5964,5349,3979,6398,2047,3299,7685,1351,8481,2112,7868,3712,3576,6651,9216,7344
14,2499,1700,5195,5325,8885,9371,4330,9909,5762,202,6028,4557,8329,6735,3505,6146,8901,2974,7205,2815,373,4217,4827,2972,8715,462,7730,5201,9854,8865,4495,5972,800,9291,718,2220,2971,8009,5342,3144,2175,3735,8640,7511,7311,1388,8808,7834,402,5468,5891,10000,1551,5091,5115,6272,78,9045,3429,6842,8621,2136,5503,9352,5389,6585,1176,13,3093,7523,4418,1683,2409,8083,9024,5081,6047,1469,4659,4289,7086,4616,3641,5526,1816,9457,2233,5102,3217,8327,1914,2256,2230,4834,9597,5839,6034,603,4556,1476
15,9486,1610,6975,4772,5747,2533,8975,9805,7683,1020,7958,1653,2596,7227,5021,4263,3406,3662,7710,8304,2765,2420,9654,7945,571,2169,499,7416,3876,1334,8420,6981,9351,235,6918,2212,2700,1566,8568,7008,7800,3802,7959,3579,755,5738,7738,5399,2960,632,368,5506,107,7391,4176,9309,7253,8204,4627,4618,9892,5319,8758,5340,4487,1234,4755,7827,79,1485,6726,5862,8913,9066,1854,4977,4750,6383,6753,1217,3908,3052,24,2639,8144,2606,5792,2292,4402,307,4391,9396,9827,2062,7905,2451,749,9681,5943,7867
16,6966,7398,4441,9856,9902,5898,556,2097,2038,9173,3441,8468,1985,2645,9649,592,9195,4644,978,1537,4796,3113,5553,6336,1567,6338,360,3271,3082,854,5837,549,5893,3249,7396,1121,8798,683,2086,5207,5935,7352,950,6779,8957,2825,2210,1900,4868,3437,1442,6371,1659,9630,6709,4954,6760,2892,8833,2214,7590,1361,4730,4686,3232,9010,7860,5574,7370,4921,6241,4572,7564,5892,2831,9934,2272,4841,7135,485,4065,7325,3740,9262,7745,9187,8947,4919,829,8354,3464,2333,7411,4158,7347,2208,9481,9518,2675,4756
17,2104,4165,7264,9553,4124,2398,9121,6677,2304,3206,7019,3836,7538,136,7462,1669,4829,6118,3298,1226,6478,4081,4497,2989,8236,7193,5668,3957,1268,113,5221,2382,2080,9645,2830,2628,7290,3519,4913,9904,4105,2688,6007,7490,2723,8896,9832,7626,9956,4483,5888,1318,1619,4430,1922,2166,84,5509,9424,1696,3382,8180,2820,3604,8819,7333,828,9527,4605,1911,4459,6618,785,7237,4651,8414,1312,7332,5756,789,7621,3949,8861,1538,8956,5544,7327,5073,568,8713,9242,7222,1275,8904,9536,8013,4281,4471,1079,2714
