,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,4878,6548,7294,8153,6547,253,5138,9616,5086,7090,8281,4471,7555,1135,4411,2219,3109,805,783,9984,3211,7494,4634,994,4155,5231,4292,5144,6284,7577,4009,7252,1896,842,255,2362,7077,2590,7806,4606,4604,8416,5926,2713,8225,3655,8263,8234,7377,2584,6972,4629,3043,1559,5132,2764,7350,753,2154,7508,2737,830,2758,695,8168,3914,9748,2084,800,5683,1670,2202,9465,6063,649,8350,5863,9255,9420,9346,3896,3741,216,4909,6503,5529,7363,7373,2087,3475,5301,3168,8072,2989,9771,4131,7311,6343,6097,9147
1,7386,7738,3562,1603,4401,9752,3236,8636,2331,120,8148,6310,7177,4762,3855,7328,398,4776,2226,5445,21,6042,6686,8482,234,7455,4192,1531,7889,174,5695,8721,7713,6145,1801,2822,1167,8106,2142,1965,8213,9359,8360,9003,5991,9778,3541,9993,7899,5117,280,5106,3483,6720,8243,1833,6533,7955,9202,3229,5641,8802,3915,2256,6823,1717,838,7615,247,6288,151,1283,631,166,6003,621,8232,2968,5416,7402,9894,5162,6083,1067,934,8763,5330,2932,6749,2097,5233,7238,8651,2068,2901,4833,5979,2740,7301,9069
2,9725,963,7670,6188,9092,4170,9825,7878,6852,7589,3920,9603,5195,8235,3608,1190,2137,7774,9699,8216,4693,711,4979,1054,7943,9298,4509,9468,5768,2060,2706,3659,7467,3137,5141,9150,2522,7612,6470,791,8343,7212,6946,5976,9902,8474,2358,1426,617,1420,6764,8189,230,1566,3681,789,4876,334,3505,6604,7757,1337,3662,3270,229,220,5825,567,8392,2739,4324,6160,5536,660,6837,1399,8272,9540,9367,6782,7340,8664,4202,360,5205,2609,1374,1403,7354,1181,409,2958,6432,6506,7387,707,6032,5657,9946,3570
3,6007,3065,1906,3894,5638,6219,2635,9520,1871,4439,7971,4491,6165,7444,7910,9372,4516,9452,5133,8437,4860,6987,3624,7112,4280,308,2404,513,6412,8848,5357,5733,8166,9597,867,5953,6920,1598,9535,2970,3549,3176,1639,3340,3324,6295,4199,5700,2507,3481,5088,5349,4007,512,6557,5798,1146,1362,3537,6082,1684,3946,3068,9331,4521,5774,4412,5322,7824,3787,404,8666,2554,6367,1364,3651,1608,3872,8134,9013,3166,4841,1293,4784,7664,4705,4390,8037,9387,9731,7565,3259,1061,4525,5602,3000,6113,8675,7884,4289
4,3149,4566,2988,1172,3674,5049,8478,1726,8789,5746,2216,6794,4565,2398,9412,931,1112,2396,1463,5354,6331,5841,5094,6829,5033,3030,8711,6111,6449,8100,9275,3931,7019,3672,9761,7563,4571,9348,2072,8776,3193,3919,4707,6895,5212,7430,2618,8298,152,1529,3355,3283,2055,3819,9324,4669,665,4067,1983,4992,5541,9093,3111,763,5929,2297,792,9435,6765,9760,8648,7936,2281,9469,4325,4000,7124,9655,4080,4018,6865,4826,8507,719,6598,1205,304,4596,3877,2669,5168,5812,5248,6994,5352,7360,9887,1692,884,4805
5,7485,8970,9425,2224,4478,9560,850,8702,3952,9811,6512,4921,1617,6909,1493,8498,601,1284,5969,3997,5919,2953,3444,9675,4120,2418,3923,7355,1134,4003,3725,3784,3335,1421,609,4006,1770,2133,7422,6783,5408,8470,3638,6422,3710,4113,8226,8364,8129,1761,1753,6769,1780,5938,4228,2423,9518,3802,4958,3512,136,7388,4300,6463,7370,5395,2651,2048,4246,7566,7434,5078,5687,6291,927,6252,1049,1612,9524,9352,1031,6800,2570,7944,3814,5107,7649,750,5872,8669,2428,8307,5468,8094,5663,3125,6309,3292,7692,8585
6,4232,8500,4759,1342,1168,5925,3394,9339,8695,1827,2394,4949,6632,8861,8146,4927,359,9197,3628,376,2194,7635,3076,7230,194,7234,8707,413,2567,6399,2255,4994,1007,594,3016,4381,901,7820,7708,8930,9021,8295,383,7020,6092,2566,2783,3470,7194,2951,5833,2672,6931,3667,5011,9426,9314,3019,6986,6283,1474,7570,6859,2742,8807,3948,5150,2876,6327,9025,8733,3906,5204,7501,6066,270,6276,4117,5426,1038,5303,989,9394,2557,1604,7143,9794,4011,2448,8284,3851,4725,779,4330,333,2005,8020,8839,9183,8321
7,2903,3376,193,8254,770,8720,5970,5410,2317,8608,3793,2017,2655,8814,911,7522,9152,6531,2768,2576,6976,7039,3619,3279,9198,6509,5111,1077,1630,3432,6469,4605,117,6594,7705,5193,6618,6317,2208,3713,8267,7457,3858,3897,4032,2193,8291,5751,4146,1438,2670,3782,1931,3548,2268,1381,9270,3833,8884,7518,9249,5510,6105,5152,9672,1577,3352,966,6707,1732,4761,4812,982,8734,8268,7665,6065,7299,2735,5444,2534,1614,1423,4276,5225,1252,6733,8681,1520,7862,8895,1320,8544,9677,3012,8931,3212,5005,8511,9952
8,2486,3284,3265,7882,1264,3778,2190,5348,60,2664,9232,958,4051,1568,2364,7411,7195,7828,5904,6857,8292,4088,483,6332,3620,4285,4746,6128,328,1951,7609,6838,1592,4859,3492,4982,9621,173,5584,9630,1014,8583,7756,1116,9680,7067,9266,4480,4396,9685,7308,2007,841,5918,2811,4897,2285,7174,762,9545,3009,3602,4858,9029,256,9159,853,5897,1140,7295,1687,1222,729,2272,2650,1709,8059,7500,1419,3314,5145,7834,5251,6430,1397,2944,9716,9940,9831,7886,5500,9869,6955,4766,7707,6907,9595,9321,6995,3589
9,3197,5505,1208,3268,8900,5538,9496,4658,9312,8394,2135,481,5515,9656,3057,3428,760,2081,5636,2718,1973,2377,10,5249,8982,9719,2591,2467,2564,8303,9301,913,3866,3639,3730,8468,672,3899,7453,8655,3077,3081,3350,6863,501,2912,2509,4718,4294,3883,3557,9347,942,6337,4610,5692,4501,432,9807,1519,2697,6444,4407,8293,8010,7259,6563,4017,7950,6075,9470,2757,5714,9282,3467,9262,9978,1921,5748,9207,8637,7586,8426,6094,110,7998,1465,106,4719,6104,3142,957,6019,5613,8109,5047,4743,3864,1892,9192
