,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,862,211,287,762,485,535,562,61,168,179,463,724,803,620,60,173,284,504,540,843,564,877,833,86,458,318,330,638,261,24
1,728,275,505,365,85,894,248,325,642,260,322,459,552,400,343,580,738,811,244,622,699,652,228,15,717,317,559,743,6,181
2,665,548,465,483,252,363,401,476,10,780,147,765,590,773,395,335,337,71,178,703,759,46,769,259,754,793,223,62,487,626
3,436,226,827,844,233,669,420,473,466,742,306,215,805,53,898,346,5,639,94,204,478,40,11,774,632,896,488,72,618,605
4,145,256,729,16,111,350,242,105,884,611,834,152,144,577,100,4,687,868,404,279,298,474,560,824,686,434,594,521,746,880
5,225,269,52,308,571,796,678,588,585,238,836,541,331,390,778,727,354,67,847,282,592,557,573,508,56,257,103,492,76,838
6,163,329,662,761,237,677,555,122,198,567,199,157,744,855,800,689,858,706,468,692,361,8,192,601,446,182,7,265,718,296
7,51,232,616,823,683,206,210,850,771,1,274,863,388,391,736,407,387,112,26,440,438,772,469,791,837,353,529,448,202,209
8,867,3,545,490,44,381,704,680,414,75,435,553,740,230,412,574,756,673,681,663,146,631,97,578,452,264,534,373,271,249
9,501,893,33,887,612,792,125,419,114,812,421,333,500,668,243,143,324,227,870,518,685,23,649,310,55,820,732,307,117,382
10,770,430,328,247,566,119,359,133,813,537,297,550,171,883,162,826,200,839,864,121,95,389,817,464,815,682,263,43,633,99
11,2,134,857,316,83,874,432,753,576,309,410,627,57,895,888,722,347,511,739,132,292,141,710,207,39,214,138,845,375,890
12,190,830,288,69,688,201,609,810,126,885,222,584,519,804,520,428,372,54,101,185,262,586,795,842,599,628,283,293,272,470
13,408,624,48,9,806,637,366,376,866,802,135,49,118,130,369,254,191,409,891,444,533,12,714,635,336,351,878,733,575,816
14,527,598,531,457,31,231,763,558,614,379,691,302,561,406,21,674,102,760,684,131,285,679,589,270,480,735,524,493,280,159
15,667,240,305,551,607,356,383,797,831,127,818,50,749,110,659,194,640,656,170,582,764,822,197,66,290,36,646,648,151,403
16,549,177,872,205,164,25,327,63,530,219,514,522,377,425,137,447,380,593,781,755,515,865,88,719,374,539,413,479,636,825
17,716,502,402,629,116,451,443,234,92,224,672,725,208,106,482,807,510,453,58,832,251,572,176,120,600,785,424,741,829,355
18,528,79,849,875,475,89,799,396,445,394,313,378,595,166,666,17,766,697,417,625,532,821,104,34,289,596,848,339,45,338
19,798,694,41,783,456,647,709,854,542,187,494,587,18,751,47,291,563,77,65,544,439,221,579,702,344,332,437,506,340,467
20,142,509,602,229,698,881,899,745,345,782,543,258,253,491,661,193,27,38,462,786,320,255,597,319,455,155,606,294,565,405
21,570,737,326,158,897,900,109,841,859,362,809,20,295,747,286,752,398,581,750,78,701,70,267,90,175,460,13,213,525,526
22,278,693,393,415,788,886,186,670,37,167,399,630,368,107,700,300,790,429,19,873,245,341,342,367,108,150,554,758,871,651
23,604,852,384,726,869,42,860,32,461,644,281,276,690,189,14,161,352,486,730,721,59,277,768,507,418,73,608,776,87,568
24,149,617,411,357,789,268,28,454,236,422,711,195,828,889,655,784,801,547,196,172,481,80,169,140,794,720,311,392,615,304
25,321,98,218,136,496,203,731,441,239,220,82,538,184,156,707,427,853,569,30,882,653,657,517,623,315,450,814,654,658,643
26,650,512,641,645,675,188,546,123,303,819,416,775,358,705,723,856,165,68,91,153,471,892,503,695,139,212,348,148,660,35
27,603,583,314,160,246,22,216,84,777,757,426,385,423,180,472,154,484,386,876,115,840,621,370,861,431,497,273,449,664,846
28,29,851,250,96,81,708,128,433,397,266,349,523,536,183,364,808,715,591,879,64,516,835,334,613,787,499,323,489,556,312
29,371,513,734,713,671,124,477,619,174,748,696,779,610,235,217,442,129,93,360,74,241,299,498,495,634,767,712,301,676,113
