,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,752,750,747,267,90,286,737,570,20,841,398,175,900,525,859,13,809,526,78,109,213,897,581,362,326,460,701,295,158,70
1,161,730,189,768,507,14,852,604,276,32,352,418,42,87,461,608,281,568,721,860,776,869,486,644,384,73,59,690,726,277
2,143,870,668,649,310,243,893,501,333,419,324,55,792,117,114,732,421,382,518,125,307,612,227,812,33,820,685,500,887,23
3,194,170,110,197,66,659,240,667,50,797,640,290,356,151,831,646,818,403,582,383,648,607,656,127,305,36,764,749,551,822
4,727,847,390,573,508,778,269,225,541,588,354,56,796,76,585,103,836,838,282,678,492,571,67,238,52,257,592,331,308,557
5,173,540,620,833,86,60,211,862,724,61,284,458,535,261,168,330,463,24,843,562,638,485,504,179,287,318,564,803,762,877
6,4,404,577,560,824,100,256,145,152,105,687,686,350,746,884,594,834,880,279,242,521,111,868,611,729,434,298,144,16,474
7,574,681,230,97,578,412,3,867,553,680,756,452,381,271,414,534,435,249,622,704,373,85,673,75,545,264,146,740,490,631
8,300,19,107,342,367,700,693,278,630,670,790,108,886,871,37,554,399,651,873,186,758,788,429,167,393,150,245,368,415,341
9,346,94,53,11,774,898,226,436,215,473,5,632,669,618,466,488,306,605,204,420,72,233,639,742,827,896,478,805,844,40
10,674,684,406,589,270,21,598,527,302,558,102,480,231,280,614,524,691,159,131,763,493,31,760,379,531,735,285,561,457,679
11,808,879,183,334,613,364,851,29,523,433,715,787,708,556,397,323,349,312,64,128,489,81,591,266,250,499,516,536,96,835
12,193,462,491,597,319,661,509,142,258,745,27,455,881,565,345,606,543,405,786,899,294,698,38,782,602,155,320,253,229,255
13,427,30,156,517,623,707,98,321,538,441,853,315,203,658,239,814,82,643,882,731,654,496,569,220,218,450,653,184,136,657
14,442,360,235,498,495,217,513,371,779,619,129,634,124,676,174,712,696,113,74,477,301,671,93,748,734,767,241,610,713,299
15,689,468,855,192,601,800,329,163,157,122,858,446,677,718,198,7,199,296,692,555,265,237,706,567,662,182,361,744,761,8
16,856,91,705,503,695,723,512,650,775,123,165,139,188,660,303,348,416,35,153,546,148,675,68,819,641,212,471,358,645,892
17,826,864,883,817,464,162,430,770,550,133,200,815,119,633,813,263,297,99,121,359,43,566,839,537,328,682,95,171,247,389
18,407,26,391,469,791,736,232,51,863,850,387,837,201,202,771,529,274,209,440,210,448,688,112,1,616,353,438,388,823,772
19,335,178,773,769,259,395,548,665,765,476,337,754,363,487,10,223,147,626,703,401,62,252,71,780,465,793,759,590,483,46
20,722,739,895,710,207,888,134,2,627,753,347,39,874,375,576,138,410,890,132,432,845,83,511,309,857,214,292,57,316,141
21,291,65,751,579,702,47,694,798,587,854,563,344,647,340,542,437,494,467,544,709,506,456,77,187,41,332,439,18,783,221
22,17,417,166,104,34,666,79,528,378,396,766,289,89,45,445,848,313,338,625,799,339,475,697,394,849,596,532,595,875,821
23,784,196,889,169,140,655,617,149,195,454,801,794,268,615,236,311,711,304,172,28,392,789,547,422,411,720,481,828,357,80
24,254,891,130,714,635,369,624,408,49,376,191,336,637,575,866,878,135,816,444,366,733,806,409,802,48,351,533,118,9,12
25,154,876,180,370,861,472,583,603,385,84,484,431,22,664,777,273,426,846,115,216,449,246,386,757,314,497,840,423,160,621
26,447,781,425,88,719,137,177,549,522,63,380,374,25,636,530,413,514,825,755,327,479,164,593,219,872,539,515,377,205,865
27,807,58,106,176,120,482,502,716,725,234,510,600,451,829,92,424,672,355,832,443,741,116,453,224,402,785,251,208,629,572
28,428,101,804,795,842,520,830,190,584,810,372,599,206,272,126,283,222,470,185,609,293,683,54,885,288,628,262,519,69,586
29,580,244,400,228,15,343,275,728,459,325,738,717,894,6,642,559,322,181,663,248,743,44,811,260,505,317,699,552,365,652
