,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,746,611,404,824,884,242,279,105,560,594,729,100,521,4,686,834,687,880,256,16,868,145,474,152,350,577,298,144,434,111
1,660,819,91,695,303,546,153,123,503,348,641,723,148,856,139,416,165,35,512,645,68,650,892,775,188,705,471,358,212,675
2,272,885,101,842,126,609,185,810,795,283,288,520,293,428,599,222,372,470,830,69,54,190,586,584,201,804,262,519,628,688
3,487,780,178,259,10,401,703,476,769,223,465,395,62,335,754,147,337,626,548,483,71,665,46,765,363,773,759,590,793,252
4,6,260,244,15,642,248,622,325,228,559,505,343,743,580,717,322,738,181,275,365,811,728,652,459,894,400,699,552,317,85
5,718,567,468,601,198,555,692,122,192,7,662,800,265,689,446,199,858,296,329,761,706,163,8,157,677,855,361,744,182,237
6,871,167,19,367,37,186,873,670,342,554,393,700,758,300,108,399,790,651,693,415,429,278,341,630,886,107,245,368,150,788
7,575,802,891,635,866,366,444,376,714,878,48,369,733,254,336,135,191,816,624,9,409,408,12,49,637,130,533,118,351,806
8,664,757,876,861,777,216,115,84,370,273,314,472,449,154,431,426,484,846,583,160,386,603,621,385,22,180,840,423,497,246
9,340,187,65,702,542,709,544,854,579,437,41,47,506,291,344,494,563,467,694,783,77,798,221,587,647,751,439,18,332,456
10,261,179,540,86,168,562,843,61,833,330,287,60,638,173,458,463,284,24,211,762,504,862,877,724,535,620,564,803,318,485
11,117,812,870,310,114,125,518,419,649,732,33,243,307,143,55,421,324,382,893,887,227,501,23,333,792,668,685,500,820,612
12,280,379,684,270,614,763,131,558,589,524,531,21,493,674,480,691,102,159,598,457,760,527,679,302,231,406,285,561,735,31
13,45,394,417,34,445,799,625,396,104,848,849,666,339,17,289,313,766,338,79,875,697,528,821,378,89,166,532,595,596,475
14,375,309,739,207,576,432,132,753,710,138,857,888,845,722,39,410,347,890,134,316,511,2,141,627,874,895,292,57,214,83
15,633,537,864,464,813,359,121,133,817,263,328,162,43,826,815,297,200,99,430,247,839,770,389,550,119,883,95,171,682,566
16,525,362,750,90,859,109,78,841,267,13,326,286,213,752,175,809,398,526,737,158,581,570,70,20,900,747,701,295,460,897
17,829,224,58,120,92,443,832,234,176,424,402,482,741,807,600,672,510,355,502,629,453,716,572,725,451,106,251,208,785,116
18,556,266,879,613,397,128,64,433,334,323,250,364,489,808,787,349,715,312,851,96,591,29,835,523,708,183,516,536,499,81
19,565,782,462,319,345,899,786,745,597,606,602,661,294,193,455,543,27,405,509,229,38,142,255,258,881,491,320,253,155,698
20,87,644,730,507,461,860,721,32,768,608,384,14,776,161,418,281,352,568,852,726,486,604,277,276,42,189,59,690,73,869
21,271,75,681,578,414,704,663,680,97,534,545,412,373,574,452,435,756,249,3,490,673,867,631,553,381,230,146,740,264,44
22,636,219,781,719,530,327,755,63,88,413,872,137,479,447,374,514,380,825,177,205,593,549,865,522,25,425,515,377,539,164
23,76,238,847,508,585,678,282,588,573,103,52,778,492,727,56,836,354,838,269,308,67,225,557,541,796,390,592,331,257,571
24,676,748,360,495,174,477,74,619,498,712,734,217,301,442,634,696,129,113,513,713,93,371,299,779,124,235,241,610,767,671
25,151,127,170,66,831,383,582,797,197,646,305,659,648,194,290,818,640,403,240,551,656,667,822,50,356,110,764,749,36,607
26,615,422,196,140,236,28,172,454,169,311,411,655,392,784,794,711,801,304,617,357,547,149,80,195,268,889,481,828,720,789
27,618,742,94,774,466,420,204,473,11,488,827,898,72,346,632,306,5,605,226,844,639,436,40,215,669,53,478,805,896,233
28,202,1,26,791,771,210,440,850,469,529,616,736,448,407,837,274,387,209,232,823,112,51,772,863,206,391,438,388,353,683
29,658,220,30,623,239,731,882,441,517,814,218,707,654,427,315,82,853,643,98,136,569,321,657,538,203,156,653,184,450,496
