,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,896,436,805,306,478,11,40,226,618,827,632,639,488,466,204,898,774,5,669,53,94,473,420,233,742,346,844,72,215,605
1,539,549,377,514,515,88,865,177,636,872,374,593,413,530,755,137,719,380,25,425,781,63,327,164,219,447,205,479,522,825
2,150,278,368,399,245,342,341,693,871,393,108,429,554,37,873,700,367,790,886,107,19,670,186,788,167,300,415,758,630,651
3,497,603,423,426,840,370,621,583,664,314,431,386,273,777,115,472,861,484,22,180,876,84,216,246,757,154,160,449,385,846
4,596,528,595,313,532,104,821,79,45,849,289,697,848,445,625,666,34,766,89,166,417,396,799,475,394,17,875,339,378,338
5,73,604,690,281,59,768,277,852,87,384,418,486,608,461,721,14,507,352,42,189,730,32,860,869,644,161,726,776,276,568
6,182,163,744,199,361,192,8,329,718,662,446,706,7,198,692,800,601,858,677,855,468,122,555,237,567,689,761,265,157,296
7,36,667,749,818,764,197,822,240,151,305,290,656,646,831,582,659,66,640,356,110,170,797,383,607,127,194,551,648,50,403
8,450,321,184,82,653,517,657,98,658,218,315,569,814,239,882,707,623,853,203,156,30,441,731,496,220,427,136,654,538,643
9,460,570,295,809,701,267,70,737,525,326,175,581,13,859,78,286,90,398,900,747,750,841,109,897,362,752,158,213,20,526
10,257,225,331,836,592,573,557,269,76,52,56,67,103,585,282,778,508,354,796,390,847,588,678,571,238,727,308,492,541,838
11,628,190,519,222,262,795,586,830,272,288,599,54,283,126,185,520,842,372,201,804,101,810,609,688,885,428,69,293,584,470
12,264,867,740,435,146,97,631,3,271,545,452,673,534,414,663,412,578,756,381,230,681,680,704,44,75,574,490,373,553,249
13,682,770,171,297,95,817,389,430,633,328,815,839,263,813,121,162,464,200,119,883,864,133,359,566,537,826,247,43,550,99
14,353,51,388,274,438,469,772,232,202,616,837,112,529,771,440,736,791,387,206,391,26,850,210,683,1,407,823,448,863,209
15,720,149,828,711,481,169,80,617,615,411,794,547,311,236,172,655,140,801,268,889,196,454,28,789,422,784,357,392,195,304
16,351,408,118,135,533,714,12,624,575,48,336,409,878,866,444,369,635,191,637,130,891,376,366,806,802,254,9,733,49,816
17,155,142,253,543,320,597,255,509,565,602,455,38,606,345,786,661,319,27,881,491,462,745,899,698,782,193,229,294,258,405
18,820,501,500,421,685,649,23,893,117,33,55,227,732,114,518,243,310,324,792,668,870,419,125,612,812,143,887,307,333,382
19,767,371,610,696,241,498,299,513,676,734,634,93,712,174,74,217,495,129,124,235,360,619,477,671,748,442,713,301,779,113
20,434,145,144,834,298,560,474,256,746,729,686,868,594,884,279,100,824,687,350,577,404,105,242,111,611,4,16,521,152,880
21,318,862,803,463,564,833,877,211,261,287,458,504,330,168,843,60,86,284,535,620,540,61,562,485,179,173,762,638,724,24
22,317,728,552,322,699,228,652,275,6,505,717,811,559,642,622,343,15,738,894,400,244,325,248,85,260,580,365,743,459,181
23,332,798,18,494,439,579,221,694,340,41,344,77,437,542,544,47,702,563,647,751,65,854,709,456,187,291,783,506,587,467
24,499,29,536,349,516,334,835,851,556,250,787,591,323,397,64,364,613,715,708,183,879,433,128,81,266,808,96,489,523,312
25,212,650,358,416,471,503,892,512,660,641,139,68,348,303,153,723,695,165,188,705,91,123,546,675,819,856,645,148,775,35
26,793,665,590,147,759,769,46,548,487,465,754,71,223,10,703,395,259,337,363,773,178,476,401,252,780,335,483,62,765,626
27,214,2,57,410,292,710,141,134,375,857,39,511,138,576,132,888,207,347,874,895,739,753,432,83,309,722,316,845,627,890
28,785,716,208,672,251,176,572,502,829,402,600,453,424,92,832,482,120,510,451,106,58,234,443,116,224,807,629,741,725,355
29,735,527,561,691,285,589,679,598,280,531,480,760,524,614,131,21,270,102,231,406,684,558,763,31,379,674,457,493,302,159
