,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,825,447,25,539,327,530,549,137,413,479,63,205,177,872,755,514,88,719,593,374,377,380,219,164,425,522,865,781,515,636
1,355,807,451,785,443,92,716,482,424,741,234,629,502,402,832,672,176,120,453,600,208,510,224,116,106,725,572,58,251,829
2,651,300,886,150,186,37,278,700,554,758,670,415,693,393,873,399,342,367,429,108,368,790,167,788,107,630,341,19,245,871
3,35,856,188,212,546,303,650,723,348,148,123,645,512,641,153,416,503,695,68,139,358,165,819,675,705,775,892,91,471,660
4,181,580,894,317,248,642,728,343,559,743,325,365,275,505,622,322,228,15,811,717,552,738,260,85,400,459,652,244,699,6
5,568,161,42,73,860,461,604,14,608,776,32,726,852,384,721,281,768,507,486,418,690,352,644,869,189,276,277,730,59,87
6,113,442,124,767,477,174,371,217,712,301,619,713,513,734,74,696,498,495,93,634,610,129,748,671,235,779,299,360,241,676
7,209,407,206,353,210,771,51,736,529,448,850,823,232,616,440,274,469,791,112,837,388,387,1,683,391,863,772,26,438,202
8,626,335,363,793,401,10,665,395,223,62,476,483,548,465,703,147,769,259,71,754,590,337,780,252,773,765,46,178,759,487
9,338,17,89,596,799,445,528,666,848,339,396,875,79,849,625,313,104,34,697,289,595,766,394,475,166,378,821,417,532,45
10,467,291,647,332,709,542,798,47,437,506,854,783,694,41,544,494,579,702,77,344,18,563,187,456,751,587,221,65,439,340
11,816,254,637,351,366,866,408,369,878,733,376,9,624,48,444,135,714,635,409,336,118,191,802,806,130,49,12,891,533,575
12,643,427,203,450,731,239,321,707,814,654,441,136,98,218,882,82,517,623,569,315,184,853,220,496,156,538,657,30,653,658
13,312,808,708,499,128,397,29,364,323,489,433,96,851,250,64,349,334,613,591,787,536,715,266,81,183,523,835,879,516,556
14,890,722,874,214,432,576,2,888,138,845,753,316,134,857,132,410,710,207,511,39,57,347,309,83,895,627,141,739,292,375
15,382,143,792,820,125,114,501,243,732,307,419,887,893,33,518,421,649,310,227,55,500,324,812,612,668,333,23,870,685,117
16,470,428,201,628,609,126,190,520,283,293,810,69,830,288,185,222,795,842,54,599,519,372,885,688,804,584,586,101,262,272
17,880,4,350,434,242,884,145,100,594,521,105,16,256,729,279,834,560,824,868,686,144,687,611,111,577,152,474,404,298,746
18,838,727,796,257,678,585,225,778,103,492,588,308,269,52,282,836,573,508,67,56,331,354,238,571,390,541,557,847,592,76
19,159,674,231,735,763,614,527,21,524,493,558,457,598,531,131,691,589,270,760,480,561,102,379,31,406,302,679,684,285,280
20,249,574,381,264,704,414,867,412,534,373,680,490,3,545,663,435,97,578,673,452,740,756,75,44,230,553,631,681,146,271
21,846,154,22,497,216,777,603,472,273,449,84,160,583,314,115,426,370,861,386,431,423,484,757,246,180,385,621,876,840,664
22,526,752,900,460,109,859,570,286,13,213,841,158,737,326,78,809,267,90,581,175,295,398,362,897,747,20,70,750,701,525
23,99,826,119,682,359,813,770,162,263,43,133,247,430,328,121,297,817,464,839,815,171,200,537,566,883,550,389,864,95,633
24,296,689,677,182,555,198,163,800,7,265,122,761,329,662,692,199,192,601,706,446,744,858,567,237,855,157,8,468,361,718
25,405,193,881,155,899,345,142,661,606,294,745,229,509,602,786,543,597,319,38,455,253,27,782,698,491,258,255,462,320,565
26,605,346,669,896,420,466,436,898,488,72,473,844,226,827,204,306,11,774,639,632,805,5,742,233,53,215,40,94,478,618
27,24,173,535,318,562,168,862,60,330,638,61,762,211,287,843,463,833,86,504,458,803,284,179,485,620,724,877,540,564,261
28,304,784,268,720,28,236,149,655,311,392,454,357,617,411,172,711,169,140,547,794,828,801,422,789,889,195,80,196,481,615
29,403,194,356,36,383,831,667,659,646,648,797,551,240,305,582,818,197,66,656,290,749,640,127,607,110,50,822,170,764,151
