,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,418,726,608,73,690,59,730,42,776,860,161,281,568,276,869,352,768,604,852,721,14,189,507,384,486,32,277,644,461,87
1,55,887,732,820,500,685,870,792,307,125,143,421,382,333,612,324,649,501,893,518,243,668,310,33,227,419,23,812,114,117
2,686,16,594,434,144,298,404,350,521,242,4,834,880,152,111,687,560,145,256,279,100,577,824,729,868,105,474,611,884,746
3,480,457,524,735,561,285,684,231,493,763,674,691,159,302,31,102,589,527,598,131,21,406,270,531,760,558,679,379,614,280
4,431,160,273,497,423,840,876,22,449,216,154,426,846,385,246,484,370,603,583,115,472,180,861,314,386,84,621,757,777,664
5,56,308,103,257,331,592,847,796,492,678,727,836,838,541,571,354,573,225,269,282,778,390,508,52,67,588,557,238,585,76
6,289,875,848,596,595,532,417,89,339,799,17,313,338,378,475,766,104,528,79,625,666,166,34,849,697,396,821,394,445,45
7,446,761,7,182,744,361,468,677,265,555,689,199,296,157,237,858,192,163,329,692,800,855,601,662,706,122,8,567,198,718
8,634,713,712,767,610,241,360,124,301,477,442,696,113,779,671,129,498,371,513,74,217,235,495,734,93,619,299,748,174,676
9,39,316,138,214,57,292,739,874,845,432,722,410,890,627,83,347,710,2,134,132,888,895,207,857,511,753,141,309,576,375
10,458,762,330,318,803,564,540,535,638,562,173,463,24,724,485,284,833,862,211,843,60,620,86,287,504,61,877,179,168,261
11,837,823,529,353,388,438,26,206,448,210,407,274,209,863,683,387,469,51,232,440,736,391,791,616,112,850,772,1,771,202
12,754,483,223,793,590,759,178,363,62,401,335,147,626,765,252,337,769,665,548,703,395,773,259,465,71,476,46,780,10,487
13,455,229,606,155,253,320,462,881,294,899,193,543,405,258,698,27,597,142,509,786,661,491,319,602,38,745,255,782,345,565
14,139,645,348,212,358,471,91,188,148,546,856,416,35,775,675,165,503,650,512,153,723,705,695,641,68,123,892,819,303,660
15,336,9,878,351,118,533,891,637,733,366,254,135,816,49,806,191,714,408,624,444,369,130,635,48,409,376,12,802,866,575
16,794,357,311,720,828,481,196,268,392,28,784,711,304,195,789,801,169,149,617,172,655,889,140,411,547,454,80,422,236,615
17,108,415,554,150,368,245,19,886,758,186,300,399,651,630,788,790,342,278,693,873,700,107,367,393,429,670,341,167,37,871
18,815,247,263,682,171,95,864,119,43,359,826,297,99,550,566,200,817,770,430,121,162,883,464,328,839,133,389,537,813,633
19,632,844,488,896,805,478,94,669,72,420,346,306,605,215,233,5,11,436,226,204,898,53,774,827,639,473,40,742,466,618
20,290,551,646,36,749,764,170,356,648,383,194,818,403,50,607,640,197,667,240,582,659,110,66,305,656,797,822,127,831,151
21,600,629,424,785,208,251,58,451,741,443,807,672,355,725,116,510,176,716,502,832,482,106,120,402,453,234,572,224,92,829
22,374,205,413,539,377,515,781,25,479,327,447,514,825,522,164,380,88,549,177,755,137,425,719,872,593,63,865,219,530,636
23,787,96,323,499,536,516,879,708,489,128,808,349,312,523,81,715,334,29,851,64,364,183,613,250,591,433,835,266,397,556
24,452,490,534,264,740,146,681,381,373,704,574,435,249,553,44,756,97,867,3,663,412,230,578,545,673,680,631,75,414,271
25,315,136,814,450,184,653,30,203,654,731,427,82,643,538,496,853,517,321,98,882,707,156,623,218,569,441,657,220,239,658
26,599,69,283,628,519,262,101,201,293,609,428,222,470,584,688,372,795,190,830,185,520,804,842,288,54,810,586,885,126,272
27,717,365,559,317,552,699,244,894,743,248,580,322,181,459,85,738,228,728,275,622,343,400,15,505,811,325,652,260,642,6
28,344,783,437,332,18,439,65,647,506,709,291,494,467,587,456,563,579,798,694,544,47,751,702,41,77,854,221,187,542,340
29,175,158,13,460,295,701,750,900,213,109,752,809,526,20,897,398,267,570,737,78,286,747,90,326,581,841,70,362,859,525
