,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,375,290,24,241,1,34,380,47,257,181,383,101,111,130,170,296,69,346,240,334
1,345,3,336,92,117,374,120,173,252,152,6,234,225,161,276,308,147,396,169,124
2,158,66,227,335,323,143,27,231,248,89,250,43,304,291,347,297,314,83,28,206
3,235,138,364,153,44,400,357,84,397,294,150,284,11,86,95,20,88,260,163,387
4,110,204,36,155,67,239,71,254,156,115,177,274,167,87,356,395,328,388,280,151
5,131,285,49,99,232,5,40,57,326,144,137,286,316,160,355,325,293,180,263,327
6,23,165,338,329,154,41,142,208,313,7,162,384,193,282,58,114,367,246,267,217
7,222,21,133,378,171,353,197,385,8,379,273,238,90,233,80,213,78,52,164,342
8,9,391,209,100,224,289,392,62,210,10,366,211,179,279,365,81,32,126,399,76
9,102,194,287,31,50,272,330,186,45,25,352,174,237,363,371,70,315,185,348,73
10,51,270,283,322,212,200,245,242,259,390,4,74,191,341,26,116,275,166,33,310
11,146,264,292,324,343,382,229,236,377,59,309,123,358,18,189,103,121,12,29,96
12,128,13,157,68,362,79,176,205,244,168,253,337,320,251,373,202,201,42,243,188
13,370,301,119,278,72,187,91,376,220,300,321,148,198,182,19,219,230,112,127,140
14,228,82,386,136,261,318,369,190,15,319,107,125,16,199,122,207,333,247,135,215
15,354,295,258,30,159,37,56,118,106,350,331,394,340,14,65,183,85,305,398,132
16,332,372,94,214,307,149,104,172,54,196,46,108,361,268,255,269,109,218,344,38
17,359,262,2,192,389,17,303,277,306,360,60,98,48,175,113,203,351,63,134,298
18,271,339,35,349,256,265,288,139,22,223,145,75,216,97,311,312,221,302,105,39
19,61,55,381,184,266,226,93,368,195,249,178,299,129,393,64,77,53,281,141,317
