,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,87,107,326,4,140,347,192,186,110,329,274,388,302,343,28,162,205,126,340,14
1,353,288,268,26,178,375,226,115,188,283,58,276,34,224,227,290,54,44,342,161
2,311,164,52,64,253,37,248,307,361,131,66,77,176,359,62,314,395,252,25,356
3,21,240,322,211,396,366,348,76,135,364,24,219,306,148,212,221,214,134,36,17
4,63,247,46,390,336,201,195,55,239,74,199,386,113,209,303,5,273,70,294,312
5,327,208,150,263,119,295,146,191,157,84,354,197,95,238,246,222,218,49,296,155
6,320,373,85,11,376,120,145,170,289,106,13,216,279,190,257,45,29,394,230,362
7,315,169,200,384,206,277,132,65,78,156,228,328,313,80,393,334,56,127,20,149
8,352,33,298,225,112,299,123,310,380,39,48,16,117,345,350,357,250,166,167,23
9,116,285,31,379,249,51,245,183,159,272,389,69,349,174,27,93,278,377,141,143
10,109,160,125,12,398,90,259,271,381,130,187,61,213,59,338,3,152,332,399,331
11,256,139,75,108,341,128,383,9,229,392,374,129,102,81,41,291,232,372,260,68
12,179,241,275,121,104,114,35,387,19,99,286,369,193,236,96,305,137,301,251,262
13,40,237,365,325,165,367,318,97,7,168,284,15,280,163,32,172,124,355,204,292
14,346,73,91,194,57,231,217,339,92,270,173,184,282,198,400,86,220,79,154,324
15,94,293,175,391,2,30,43,266,171,358,177,323,1,203,308,50,360,196,234,335
16,122,72,344,181,144,8,98,337,265,321,118,233,269,151,255,385,309,185,60,153
17,22,382,53,304,47,202,207,243,189,105,254,42,261,223,82,370,258,6,397,363
18,333,18,351,316,100,330,317,103,264,147,136,371,83,67,215,267,88,235,89,180
19,244,281,378,101,287,142,133,300,297,182,368,111,242,319,138,38,158,210,71,10
