,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,774,314,581,420,455,66,338,840,469,733,462,21,826,238,650,202,283,797,727,152,133,587,54,824,167,731,142,135,579,815
1,827,270,99,435,628,622,706,264,194,123,646,348,436,245,182,768,278,197,508,328,354,617,310,881,744,456,40,886,677,446
2,629,752,688,416,678,304,93,669,623,413,536,559,452,598,62,76,94,381,672,537,353,362,879,631,138,27,599,397,9,888
3,92,73,4,685,515,476,43,311,140,753,185,900,91,892,665,47,807,802,216,552,739,517,340,747,711,759,400,294,424,335
4,257,788,769,127,500,429,265,393,261,649,71,833,285,191,214,831,692,409,746,764,65,851,490,42,262,832,820,1,658,20
5,761,401,858,605,98,183,680,750,315,58,150,303,281,707,663,442,79,657,386,51,847,573,195,307,360,640,470,406,801,488
6,438,324,780,503,337,575,361,616,561,736,108,248,781,390,816,387,175,69,724,23,379,266,377,697,277,758,302,364,273,870
7,577,482,100,819,212,193,67,681,320,357,743,803,789,546,82,422,811,344,225,267,588,644,465,106,441,668,392,473,786,112
8,792,352,168,136,433,494,829,59,403,124,740,726,837,700,44,865,53,345,498,862,426,111,327,46,102,595,84,766,734,864
9,421,643,6,200,576,799,633,367,351,432,745,89,217,430,411,489,242,580,188,533,625,389,31,297,582,755,775,224,891,594
10,210,778,399,571,196,885,567,274,117,243,256,417,487,305,670,648,145,666,484,549,190,322,822,534,330,770,520,113,383,664
11,18,762,450,159,177,877,366,275,276,288,782,684,356,710,437,16,461,512,725,396,562,756,741,659,825,24,369,589,180,83
12,880,806,893,41,853,148,25,184,131,158,380,641,504,14,518,654,866,74,735,298,652,137,236,160,860,229,808,603,166,861
13,667,434,661,60,763,181,719,68,809,699,139,371,502,55,812,656,568,173,13,385,527,856,671,683,384,454,687,52,341,125
14,423,475,201,679,712,749,556,800,708,714,346,286,791,290,118,172,157,349,5,407,258,626,56,890,852,783,419,213,35,445
15,676,63,105,838,391,179,882,874,178,86,555,375,425,280,790,614,382,378,347,449,268,513,439,412,293,584,427,607,519,586
16,115,754,642,61,553,453,610,720,525,359,29,550,90,70,857,169,686,263,206,565,705,836,645,107,299,237,785,358,738,528
17,122,85,732,535,675,570,854,15,516,717,597,873,228,647,506,244,408,585,325,233,141,444,841,414,443,77,715,279,531,163
18,205,170,795,702,499,154,331,376,468,342,578,602,129,495,818,50,713,660,621,405,119,472,898,511,729,601,722,186,36,128
19,103,370,458,176,312,509,350,72,395,835,591,97,884,394,787,620,321,542,636,463,486,28,199,143,612,333,887,798,566,548
20,120,373,309,492,363,254,540,600,547,355,846,560,544,448,751,171,606,651,8,514,662,334,300,249,521,234,630,718,604,211
21,541,593,272,632,174,153,415,895,222,239,695,26,510,221,255,592,96,619,251,704,844,253,868,828,696,479,287,850,78,227
22,757,39,872,771,209,219,189,404,899,701,813,485,38,839,694,794,284,339,368,772,161,596,88,10,231,114,34,477,545,773
23,207,557,252,155,374,529,447,532,709,418,496,814,220,793,2,308,883,398,723,295,410,250,569,693,611,474,558,49,638,151
24,615,760,539,223,748,863,867,109,523,57,402,526,291,491,459,75,655,130,505,530,834,126,271,232,460,855,230,796,332,11
25,101,869,574,618,3,296,471,698,653,804,218,30,247,501,336,608,634,246,198,110,483,156,637,240,889,226,235,842,871,721
26,187,572,821,259,730,627,37,779,673,323,292,289,269,64,431,742,817,481,810,524,682,149,878,33,329,147,45,365,301,859
27,306,319,48,737,564,493,317,467,716,551,164,583,691,784,116,451,343,703,326,830,162,480,192,767,260,440,635,313,144,613
28,849,203,318,563,22,728,876,215,316,609,428,457,624,805,165,848,80,388,875,776,17,590,7,894,95,87,32,823,543,282
29,845,134,121,897,765,507,81,208,497,639,522,19,690,372,204,554,896,777,464,241,843,674,689,478,12,146,466,538,132,104
