,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,371,425,11,67,266,455,74,154,800,822,56,412,635,418,561,570,413,240,799,209,841,38,809,341,784,780,318,334,814,698
1,596,854,457,305,541,292,286,532,575,458,602,179,631,685,844,39,393,79,640,181,749,821,278,798,288,14,750,439,199,10
2,327,231,133,222,62,402,533,623,656,383,728,511,312,674,645,58,525,377,563,859,401,827,558,379,550,667,282,128,193,706
3,783,843,835,689,47,202,50,664,620,396,192,315,858,421,682,145,592,151,29,795,104,838,485,447,641,695,23,317,51,605
4,598,405,234,324,478,692,826,863,509,66,43,744,544,530,520,9,203,63,190,642,877,159,524,303,816,512,501,345,220,775
5,840,224,833,653,333,751,432,588,552,737,19,819,2,896,481,637,584,603,497,310,517,484,84,8,256,6,115,424,287,543
6,745,161,546,677,852,855,660,261,260,340,887,548,705,42,20,339,174,770,136,245,547,549,322,462,276,704,760,347,320,5
7,597,867,768,882,135,152,482,214,422,888,366,144,70,122,601,738,343,508,862,354,49,754,387,32,46,182,779,611,487,673
8,805,335,812,764,493,869,249,138,657,701,613,453,480,724,488,241,300,473,456,175,172,735,41,12,716,252,243,44,460,614
9,730,369,496,275,363,505,459,116,717,803,68,216,666,539,96,147,298,582,513,740,472,607,726,430,385,120,25,790,671,591
10,554,48,397,578,246,479,143,304,105,170,375,752,217,576,416,452,696,516,864,491,301,229,490,680,731,650,54,352,778,871
11,210,117,448,581,376,815,551,839,449,289,894,328,494,583,630,518,874,64,185,773,302,434,158,103,559,355,564,415,233,374
12,296,218,119,57,776,350,382,265,857,557,125,553,739,337,213,748,166,542,710,184,555,510,391,793,167,378,414,834,802,477
13,441,319,534,280,647,573,97,118,668,729,474,372,900,153,435,364,360,763,565,769,514,21,237,200,499,467,670,585,498,263
14,242,714,81,732,665,810,293,124,486,332,72,785,370,389,162,107,253,297,248,771,16,221,521,444,890,736,712,330,823,889
15,410,284,257,349,639,123,885,895,52,404,157,618,26,22,688,846,373,825,264,866,663,281,687,761,358,734,160,1,55,832
16,604,326,817,323,164,18,7,507,678,801,306,258,743,351,232,767,78,353,407,633,535,186,652,504,624,797,881,37,386,540
17,294,189,615,113,879,531,34,468,527,121,711,545,753,194,362,627,796,683,703,346,344,483,759,886,291,35,394,148,15,669
18,492,208,697,443,632,238,609,836,100,686,212,470,899,150,694,277,861,171,469,476,336,198,788,236,870,228,30,274,850,85
19,428,610,684,661,191,129,380,655,267,723,672,69,262,892,86,146,586,883,433,423,523,648,659,500,519,28,868,80,313,197
20,76,792,4,876,762,395,820,40,126,342,398,33,53,742,207,733,446,400,223,91,756,454,691,719,715,643,36,629,824,489
21,27,699,270,587,239,142,718,82,180,634,897,273,465,165,880,580,269,772,644,299,746,600,272,196,219,765,693,608,99,495
22,177,156,426,651,399,638,163,873,106,109,860,357,442,367,741,842,155,787,83,590,757,141,438,392,90,338,837,720,626,254
23,893,813,329,225,230,173,791,71,408,131,774,206,13,649,325,700,437,108,579,417,409,830,348,560,251,188,619,464,849,725
24,331,708,884,195,572,440,845,574,427,361,471,205,675,169,606,259,782,65,406,612,235,178,77,356,503,828,227,777,636,111
25,95,381,140,250,829,139,307,625,538,168,283,722,713,789,110,755,411,707,176,506,556,311,450,359,526,463,295,875,419,617
26,268,589,285,781,204,466,851,309,786,88,853,766,130,127,308,75,811,132,568,3,577,807,878,794,45,616,537,137,622,102
27,808,92,628,388,571,662,431,747,247,61,599,891,60,566,149,804,24,856,502,201,536,475,101,646,87,515,818,847,89,114
28,112,848,702,528,215,321,595,594,529,384,187,290,403,676,872,721,654,316,522,134,94,17,390,806,244,226,727,865,445,98
29,365,690,73,59,709,898,562,436,211,831,621,681,255,567,461,271,658,429,279,420,31,679,314,368,569,593,183,758,451,93
