,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,487,327,483,140,162,803,376,633,78,43,1,601,486,261,818,705,704,532,724,481,812,547,241,319,466,400,529,493,443,420
1,95,809,736,602,62,461,694,223,156,740,869,562,9,837,642,367,277,478,159,804,2,458,196,39,346,3,833,899,560,597
2,186,735,317,677,441,66,514,674,559,149,343,238,270,482,711,233,46,715,866,63,444,416,554,590,634,286,502,424,662,718
3,279,329,123,377,332,537,618,475,583,460,246,767,491,251,330,604,870,399,485,20,738,490,506,861,118,94,266,759,374,733
4,56,4,440,575,38,589,751,22,725,540,770,378,328,854,214,868,605,463,356,845,476,296,456,264,91,888,821,44,234,524
5,137,124,99,352,432,659,11,625,623,396,385,259,768,33,353,428,515,395,842,477,221,766,556,876,578,672,338,86,630,879
6,706,227,411,103,362,480,582,390,6,527,878,644,714,824,361,190,655,55,622,181,683,573,114,365,557,341,207,727,836,194
7,201,692,185,889,397,580,717,167,505,474,844,893,857,454,127,658,236,215,133,160,434,355,202,863,297,298,310,271,898,203
8,884,384,776,25,228,350,688,609,381,5,507,262,204,564,825,128,619,626,620,12,637,447,155,492,358,758,489,457,671,354
9,407,131,806,696,23,359,665,790,784,249,761,891,254,290,150,17,864,209,81,667,469,100,71,363,252,835,598,860,182,691
10,410,802,541,42,516,781,321,431,779,339,122,539,323,449,65,104,414,629,699,742,499,110,650,50,594,584,427,226,713,614
11,555,349,425,102,710,401,275,760,544,739,273,253,495,195,49,795,885,389,383,256,146,873,120,211,586,388,52,745,814,747
12,752,607,588,828,882,48,21,218,430,838,648,569,652,287,820,433,168,280,192,467,32,73,220,326,314,750,769,404,680,219
13,858,169,366,566,197,206,69,40,240,603,74,703,749,570,669,682,721,617,13,754,764,293,856,472,115,542,36,587,393,591
14,315,387,805,639,348,722,673,237,311,550,164,409,171,730,309,15,30,292,819,886,592,452,243,57,313,890,108,896,531,621
15,111,797,109,106,64,462,796,895,615,571,792,610,565,148,687,496,45,664,892,303,832,435,734,255,79,54,612,76,651,59
16,180,596,787,380,840,166,720,737,419,649,371,208,445,8,437,509,567,479,426,31,635,336,248,549,632,646,865,26,351,272
17,698,709,558,112,304,105,138,850,823,853,851,35,436,340,285,808,153,536,510,61,305,777,628,191,533,446,269,771,27,403
18,134,678,364,165,817,139,656,152,552,142,394,242,668,791,748,488,205,822,811,786,184,379,702,519,213,640,606,101,141,276
19,643,107,222,780,723,897,147,193,526,593,372,729,660,848,834,212,690,16,551,676,849,230,638,645,200,34,265,121,18,96
20,470,525,880,520,546,707,788,173,412,741,756,47,67,119,700,553,468,322,10,177,19,87,392,561,523,793,375,494,839,451
21,871,545,530,360,174,97,60,581,500,244,258,775,810,743,117,846,145,413,345,572,51,798,281,789,157,325,862,731,288,247
22,439,402,143,732,843,291,245,302,263,518,125,653,471,763,344,881,661,229,874,320,657,316,415,278,498,778,686,83,116,189
23,757,294,250,875,695,538,84,151,504,312,301,72,746,24,335,783,282,217,421,611,654,501,744,697,408,144,641,473,172,829
24,126,373,429,613,801,852,382,90,511,188,260,318,579,830,438,88,216,342,563,685,522,405,333,636,755,816,136,773,231,224
25,300,68,324,334,576,807,448,859,624,370,765,283,58,85,701,198,872,753,77,80,785,163,517,199,894,176,883,331,679,306
26,689,716,89,534,595,295,719,574,627,497,187,161,406,267,543,512,135,794,129,158,337,826,782,616,459,28,130,608,418,684
27,675,508,813,268,585,53,284,693,170,175,681,391,484,442,347,712,577,568,762,774,7,772,398,93,827,513,299,289,257,98
28,368,455,29,670,465,417,799,521,183,800,503,600,41,179,92,132,815,235,37,599,307,855,900,708,841,154,369,535,178,728
29,726,666,887,453,357,647,274,450,82,210,14,423,308,847,464,70,75,831,113,867,422,386,663,631,877,239,232,225,528,548
