,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,106,861,478,809,179,424,460,260,66,625,194,716,180,563,797,265,340,231,485,614,193,692,845,851,657,270,102,593,133,526
1,704,780,585,532,793,545,64,312,879,542,636,477,200,470,873,219,678,415,300,40,855,474,374,115,249,694,85,221,329,75
2,529,143,651,611,134,885,671,471,481,722,6,634,181,384,86,829,174,199,767,53,892,315,284,547,589,256,262,519,794,446
3,60,153,385,535,623,65,113,818,225,438,309,588,293,569,30,455,757,263,530,681,498,896,786,502,280,743,437,691,559,233
4,841,531,618,136,525,236,347,303,372,673,670,639,355,751,71,653,297,3,399,609,360,441,391,61,843,832,141,320,448,649
5,223,604,709,257,621,658,679,298,713,788,430,506,451,688,11,527,827,772,472,14,342,79,546,411,144,595,515,350,273,12
6,836,165,899,282,100,420,600,232,202,586,695,849,539,2,537,254,404,800,32,93,647,182,278,484,483,450,663,419,702,680
7,528,503,622,18,825,632,358,76,729,571,380,421,334,70,819,755,762,771,198,139,454,1,125,703,874,229,390,97,500,631
8,465,505,98,642,89,130,719,810,185,50,431,495,142,601,607,259,754,394,393,570,271,859,138,400,826,457,778,748,338,361
9,387,882,82,191,426,56,423,573,39,152,510,745,78,215,626,775,46,675,597,109,192,596,416,790,730,897,708,654,339,606
10,630,804,288,440,87,566,442,645,820,429,327,160,565,533,479,620,413,835,209,891,555,245,228,321,434,316,785,38,291,119
11,761,156,453,276,867,74,782,251,824,821,556,311,7,44,664,21,808,516,504,806,37,489,499,240,264,497,207,720,427,633
12,168,615,883,774,301,239,764,834,222,159,648,332,255,900,557,353,351,371,131,220,253,120,310,395,348,560,511,860,541,540
13,16,872,127,283,858,656,175,317,467,524,177,287,561,711,346,289,272,682,473,208,683,676,335,741,577,186,641,496,436,443
14,878,509,696,599,230,655,876,42,726,616,508,24,247,161,304,635,889,77,214,880,188,781,392,171,862,377,356,463,92,67
15,69,275,405,456,698,574,169,652,147,252,466,35,279,425,864,162,94,888,242,770,777,758,837,235,549,299,401,733,690,314
16,890,234,189,132,59,62,812,543,176,370,184,386,689,753,674,856,592,402,746,544,368,828,140,409,364,760,34,801,268,250
17,57,58,126,898,105,637,558,844,389,610,723,54,739,96,382,167,116,842,619,608,768,324,575,129,206,578,562,501,488,756
18,428,292,686,121,572,517,627,418,813,47,705,791,91,381,710,246,319,19,624,205,766,875,662,10,203,512,244,281,706,644
19,248,8,491,388,5,449,603,305,594,628,732,740,107,807,666,629,227,452,354,29,871,444,373,341,640,383,668,422,848,63
20,325,72,576,258,520,685,763,731,363,833,403,128,823,25,150,490,476,839,486,697,357,238,613,742,747,190,166,111,507,201
21,277,68,313,197,718,518,104,226,831,17,687,580,838,638,475,410,693,123,759,701,737,23,81,378,173,893,269,412,894,482
22,579,816,669,840,267,721,584,857,183,148,582,725,802,13,124,815,83,170,154,514,187,151,84,667,88,660,865,307,195,665
23,538,435,103,155,414,261,41,749,750,114,241,814,796,612,714,458,744,487,773,548,51,492,398,646,163,407,224,568,112,707
24,787,469,799,684,73,567,95,779,672,397,294,48,811,433,343,328,108,145,146,101,49,886,738,366,590,211,783,769,551,493
25,581,27,122,602,805,445,90,178,521,52,852,494,659,700,550,734,331,884,36,784,513,217,290,765,99,218,587,55,863,461
26,295,776,375,345,868,717,326,164,172,677,365,322,853,735,22,28,522,9,554,564,850,237,817,661,447,336,306,417,31,724
27,727,715,80,337,285,137,379,302,362,736,318,210,887,468,583,464,296,792,866,213,406,45,847,349,523,650,881,330,4,323
28,274,459,212,822,877,552,286,376,196,135,369,846,110,752,118,553,798,20,854,480,43,534,870,216,359,33,408,462,789,712
29,308,728,795,895,591,432,605,149,396,803,117,158,643,15,333,266,344,439,598,830,352,617,243,869,204,26,536,157,367,699
