,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,656,162,136,144,527,261,689,737,54,860,885,778,122,343,497,72,780,52,827,596,121,839,269,671,581,3,485,751,361,256
1,293,493,636,338,213,863,84,542,383,211,119,267,344,64,562,754,140,405,400,800,380,507,524,742,192,257,741,862,615,784
2,174,328,635,245,169,462,711,672,498,638,642,807,302,882,134,376,702,24,598,156,489,898,110,447,771,298,308,291,179,569
3,850,98,608,435,584,844,95,892,244,349,151,586,588,805,841,429,313,87,74,15,545,557,746,42,331,796,582,446,161,421
4,51,861,139,473,452,815,739,515,203,355,177,521,478,327,657,475,364,736,893,266,258,66,889,765,88,716,471,544,198,23
5,273,282,709,484,38,593,829,430,721,17,426,108,513,8,842,303,744,238,173,823,719,68,106,822,690,777,803,472,262,242
6,398,620,616,561,199,370,91,577,826,243,135,296,858,458,276,654,566,403,334,743,60,186,431,661,150,335,789,876,103,700
7,782,516,47,764,366,65,763,205,360,726,712,604,879,10,750,537,86,714,193,389,843,613,22,363,567,501,221,111,801,5
8,391,384,195,112,408,727,237,399,664,556,175,674,101,813,295,342,877,89,504,554,854,831,263,605,190,404,469,32,851,519
9,718,601,311,512,109,53,395,459,592,895,418,846,880,107,104,277,503,479,128,239,653,272,536,126,406,759,358,606,425,748
10,396,70,155,526,715,448,306,233,762,550,571,630,46,468,297,637,365,225,811,85,120,509,607,890,148,698,722,531,290,704
11,78,706,810,316,217,141,105,76,443,208,733,483,738,285,470,147,701,476,451,270,684,533,670,143,495,830,677,305,629,695
12,299,717,463,326,875,723,687,626,204,184,760,180,573,67,679,523,731,371,223,655,686,369,300,43,897,385,775,4,30,160
13,713,410,170,152,644,224,50,125,707,886,766,745,572,595,603,353,25,659,804,720,226,288,201,378,401,444,641,29,725,259
14,694,678,541,420,740,614,847,456,457,222,514,529,568,602,643,167,574,228,247,528,232,80,220,494,549,57,645,34,817,118
15,39,336,856,432,116,339,486,176,315,442,818,785,287,832,49,82,387,809,824,539,691,318,310,650,83,609,377,570,728,230
16,301,286,251,321,510,488,866,240,312,518,888,61,685,883,314,553,849,730,62,534,346,416,113,492,322,200,386,705,131,752
17,419,33,884,899,63,833,260,227,900,73,250,412,651,703,37,71,455,834,268,647,216,185,428,872,393,791,168,682,597,264
18,798,683,279,559,819,329,439,212,356,787,320,633,341,623,724,848,11,776,317,347,354,481,18,433,362,81,182,181,436,786
19,246,324,460,6,417,26,891,852,859,56,769,767,517,234,522,576,130,505,374,129,792,434,658,7,253,594,688,36,612,781
20,464,482,9,337,845,552,747,58,323,828,453,93,281,555,665,274,96,869,241,870,19,624,632,31,348,397,768,874,330,450
21,565,271,102,774,368,761,21,551,500,249,437,142,794,178,309,825,229,487,188,887,48,857,755,532,583,490,59,599,138,816
22,779,618,381,157,196,159,424,802,375,210,165,812,693,319,564,158,628,732,580,496,474,149,881,124,729,27,187,797,621,278
23,610,795,696,631,868,591,115,625,477,511,28,535,351,350,202,520,117,207,585,333,189,69,673,132,465,639,325,163,873,840
24,530,663,499,390,894,660,248,440,352,289,284,340,44,772,197,413,283,100,438,127,415,449,506,837,865,756,359,97,454,814
25,579,77,394,480,236,255,427,423,788,790,821,307,191,219,16,587,563,146,878,734,292,708,280,590,735,133,164,676,808,218
26,547,710,669,820,611,560,171,896,373,543,41,114,254,692,407,680,540,206,838,172,675,864,461,209,94,13,166,668,422,99
27,153,252,855,634,467,12,589,40,55,546,799,14,578,667,379,835,372,662,382,214,652,867,525,773,681,154,558,441,2,357
28,699,411,600,853,79,402,758,538,45,265,183,231,92,619,697,753,757,649,332,145,646,90,806,640,275,622,304,666,123,235
29,20,648,409,414,770,345,445,491,367,508,75,215,194,35,783,294,627,617,548,502,836,388,575,1,871,749,137,466,793,392
