,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,742,737,377,659,142,166,853,677,423,482,264,468,883,34,144,473,289,184,83,650,280,225,816,502,271,354,192,706,713,726
1,636,157,743,178,372,6,424,582,854,467,551,416,439,688,461,524,477,586,612,728,378,583,240,534,394,241,514,140,125,465
2,805,571,900,85,616,637,649,136,319,9,80,714,763,214,259,802,757,352,401,570,12,310,8,494,84,572,562,760,284,790
3,301,66,474,138,156,730,110,619,404,724,133,836,199,1,119,560,117,741,810,564,229,665,842,898,567,422,784,501,614,191
4,700,540,374,255,124,371,217,522,383,751,208,44,431,864,729,781,771,164,145,734,563,111,307,500,768,31,769,736,600,22
5,448,459,785,336,509,861,195,206,824,510,797,895,773,79,566,10,308,753,323,595,492,626,559,201,663,90,223,67,339,23
6,594,59,672,608,480,536,766,470,488,24,857,656,88,120,871,51,673,324,433,334,52,695,561,185,529,610,36,587,591,565
7,870,194,692,99,87,858,253,53,829,263,889,885,691,745,82,92,77,596,260,865,343,137,809,13,550,651,234,45,589,764
8,134,245,623,776,799,698,3,362,445,129,345,783,40,20,761,476,268,556,701,265,669,428,505,196,472,835,725,189,640,427
9,373,722,29,379,32,576,430,57,833,171,486,699,827,78,108,325,147,458,392,897,286,441,320,580,881,525,711,513,347,892
10,744,387,485,818,351,598,639,340,891,43,306,50,139,575,406,146,590,528,859,242,100,838,826,231,788,662,65,527,327,14
11,759,62,203,846,493,668,158,852,262,118,855,58,643,689,739,348,409,98,385,552,239,512,143,187,638,521,346,607,282,843
12,252,641,42,18,879,475,518,820,153,174,216,353,840,341,296,750,872,774,407,386,772,752,419,95,782,285,76,653,49,425
13,74,330,226,609,899,127,16,279,357,135,569,437,618,403,258,316,303,469,841,606,748,617,269,822,780,627,597,70,375,738
14,678,33,115,796,574,130,397,483,685,356,274,593,338,754,298,601,740,237,624,333,749,344,429,633,295,224,578,817,227,180
15,314,839,267,851,114,794,819,547,360,300,219,197,450,830,148,384,451,313,238,292,478,605,890,186,543,389,690,30,849,128
16,220,193,270,443,815,304,235,369,886,806,523,452,395,702,349,697,808,365,342,674,679,151,17,444,2,531,592,882,332,37
17,254,823,228,670,645,188,440,104,415,789,717,545,399,680,38,89,863,642,183,172,126,520,630,878,11,632,893,703,152,86
18,413,71,363,479,19,288,350,707,218,233,683,795,41,709,495,329,747,807,131,112,832,408,718,779,213,811,844,293,466,161
19,97,765,721,884,541,248,165,398,182,813,328,868,412,533,46,775,175,173,778,256,604,283,275,496,542,812,170,447,549,179
20,198,109,756,381,405,831,69,712,141,414,358,91,471,243,798,366,682,380,719,435,666,837,455,312,456,503,21,211,621,874
21,39,877,250,417,880,684,828,463,251,519,554,294,544,236,770,548,54,532,55,75,655,299,418,388,644,47,647,331,481,735
22,442,579,266,376,287,436,634,555,625,507,315,116,190,321,558,648,611,122,850,163,209,825,167,793,302,94,297,667,687,873
23,791,615,202,207,113,588,758,847,460,546,200,176,631,457,804,63,577,715,337,654,603,73,60,746,318,247,676,276,222,553
24,664,489,762,56,860,25,367,449,96,869,671,539,311,705,896,581,526,727,160,731,81,64,277,803,159,101,291,454,410,391
25,613,708,635,361,4,155,875,26,390,787,272,123,364,876,733,628,281,7,168,498,657,755,305,317,150,453,652,686,792,244
26,27,273,786,368,767,210,681,411,230,538,888,309,246,402,620,464,68,814,154,48,887,629,530,204,421,102,622,370,862,584
27,326,393,557,511,710,508,646,382,215,821,261,355,660,400,61,290,72,15,867,181,162,506,848,462,585,800,28,573,426,894
28,517,801,535,491,149,716,504,221,537,720,661,446,484,723,257,704,106,834,599,568,232,169,438,515,105,856,5,278,132,212
29,490,777,177,420,693,103,516,866,359,497,35,322,205,93,845,694,696,249,658,335,732,107,434,121,602,487,675,396,432,499
